Time,B9512000,,B9512000,,B9512000,,B9512000,,B9512000,,B9512000,
10/10/2022 7:00,21.3,1,1.88,1,3.34,1,799,1,92.1,1,8.14,1
10/10/2022 7:15,21.3,1,1.85,1,3.29,1,720,1,92.4,1,8.18,1
10/10/2022 7:30,21.3,1,1.83,1,3.06,1,743,1,92.3,1,8.16,1
10/10/2022 7:45,21.3,1,1.8,1,3.1,1,684,1,91.9,1,8.13,1
10/10/2022 8:00,21.3,1,1.77,1,3.59,1,639,1,91.6,1,8.11,1
10/10/2022 8:15,21.3,1,1.74,1,4.07,1,686,1,91.8,1,8.12,1
10/10/2022 8:30,21.3,1,1.71,1,3.07,1,678,1,91.3,1,8.07,1
10/10/2022 8:45,21.3,1,1.68,1,2.72,1,676,1,90.5,1,8,1
10/10/2022 9:00,21.4,1,1.65,1,3.38,1,665,1,89.3,1,7.89,1
10/10/2022 9:15,21.4,1,1.61,1,2.63,1,672,1,89.2,1,7.88,1
10/10/2022 9:30,21.4,1,1.58,1,3.02,1,680,1,90.1,1,7.95,1
10/10/2022 9:45,21.4,1,1.54,1,3.42,1,677,1,89.9,1,7.93,1
10/10/2022 10:00,21.4,1,1.51,1,3.13,1,673,1,89.6,1,7.91,1
10/10/2022 10:15,21.5,1,1.48,1,2.79,1,668,1,89.4,1,7.89,1
10/10/2022 10:30,21.5,1,1.45,1,4.1,1,665,1,89.2,1,7.86,1
10/10/2022 10:45,21.5,1,1.42,1,3.16,1,662,1,89.3,1,7.87,1
10/10/2022 11:00,21.5,1,1.39,1,3.26,1,657,1,89.5,1,7.88,1
10/10/2022 11:15,21.6,1,1.36,1,4.74,1,649,1,88.6,1,7.8,1
10/10/2022 11:30,21.6,1,1.34,1,3.3,1,643,1,88.2,1,7.76,1
10/10/2022 11:45,21.6,1,1.33,1,3.2,1,640,1,87.4,1,7.69,1
10/10/2022 12:00,21.6,1,1.33,1,2.51,1,635,1,83.9,1,7.38,1
10/10/2022 12:15,21.6,1,1.35,1,2.27,1,634,1,84,1,7.38,1
10/10/2022 12:30,21.6,1,1.38,1,2.21,1,634,1,83.3,1,7.33,1
10/10/2022 12:45,21.7,1,1.41,1,9.78,1,636,1,86.9,1,7.63,1
10/10/2022 13:00,21.7,1,1.44,1,3.74,1,639,1,88.2,1,7.74,1
10/10/2022 13:15,21.7,1,1.48,1,3.31,1,642,1,88.1,1,7.74,1
10/10/2022 13:30,21.7,1,1.51,1,2.74,1,645,1,88.7,1,7.79,1
10/10/2022 13:45,21.6,1,1.54,1,3.03,1,653,1,88.7,1,7.79,1
10/10/2022 14:00,21.7,1,1.58,1,2.86,1,692,1,90.6,1,7.95,1
10/10/2022 14:15,21.7,1,1.61,1,2.86,1,718,1,93.2,1,8.17,1
10/10/2022 14:30,21.8,1,1.65,1,3.38,1,720,1,94.8,1,8.31,1
10/10/2022 14:45,21.8,1,1.69,1,2.62,1,716,1,95.4,1,8.36,1
10/10/2022 15:00,21.8,1,1.72,1,2.7,1,719,1,95.4,1,8.36,1
10/10/2022 15:15,21.8,1,1.76,1,4.42,1,738,1,96.4,1,8.44,1
10/10/2022 15:30,21.9,1,1.8,1,2.42,1,758,1,98,1,8.57,1
10/10/2022 15:45,21.9,1,1.84,1,3.06,1,776,1,98.9,1,8.65,1
10/10/2022 16:00,21.9,1,1.87,1,2.1,1,799,1,100.1,1,8.75,1
10/10/2022 16:15,21.9,1,1.9,1,2.31,1,829,1,101.5,1,8.87,1
10/10/2022 16:30,21.9,1,1.94,1,2.99,1,844,1,101.9,1,8.9,1
10/10/2022 16:45,21.9,1,1.96,1,2.07,1,872,1,102.6,1,8.96,1
10/10/2022 17:00,21.9,1,1.99,1,1.78,1,907,1,102.6,1,8.96,1
10/10/2022 17:15,21.9,1,2.01,1,1.65,1,903,1,101.6,1,8.87,1
10/10/2022 17:30,21.9,1,2.02,1,1.82,1,889,1,101.7,1,8.88,1
10/10/2022 17:45,21.9,1,2.03,1,1.89,1,896,1,101.9,1,8.9,1
10/10/2022 18:00,21.9,1,2.02,1,2.07,1,927,1,99.8,1,8.72,1
10/10/2022 18:15,21.9,1,2.01,1,1.72,1,930,1,97.4,1,8.5,1
10/10/2022 18:30,21.9,1,1.98,1,1.8,1,949,1,102.6,1,8.96,1
10/10/2022 18:45,21.8,1,1.96,1,2.09,1,863,1,102.8,1,9,1
10/10/2022 19:00,21.9,1,1.93,1,2.26,1,903,1,104.3,1,9.12,1
10/10/2022 19:15,21.7,1,1.9,1,2.43,1,777,1,101,1,8.86,1
10/10/2022 19:30,21.8,1,1.87,1,2.64,1,817,1,101.6,1,8.9,1
10/10/2022 19:45,21.7,1,1.84,1,3.03,1,671,1,98.2,1,8.62,1
10/10/2022 20:00,21.7,1,1.82,1,3,1,690,1,98.4,1,8.63,1
10/10/2022 20:15,21.8,1,1.78,1,3.67,1,755,1,99.2,1,8.7,1
10/10/2022 20:30,21.7,1,1.75,1,2.61,1,742,1,98.4,1,8.63,1
10/10/2022 20:45,21.7,1,1.72,1,2.77,1,713,1,96.1,1,8.44,1
10/10/2022 21:00,21.7,1,1.68,1,2.99,1,717,1,95.9,1,8.42,1
10/10/2022 21:15,21.7,1,1.65,1,2.5,1,727,1,96.1,1,8.44,1
10/10/2022 21:30,21.7,1,1.62,1,2.5,1,722,1,95.4,1,8.38,1
10/10/2022 21:45,21.6,1,1.58,1,2.52,1,710,1,94.3,1,8.29,1
10/10/2022 22:00,21.6,1,1.54,1,2.51,1,704,1,93.6,1,8.23,1
10/10/2022 22:15,21.6,1,1.51,1,2.63,1,697,1,93,1,8.18,1
10/10/2022 22:30,21.6,1,1.47,1,2.42,1,693,1,92.5,1,8.13,1
10/10/2022 22:45,21.6,1,1.44,1,2.59,1,678,1,91,1,8,1
10/10/2022 23:00,21.6,1,1.4,1,2.35,1,656,1,89,1,7.83,1
10/10/2022 23:15,21.5,1,1.37,1,2.71,1,649,1,88.2,1,7.77,1
10/10/2022 23:30,21.5,1,1.34,1,2.49,1,640,1,87.2,1,7.68,1
10/10/2022 23:45,21.5,1,1.31,1,2.38,1,635,1,86.5,1,7.62,1
10/11/2022 0:00,21.5,1,1.28,1,2.63,1,630,1,86,1,7.58,1
10/11/2022 0:15,21.5,1,1.25,1,2.33,1,627,1,85.6,1,7.55,1
10/11/2022 0:30,21.5,1,1.24,1,2.33,1,625,1,85.3,1,7.52,1
10/11/2022 0:45,21.5,1,1.22,1,2.52,1,623,1,84.8,1,7.48,1
10/11/2022 1:00,21.5,1,1.22,1,2.02,1,621,1,84.4,1,7.44,1
10/11/2022 1:15,21.5,1,1.24,1,1.66,1,618,1,82.5,1,7.27,1
10/11/2022 1:30,21.5,1,1.27,1,1.38,1,618,1,79.3,1,6.99,1
10/11/2022 1:45,21.5,1,1.31,1,3.09,1,619,1,82.2,1,7.25,1
10/11/2022 2:00,21.5,1,1.34,1,1.9,1,621,1,83.7,1,7.38,1
10/11/2022 2:15,21.4,1,1.37,1,3.29,1,623,1,85,1,7.5,1
10/11/2022 2:30,21.4,1,1.41,1,2.52,1,626,1,85.2,1,7.52,1
10/11/2022 2:45,21.4,1,1.45,1,2.46,1,632,1,85.5,1,7.55,1
10/11/2022 3:00,21.4,1,1.48,1,2.11,1,672,1,87.8,1,7.75,1
10/11/2022 3:15,21.4,1,1.52,1,3.08,1,694,1,89.2,1,7.87,1
10/11/2022 3:30,21.4,1,1.55,1,2.44,1,702,1,89,1,7.86,1
10/11/2022 3:45,21.4,1,1.6,1,2.31,1,700,1,89.2,1,7.88,1
10/11/2022 4:00,21.3,1,1.63,1,2.09,1,699,1,88.9,1,7.85,1
10/11/2022 4:15,21.3,1,1.67,1,2.27,1,711,1,89.4,1,7.9,1
10/11/2022 4:30,21.3,1,1.7,1,2.36,1,721,1,88.8,1,7.85,1
10/11/2022 4:45,21.3,1,1.74,1,2.75,1,735,1,89,1,7.87,1
10/11/2022 5:00,21.3,1,1.78,1,2.33,1,755,1,90.1,1,7.97,1
10/11/2022 5:15,21.3,1,1.81,1,2.42,1,772,1,90,1,7.97,1
10/11/2022 5:30,21.2,1,1.84,1,3.03,1,776,1,90.9,1,8.05,1
10/11/2022 5:45,21.2,1,1.86,1,2.35,1,781,1,90.2,1,8,1
10/11/2022 6:00,21.2,1,1.89,1,2.94,1,789,1,90.4,1,8.02,1
10/11/2022 6:15,21.1,1,1.9,1,2.44,1,784,1,90,1,7.99,1
10/11/2022 6:30,21.1,1,1.92,1,2.07,1,784,1,89.9,1,7.99,1
10/11/2022 6:45,21.1,1,1.92,1,2.28,1,779,1,88.7,1,7.88,1
10/11/2022 7:00,21.1,1,1.92,1,2.83,1,776,1,87.1,1,7.74,1
10/11/2022 7:15,21.1,1,1.9,1,2.16,1,775,1,87.1,1,7.73,1
10/11/2022 7:30,21.1,1,1.88,1,2.18,1,776,1,90.7,1,8.06,1
10/11/2022 7:45,21.1,1,1.86,1,3.14,1,749,1,91.3,1,8.11,1
10/11/2022 8:00,21.1,1,1.83,1,3.83,1,769,1,91.6,1,8.14,1
10/11/2022 8:15,21.1,1,1.81,1,3.16,1,729,1,91.9,1,8.16,1
10/11/2022 8:30,21.1,1,1.78,1,3.03,1,740,1,91.9,1,8.16,1
10/11/2022 8:45,21.1,1,1.75,1,2.97,1,681,1,91.6,1,8.14,1
10/11/2022 9:00,21.1,1,1.72,1,2.98,1,641,1,91.3,1,8.11,1
10/11/2022 9:15,21.1,1,1.7,1,3.06,1,684,1,91.2,1,8.1,1
10/11/2022 9:30,21.2,1,1.67,1,2.82,1,681,1,91.5,1,8.11,1
10/11/2022 9:45,21.2,1,1.64,1,2.83,1,681,1,90.8,1,8.05,1
10/11/2022 10:00,21.2,1,1.61,1,2.75,1,675,1,90.1,1,7.98,1
10/11/2022 10:15,21.3,1,1.58,1,2.55,1,677,1,89.7,1,7.94,1
10/11/2022 10:30,21.3,1,1.54,1,2.58,1,681,1,90,1,7.96,1
10/11/2022 10:45,21.3,1,1.51,1,2.88,1,679,1,89.9,1,7.95,1
10/11/2022 11:00,21.3,1,1.48,1,2.52,1,675,1,89.8,1,7.94,1
10/11/2022 11:15,21.4,1,1.45,1,2.51,1,672,1,89.4,1,7.9,1
10/11/2022 11:30,21.4,1,1.43,1,2.25,1,670,1,89.1,1,7.87,1
10/11/2022 11:45,21.4,1,1.4,1,2.39,1,668,1,89.2,1,7.87,1
10/11/2022 12:00,21.4,1,1.39,1,2.27,1,666,1,88.8,1,7.83,1
10/11/2022 12:15,21.4,1,1.38,1,1.7,1,662,1,87.6,1,7.73,1
10/11/2022 12:30,21.5,1,1.39,1,1.77,1,659,1,85.2,1,7.51,1
10/11/2022 12:45,21.5,1,1.4,1,2.62,1,657,1,85.6,1,7.54,1
10/11/2022 13:00,21.5,1,1.43,1,1.88,1,658,1,86.5,1,7.62,1
10/11/2022 13:15,21.5,1,1.47,1,1.98,1,659,1,89.2,1,7.86,1
10/11/2022 13:30,21.5,1,1.51,1,2.29,1,661,1,89.5,1,7.89,1
10/11/2022 13:45,21.5,1,1.54,1,1.91,1,658,1,88.4,1,7.79,1
10/11/2022 14:00,21.5,1,1.58,1,2.08,1,659,1,89,1,7.84,1
10/11/2022 14:15,21.5,1,1.61,1,2.23,1,666,1,89.2,1,7.87,1
10/11/2022 14:30,21.5,1,1.65,1,2.71,1,706,1,91,1,8.02,1
10/11/2022 14:45,21.5,1,1.68,1,2.71,1,725,1,93.7,1,8.25,1
10/11/2022 15:00,21.6,1,1.72,1,3.78,1,726,1,95.3,1,8.38,1
10/11/2022 15:15,21.6,1,1.76,1,2.35,1,725,1,95.6,1,8.41,1
10/11/2022 15:30,21.6,1,1.8,1,2.14,1,734,1,96.5,1,8.49,1
10/11/2022 15:45,21.6,1,1.83,1,2.45,1,752,1,96.8,1,8.51,1
10/11/2022 16:00,21.6,1,1.87,1,2.22,1,776,1,98.6,1,8.67,1
10/11/2022 16:15,21.6,1,1.9,1,2.98,1,793,1,100.3,1,8.81,1
10/11/2022 16:30,21.6,1,1.94,1,3.02,1,820,1,100.6,1,8.84,1
10/11/2022 16:45,21.6,1,1.97,1,2,1,846,1,101.7,1,8.93,1
10/11/2022 17:00,21.6,1,2,1,2.41,1,875,1,103.3,1,9.07,1
10/11/2022 17:15,21.6,1,2.03,1,2.08,1,891,1,103.7,1,9.11,1
10/11/2022 17:30,21.6,1,2.06,1,2.88,1,905,1,104.6,1,9.19,1
10/11/2022 17:45,21.6,1,2.08,1,2.72,1,920,1,104.8,1,9.21,1
10/11/2022 18:00,21.6,1,2.09,1,1.59,1,928,1,103.7,1,9.11,1
10/11/2022 18:15,21.6,1,2.1,1,3.06,1,925,1,102.9,1,9.05,1
10/11/2022 18:30,21.6,1,2.09,1,2.53,1,930,1,99.8,1,8.77,1
10/11/2022 18:45,21.6,1,2.08,1,2.24,1,938,1,99.5,1,8.74,1
10/11/2022 19:00,21.6,1,2.06,1,2.58,1,938,1,102.2,1,8.98,1
10/11/2022 19:15,21.6,1,2.03,1,2.77,1,866,1,103.3,1,9.09,1
10/11/2022 19:30,21.6,1,2,1,1.91,1,930,1,104.7,1,9.21,1
10/11/2022 19:45,21.4,1,1.97,1,2.41,1,781,1,101.5,1,8.95,1
10/11/2022 20:00,21.5,1,1.94,1,2.57,1,842,1,102.6,1,9.04,1
10/11/2022 20:15,21.4,1,1.92,1,2.77,1,697,1,99.4,1,8.77,1
10/11/2022 20:30,21.4,1,1.89,1,2.98,1,668,1,98.2,1,8.66,1
10/11/2022 20:45,21.5,1,1.85,1,2.76,1,755,1,100,1,8.81,1
10/11/2022 21:00,21.4,1,1.82,1,2.9,1,748,1,99.4,1,8.77,1
10/11/2022 21:15,21.4,1,1.79,1,2.87,1,715,1,96.7,1,8.54,1
10/11/2022 21:30,21.4,1,1.76,1,3.42,1,718,1,96.4,1,8.51,1
10/11/2022 21:45,21.4,1,1.73,1,3.26,1,727,1,96.7,1,8.54,1
10/11/2022 22:00,21.4,1,1.69,1,2.49,1,721,1,95.8,1,8.46,1
10/11/2022 22:15,21.4,1,1.66,1,2.57,1,705,1,94.5,1,8.35,1
10/11/2022 22:30,21.3,1,1.62,1,3.11,1,705,1,94.2,1,8.32,1
10/11/2022 22:45,21.3,1,1.59,1,2.29,1,699,1,93.5,1,8.26,1
10/11/2022 23:00,21.3,1,1.55,1,2.19,1,695,1,92.9,1,8.21,1
10/11/2022 23:15,21.3,1,1.52,1,2.46,1,676,1,91.3,1,8.07,1
10/11/2022 23:30,21.3,1,1.48,1,2.22,1,660,1,89.4,1,7.91,1
10/11/2022 23:45,21.3,1,1.45,1,2.41,1,657,1,88.8,1,7.86,1
10/12/2022 0:00,21.3,1,1.41,1,2.58,1,652,1,88,1,7.79,1
10/12/2022 0:15,21.3,1,1.38,1,2.71,1,646,1,87.3,1,7.73,1
10/12/2022 0:30,21.2,1,1.35,1,2.66,1,641,1,86.8,1,7.69,1
10/12/2022 0:45,21.2,1,1.32,1,2.64,1,638,1,86.4,1,7.65,1
10/12/2022 1:00,21.2,1,1.3,1,2.04,1,637,1,85.9,1,7.61,1
10/12/2022 1:15,21.2,1,1.27,1,2.06,1,635,1,85.3,1,7.56,1
10/12/2022 1:30,21.2,1,1.26,1,1.94,1,633,1,85.3,1,7.57,1
10/12/2022 1:45,21.2,1,1.25,1,1.83,1,632,1,85.1,1,7.54,1
10/12/2022 2:00,21.2,1,1.26,1,1.67,1,629,1,84.1,1,7.45,1
10/12/2022 2:15,21.2,1,1.28,1,1.41,1,628,1,80.5,1,7.14,1
10/12/2022 2:30,21.2,1,1.31,1,1.6,1,628,1,80.9,1,7.17,1
10/12/2022 2:45,21.2,1,1.35,1,3.79,1,630,1,83.4,1,7.4,1
10/12/2022 3:00,21.1,1,1.39,1,2.52,1,631,1,85,1,7.54,1
10/12/2022 3:15,21.1,1,1.42,1,2.47,1,633,1,85.3,1,7.57,1
10/12/2022 3:30,21.1,1,1.46,1,2.73,1,636,1,85.4,1,7.58,1
10/12/2022 3:45,21.1,1,1.49,1,2.14,1,645,1,85.8,1,7.62,1
10/12/2022 4:00,21.1,1,1.53,1,2.01,1,671,1,87.9,1,7.8,1
10/12/2022 4:15,21.1,1,1.56,1,2.48,1,681,1,88.4,1,7.85,1
10/12/2022 4:30,21.1,1,1.6,1,2.26,1,685,1,88.5,1,7.87,1
10/12/2022 4:45,21,1,1.64,1,2.16,1,690,1,88.9,1,7.9,1
10/12/2022 5:00,21,1,1.67,1,2.44,1,698,1,88.8,1,7.9,1
10/12/2022 5:15,21,1,1.71,1,2.7,1,708,1,88.7,1,7.9,1
10/12/2022 5:30,20.9,1,1.74,1,3.36,1,723,1,89.6,1,7.98,1
10/12/2022 5:45,20.9,1,1.77,1,2.88,1,735,1,89.7,1,7.99,1
10/12/2022 6:00,20.9,1,1.8,1,2.16,1,746,1,89,1,7.94,1
10/12/2022 6:15,20.8,1,1.83,1,2.61,1,760,1,89.6,1,7.99,1
10/12/2022 6:30,20.8,1,1.86,1,2.33,1,771,1,90,1,8.03,1
10/12/2022 6:45,20.8,1,1.89,1,2.48,1,772,1,89.2,1,7.97,1
10/12/2022 7:00,20.7,1,1.91,1,2.45,1,776,1,90.2,1,8.06,1
10/12/2022 7:15,20.7,1,1.92,1,2.28,1,774,1,89.3,1,7.99,1
10/12/2022 7:30,20.7,1,1.94,1,2.07,1,763,1,89.6,1,8.02,1
10/12/2022 7:45,20.7,1,1.94,1,2.14,1,760,1,88.1,1,7.88,1
10/12/2022 8:00,20.7,1,1.93,1,3.54,1,762,1,86.2,1,7.72,1
10/12/2022 8:15,20.7,1,1.91,1,2.28,1,765,1,87.6,1,7.84,1
10/12/2022 8:30,20.7,1,1.9,1,2.52,1,772,1,90.3,1,8.08,1
10/12/2022 8:45,20.7,1,1.87,1,2.91,1,765,1,91.6,1,8.2,1
10/12/2022 9:00,20.7,1,1.85,1,3.71,1,759,1,92.9,1,8.31,1
10/12/2022 9:15,20.7,1,1.82,1,3.18,1,755,1,93,1,8.31,1
10/12/2022 9:30,20.8,1,1.8,1,3.62,1,754,1,93.1,1,8.32,1
10/12/2022 9:45,20.8,1,1.77,1,4.12,1,716,1,93,1,8.31,1
10/12/2022 10:00,20.8,1,1.74,1,2.75,1,668,1,92,1,8.22,1
10/12/2022 10:15,20.8,1,1.71,1,25.72,1,705,1,91.9,1,8.2,1
10/12/2022 10:30,20.8,1,1.69,1,2.85,1,707,1,92,1,8.21,1
10/12/2022 10:45,20.9,1,1.66,1,2.7,1,697,1,91.5,1,8.16,1
10/12/2022 11:00,20.9,1,1.63,1,2.63,1,692,1,91.1,1,8.11,1
10/12/2022 11:15,21,1,1.6,1,2.87,1,694,1,91.3,1,8.13,1
10/12/2022 11:30,21,1,1.57,1,2.31,1,694,1,91.4,1,8.14,1
10/12/2022 11:45,21,1,1.55,1,2.77,1,690,1,91.1,1,8.1,1
10/12/2022 12:00,21,1,1.53,1,2.05,1,684,1,90.6,1,8.05,1
10/12/2022 12:15,21.1,1,1.51,1,2.46,1,680,1,90.5,1,8.03,1
10/12/2022 12:30,21.1,1,1.49,1,2.53,1,676,1,89.4,1,7.93,1
10/12/2022 12:45,21.1,1,1.49,1,2.61,1,674,1,87.6,1,7.77,1
10/12/2022 13:00,21.1,1,1.5,1,2.26,1,674,1,84.8,1,7.53,1
10/12/2022 13:15,21.1,1,1.52,1,3.84,1,671,1,86.6,1,7.69,1
10/12/2022 13:30,21.2,1,1.54,1,6.83,1,671,1,89.5,1,7.93,1
10/12/2022 13:45,21.2,1,1.57,1,1.94,1,671,1,89.7,1,7.95,1
10/12/2022 14:00,21.2,1,1.6,1,2.78,1,670,1,90.1,1,7.99,1
10/12/2022 14:15,21.2,1,1.63,1,2.16,1,671,1,89.5,1,7.94,1
10/12/2022 14:30,21.1,1,1.66,1,2.21,1,677,1,90,1,7.99,1
10/12/2022 14:45,21.1,1,1.7,1,2.84,1,694,1,91.5,1,8.13,1
10/12/2022 15:00,21.1,1,1.73,1,2.54,1,715,1,93.7,1,8.32,1
10/12/2022 15:15,21.1,1,1.77,1,2.32,1,724,1,95.5,1,8.48,1
10/12/2022 15:30,21.1,1,1.81,1,2.49,1,725,1,96.9,1,8.6,1
10/12/2022 15:45,21.1,1,1.84,1,2.49,1,729,1,96.6,1,8.57,1
10/12/2022 16:00,21.1,1,1.88,1,2.65,1,745,1,98.2,1,8.71,1
10/12/2022 16:15,21.1,1,1.92,1,2.72,1,766,1,98.1,1,8.71,1
10/12/2022 16:30,21.1,1,1.95,1,2.98,1,783,1,99.7,1,8.85,1
10/12/2022 16:45,21.1,1,1.98,1,2.35,1,803,1,99.7,1,8.85,1
10/12/2022 17:00,21.1,1,2.02,1,2.14,1,828,1,100.5,1,8.93,1
10/12/2022 17:15,21,1,2.05,1,2.2,1,840,1,100.2,1,8.9,1
10/12/2022 17:30,21,1,2.08,1,2.72,1,883,1,101.9,1,9.06,1
10/12/2022 17:45,21,1,2.1,1,1.92,1,916,1,100.7,1,8.95,1
10/12/2022 18:00,21,1,2.13,1,1.93,1,927,1,101.9,1,9.07,1
10/12/2022 18:15,21,1,2.14,1,2.67,1,931,1,101.2,1,9,1
10/12/2022 18:30,21,1,2.16,1,2.4,1,964,1,101.4,1,9.02,1
10/12/2022 18:45,21,1,2.16,1,1.93,1,984,1,101.6,1,9.04,1
10/12/2022 19:00,21,1,2.16,1,2.78,1,994,1,99.5,1,8.85,1
10/12/2022 19:15,20.9,1,2.15,1,2.44,1,997,1,98.7,1,8.79,1
10/12/2022 19:30,21,1,2.12,1,2.98,1,755,1,100.4,1,8.93,1
10/12/2022 19:45,20.9,1,2.09,1,3.1,1,926,1,103.6,1,9.22,1
10/12/2022 20:00,20.9,1,2.06,1,2.94,1,953,1,104.3,1,9.29,1
10/12/2022 20:15,20.9,1,2.03,1,2.46,1,850,1,101.8,1,9.08,1
10/12/2022 20:30,20.9,1,2.01,1,2.49,1,858,1,101.9,1,9.09,1
10/12/2022 20:45,20.9,1,1.98,1,2.69,1,723,1,99.7,1,8.89,1
10/12/2022 21:00,20.9,1,1.94,1,2.4,1,747,1,99.8,1,8.89,1
10/12/2022 21:15,20.9,1,1.91,1,3.36,1,745,1,99.6,1,8.88,1
10/12/2022 21:30,20.9,1,1.88,1,3.15,1,741,1,99.4,1,8.86,1
10/12/2022 21:45,20.9,1,1.85,1,2.64,1,718,1,97.2,1,8.66,1
10/12/2022 22:00,20.9,1,1.82,1,2.97,1,706,1,95.9,1,8.55,1
10/12/2022 22:15,20.9,1,1.79,1,2.8,1,703,1,95.2,1,8.5,1
10/12/2022 22:30,20.9,1,1.75,1,2.62,1,700,1,94.6,1,8.44,1
10/12/2022 22:45,20.9,1,1.71,1,3.13,1,693,1,94.1,1,8.39,1
10/12/2022 23:00,20.9,1,1.68,1,2.8,1,693,1,94,1,8.38,1
10/12/2022 23:15,20.9,1,1.64,1,2.92,1,693,1,93.5,1,8.34,1
10/12/2022 23:30,20.9,1,1.61,1,3.21,1,688,1,93.2,1,8.31,1
10/12/2022 23:45,20.9,1,1.57,1,2.67,1,674,1,91.6,1,8.16,1
10/13/2022 0:00,20.9,1,1.54,1,2.43,1,664,1,90.5,1,8.07,1
10/13/2022 0:15,20.9,1,1.51,1,2.92,1,659,1,90,1,8.02,1
10/13/2022 0:30,20.9,1,1.48,1,3.39,1,656,1,89.1,1,7.94,1
10/13/2022 0:45,20.9,1,1.44,1,2.84,1,652,1,88.6,1,7.89,1
10/13/2022 1:00,20.9,1,1.41,1,3.02,1,648,1,88,1,7.84,1
10/13/2022 1:15,20.9,1,1.38,1,2.15,1,645,1,87.4,1,7.79,1
10/13/2022 1:30,20.9,1,1.35,1,2.03,1,644,1,87.1,1,7.77,1
10/13/2022 1:45,20.9,1,1.32,1,2.21,1,643,1,86.6,1,7.72,1
10/13/2022 2:00,20.9,1,1.3,1,1.81,1,640,1,86.4,1,7.7,1
10/13/2022 2:15,20.9,1,1.28,1,2.15,1,638,1,86,1,7.67,1
10/13/2022 2:30,20.9,1,1.26,1,1.7,1,637,1,85.3,1,7.61,1
10/13/2022 2:45,20.9,1,1.27,1,1.42,1,635,1,84.9,1,7.57,1
10/13/2022 3:00,20.9,1,1.28,1,1.66,1,635,1,82.6,1,7.36,1
10/13/2022 3:15,20.9,1,1.31,1,2.08,1,635,1,80.4,1,7.17,1
10/13/2022 3:30,20.9,1,1.34,1,1.75,1,635,1,82.4,1,7.34,1
10/13/2022 3:45,20.9,1,1.38,1,1.95,1,636,1,84.1,1,7.5,1
10/13/2022 4:00,20.9,1,1.41,1,2.65,1,637,1,85.2,1,7.61,1
10/13/2022 4:15,20.8,1,1.44,1,1.89,1,639,1,84.9,1,7.58,1
10/13/2022 4:30,20.8,1,1.47,1,2.18,1,640,1,85.8,1,7.66,1
10/13/2022 4:45,20.8,1,1.5,1,2.46,1,647,1,86,1,7.69,1
10/13/2022 5:00,20.8,1,1.54,1,2.38,1,666,1,86.4,1,7.72,1
10/13/2022 5:15,20.7,1,1.57,1,2.39,1,672,1,87.1,1,7.79,1
10/13/2022 5:30,20.7,1,1.61,1,2.28,1,681,1,88.1,1,7.89,1
10/13/2022 5:45,20.7,1,1.64,1,2.15,1,684,1,87.4,1,7.83,1
10/13/2022 6:00,20.6,1,1.67,1,2.77,1,685,1,88,1,7.89,1
10/13/2022 6:15,20.6,1,1.71,1,2.47,1,690,1,87.3,1,7.83,1
10/13/2022 6:30,20.6,1,1.74,1,2.25,1,702,1,88.4,1,7.94,1
10/13/2022 6:45,20.5,1,1.77,1,2.31,1,708,1,88.9,1,7.99,1
10/13/2022 7:00,20.5,1,1.8,1,2.93,1,723,1,88.9,1,8,1
10/13/2022 7:15,20.4,1,1.83,1,2.69,1,730,1,89.5,1,8.05,1
10/13/2022 7:30,20.4,1,1.85,1,2.43,1,735,1,89,1,8.01,1
10/13/2022 7:45,20.4,1,1.88,1,2.3,1,743,1,88.9,1,8.01,1
10/13/2022 8:00,20.3,1,1.89,1,2.1,1,748,1,88.1,1,7.94,1
10/13/2022 8:15,20.3,1,1.9,1,2.12,1,753,1,88,1,7.93,1
10/13/2022 8:30,20.3,1,1.91,1,2.07,1,756,1,88.4,1,7.97,1
10/13/2022 8:45,20.3,1,1.91,1,2.05,1,755,1,86.8,1,7.82,1
10/13/2022 9:00,20.3,1,1.89,1,1.61,1,755,1,83.2,1,7.5,1
10/13/2022 9:15,20.3,1,1.87,1,2.99,1,753,1,87.9,1,7.93,1
10/13/2022 9:30,20.3,1,1.85,1,2.35,1,750,1,91.4,1,8.23,1
10/13/2022 9:45,20.3,1,1.83,1,2.08,1,747,1,91.9,1,8.28,1
10/13/2022 10:00,20.4,1,1.8,1,2.79,1,740,1,92.6,1,8.33,1
10/13/2022 10:15,20.4,1,1.78,1,2.22,1,735,1,92.5,1,8.33,1
10/13/2022 10:30,20.4,1,1.75,1,2.56,1,724,1,92.6,1,8.33,1
10/13/2022 10:45,20.5,1,1.72,1,1.94,1,672,1,92.2,1,8.29,1
10/13/2022 11:00,20.5,1,,,1.96,1,694,1,94.6,1,8.49,1
10/13/2022 11:15,20.6,1,,,2.78,1,701,1,94.1,1,8.43,1
10/13/2022 11:30,20.6,1,,,1.76,1,699,1,93.6,1,8.39,1
10/13/2022 11:45,20.7,1,,,1.67,1,689,1,93.3,1,8.35,1
10/13/2022 12:00,20.8,1,,,2.39,1,684,1,92.9,1,8.31,1
10/13/2022 12:15,20.8,1,,,2.09,1,680,1,92.9,1,8.3,1
10/13/2022 12:30,20.8,1,,,2.55,1,679,1,93.2,1,8.32,1
10/13/2022 12:45,20.9,1,,,2.26,1,675,1,93.1,1,8.31,1
10/13/2022 13:00,20.9,1,,,2.53,1,673,1,93.3,1,8.31,1
