Time,B9512000,,B9512000,,B9512000,,B9512000,,B9512000,,B9512000,
1/1/2022 19:30,8.5,1,1.75,1,6.25,1,521,1,86.1,1,10.06,1
1/1/2022 19:45,8.5,1,1.71,1,6.04,1,524,1,86.1,1,10.05,1
1/1/2022 20:00,8.5,1,1.68,1,5.8,1,528,1,86,1,10.05,1
1/1/2022 20:15,8.5,1,1.64,1,5.87,1,530,1,85.9,1,10.03,1
1/1/2022 20:30,8.5,1,1.6,1,5.94,1,531,1,85.9,1,10.03,1
1/1/2022 20:45,8.6,1,1.56,1,6.02,1,532,1,85.8,1,10.01,1
1/1/2022 21:00,8.6,1,1.53,1,5.75,1,534,1,85.9,1,10.02,1
1/1/2022 21:15,8.6,1,1.49,1,5.59,1,536,1,85.8,1,10.01,1
1/1/2022 21:30,8.6,1,1.45,1,5.75,1,537,1,85.8,1,10,1
1/1/2022 21:45,8.6,1,1.41,1,5.7,1,538,1,85.8,1,10.01,1
1/1/2022 22:00,8.6,1,1.37,1,5.52,1,541,1,85.8,1,10.01,1
1/1/2022 22:15,8.6,1,1.34,1,5.4,1,543,1,85.8,1,10,1
1/1/2022 22:30,8.6,1,1.3,1,5.51,1,545,1,85.9,1,10,1
1/1/2022 22:45,8.6,1,1.26,1,5.29,1,547,1,85.9,1,10.01,1
1/1/2022 23:00,8.6,1,1.23,1,5.24,1,550,1,85.9,1,10.01,1
1/1/2022 23:15,8.6,1,1.2,1,5.22,1,554,1,86,1,10.01,1
1/1/2022 23:30,8.6,1,1.17,1,5.14,1,558,1,86,1,10.02,1
1/1/2022 23:45,8.6,1,1.14,1,4.91,1,563,1,86.1,1,10.02,1
1/2/2022 0:00,8.6,1,1.13,1,5,1,566,1,86.1,1,10.02,1
1/2/2022 0:15,8.6,1,1.12,1,4.99,1,571,1,86.2,1,10.04,1
1/2/2022 0:30,8.6,1,1.12,1,4.58,1,575,1,86.3,1,10.05,1
1/2/2022 0:45,8.6,1,1.13,1,4.2,1,578,1,86.3,1,10.05,1
1/2/2022 1:00,8.6,1,1.15,1,4.01,1,577,1,86.1,1,10.02,1
1/2/2022 1:15,8.6,1,1.18,1,4.27,1,578,1,86.3,1,10.04,1
1/2/2022 1:30,8.6,1,1.22,1,4.33,1,576,1,86.3,1,10.05,1
1/2/2022 1:45,8.6,1,1.26,1,4.61,1,572,1,86.1,1,10.04,1
1/2/2022 2:00,8.6,1,1.3,1,4.48,1,569,1,85.9,1,10.02,1
1/2/2022 2:15,8.6,1,1.33,1,4.69,1,565,1,85.9,1,10.01,1
1/2/2022 2:30,8.6,1,1.36,1,4.63,1,560,1,85.8,1,10,1
1/2/2022 2:45,8.5,1,1.4,1,5.51,1,552,1,85.7,1,10,1
1/2/2022 3:00,8.5,1,1.43,1,5.34,1,543,1,85.5,1,9.99,1
1/2/2022 3:15,8.5,1,1.47,1,5.36,1,539,1,85.3,1,9.97,1
1/2/2022 3:30,8.5,1,1.5,1,5.47,1,538,1,85.4,1,9.98,1
1/2/2022 3:45,8.4,1,1.54,1,5.62,1,536,1,85.3,1,9.98,1
1/2/2022 4:00,8.4,1,1.57,1,6.31,1,536,1,85.2,1,9.98,1
1/2/2022 4:15,8.4,1,1.6,1,5.98,1,536,1,85.1,1,9.97,1
1/2/2022 4:30,8.4,1,1.63,1,5.85,1,536,1,85,1,9.96,1
1/2/2022 4:45,8.3,1,1.66,1,5.67,1,536,1,85,1,9.96,1
1/2/2022 5:00,8.3,1,1.69,1,5.6,1,536,1,84.8,1,9.95,1
1/2/2022 5:15,8.3,1,1.71,1,5.51,1,537,1,84.8,1,9.95,1
1/2/2022 5:30,8.3,1,1.73,1,5.84,1,537,1,84.6,1,9.94,1
1/2/2022 5:45,8.3,1,1.74,1,5.48,1,537,1,84.6,1,9.94,1
1/2/2022 6:00,8.3,1,1.75,1,5.26,1,537,1,84.6,1,9.94,1
1/2/2022 6:15,8.3,1,1.74,1,5.54,1,537,1,84.5,1,9.93,1
1/2/2022 6:30,8.3,1,1.73,1,4.54,1,536,1,84.3,1,9.91,1
1/2/2022 6:45,8.3,1,1.71,1,4.77,1,537,1,84.3,1,9.91,1
1/2/2022 7:00,8.3,1,1.69,1,4.82,1,536,1,84.5,1,9.93,1
1/2/2022 7:15,8.3,1,1.67,1,5.06,1,526,1,84.5,1,9.92,1
1/2/2022 7:30,8.3,1,1.65,1,4.84,1,527,1,84.4,1,9.92,1
1/2/2022 7:45,8.3,1,1.62,1,5.35,1,526,1,84.5,1,9.93,1
1/2/2022 8:00,8.3,1,1.6,1,5.24,1,529,1,84.6,1,9.93,1
1/2/2022 8:15,8.2,1,1.58,1,5.17,1,531,1,84.6,1,9.95,1
1/2/2022 8:30,8.3,1,1.55,1,4.84,1,517,1,84.7,1,9.95,1
1/2/2022 8:45,8.3,1,1.53,1,5.07,1,513,1,84.6,1,9.92,1
1/2/2022 9:00,8.3,1,1.51,1,5.19,1,512,1,84.5,1,9.91,1
1/2/2022 9:15,8.3,1,1.49,1,4.91,1,514,1,84.4,1,9.9,1
1/2/2022 9:30,8.3,1,1.48,1,5.07,1,516,1,84.4,1,9.9,1
1/2/2022 9:45,8.3,1,1.46,1,4.76,1,518,1,84.4,1,9.9,1
1/2/2022 10:00,8.3,1,1.45,1,4.95,1,523,1,84.3,1,9.89,1
1/2/2022 10:15,8.4,1,1.45,1,4.51,1,525,1,84.3,1,9.88,1
1/2/2022 10:30,8.4,1,1.45,1,4.41,1,525,1,83.8,1,9.83,1
1/2/2022 10:45,8.4,1,1.47,1,5.11,1,526,1,84.3,1,9.88,1
1/2/2022 11:00,8.4,1,1.5,1,4.88,1,527,1,84.4,1,9.89,1
1/2/2022 11:15,8.4,1,1.53,1,4.89,1,524,1,84.6,1,9.9,1
1/2/2022 11:30,8.4,1,1.56,1,4.79,1,521,1,84.7,1,9.92,1
1/2/2022 11:45,8.4,1,1.59,1,4.92,1,521,1,84.6,1,9.91,1
1/2/2022 12:00,8.4,1,1.62,1,5.17,1,519,1,84.8,1,9.92,1
1/2/2022 12:15,8.4,1,1.66,1,5.01,1,519,1,84.8,1,9.92,1
1/2/2022 12:30,8.4,1,1.69,1,5.66,1,524,1,84.7,1,9.93,1
1/2/2022 12:45,8.4,1,1.73,1,5.99,1,526,1,84.6,1,9.91,1
1/2/2022 13:00,8.4,1,1.77,1,5.84,1,527,1,84.6,1,9.92,1
1/2/2022 13:15,8.4,1,1.81,1,5.78,1,531,1,84.6,1,9.91,1
1/2/2022 13:30,8.4,1,1.85,1,6.46,1,535,1,84.6,1,9.92,1
1/2/2022 13:45,8.4,1,1.89,1,6,1,540,1,84.6,1,9.92,1
1/2/2022 14:00,8.4,1,1.93,1,5.99,1,545,1,84.6,1,9.92,1
1/2/2022 14:15,8.4,1,1.97,1,5.95,1,546,1,84.7,1,9.92,1
1/2/2022 14:30,8.4,1,2,1,5.55,1,549,1,84.7,1,9.92,1
1/2/2022 14:45,8.4,1,2.04,1,5.58,1,553,1,84.8,1,9.93,1
1/2/2022 15:00,8.4,1,2.08,1,5.46,1,557,1,84.9,1,9.94,1
1/2/2022 15:15,8.4,1,2.11,1,5.65,1,561,1,84.9,1,9.94,1
1/2/2022 15:30,8.4,1,2.14,1,5.23,1,563,1,85,1,9.95,1
1/2/2022 15:45,8.4,1,2.16,1,5.67,1,563,1,85.1,1,9.95,1
1/2/2022 16:00,8.4,1,2.19,1,5.36,1,568,1,85.1,1,9.96,1
1/2/2022 16:15,8.4,1,2.19,1,5.47,1,576,1,85.2,1,9.97,1
1/2/2022 16:30,8.4,1,2.19,1,5.29,1,578,1,85.2,1,9.97,1
1/2/2022 16:45,8.4,1,2.18,1,4.76,1,578,1,84.9,1,9.94,1
1/2/2022 17:00,8.4,1,2.16,1,5.29,1,577,1,85.2,1,9.97,1
1/2/2022 17:15,8.4,1,2.13,1,5.46,1,578,1,85.3,1,9.98,1
1/2/2022 17:30,8.4,1,2.1,1,5.42,1,574,1,85.1,1,9.96,1
1/2/2022 17:45,8.4,1,2.06,1,7.67,1,493,1,84.2,1,9.86,1
1/2/2022 18:00,8.4,1,2.03,1,6.58,1,528,1,84.6,1,9.9,1
1/2/2022 18:15,8.5,1,2,1,6.84,1,500,1,84.6,1,9.89,1
1/2/2022 18:30,8.5,1,1.96,1,7.72,1,464,1,84.3,1,9.85,1
1/2/2022 18:45,8.5,1,1.93,1,7.74,1,494,1,84.3,1,9.86,1
1/2/2022 19:00,8.4,1,1.9,1,7.08,1,502,1,84.3,1,9.86,1
1/2/2022 19:15,8.4,1,1.86,1,7,1,501,1,84.1,1,9.84,1
1/2/2022 19:30,8.4,1,1.82,1,7.11,1,502,1,84.2,1,9.85,1
1/2/2022 19:45,8.4,1,1.79,1,6.89,1,506,1,84.2,1,9.86,1
1/2/2022 20:00,8.4,1,1.75,1,6.62,1,509,1,84.2,1,9.86,1
1/2/2022 20:15,8.4,1,1.71,1,6.5,1,509,1,84.3,1,9.86,1
1/2/2022 20:30,8.4,1,1.67,1,6.32,1,510,1,84.3,1,9.87,1
1/2/2022 20:45,8.4,1,1.63,1,6.36,1,512,1,84.2,1,9.86,1
1/2/2022 21:00,8.4,1,1.59,1,6.34,1,515,1,84.3,1,9.87,1
1/2/2022 21:15,8.4,1,1.55,1,5.92,1,518,1,84.3,1,9.86,1
1/2/2022 21:30,8.4,1,1.51,1,6.12,1,520,1,84.3,1,9.87,1
1/2/2022 21:45,8.4,1,1.47,1,6.07,1,522,1,84.4,1,9.88,1
1/2/2022 22:00,8.4,1,1.43,1,5.64,1,523,1,84.4,1,9.88,1
1/2/2022 22:15,8.4,1,1.39,1,5.59,1,524,1,84.4,1,9.88,1
1/2/2022 22:30,8.4,1,1.36,1,5.46,1,526,1,84.5,1,9.88,1
1/2/2022 22:45,8.4,1,1.32,1,5.32,1,528,1,84.5,1,9.89,1
1/2/2022 23:00,8.4,1,1.29,1,5.26,1,530,1,84.6,1,9.9,1
1/2/2022 23:15,8.4,1,1.25,1,5.35,1,532,1,84.7,1,9.9,1
1/2/2022 23:30,8.4,1,1.21,1,5.24,1,535,1,84.7,1,9.9,1
1/2/2022 23:45,8.5,1,1.18,1,5.32,1,540,1,84.7,1,9.91,1
1/3/2022 0:00,8.5,1,1.15,1,5.17,1,545,1,84.8,1,9.91,1
1/3/2022 0:15,8.5,1,1.12,1,5.07,1,548,1,84.8,1,9.92,1
1/3/2022 0:30,8.5,1,1.1,1,4.95,1,554,1,84.9,1,9.93,1
1/3/2022 0:45,8.5,1,1.09,1,4.93,1,559,1,85.2,1,9.96,1
1/3/2022 1:00,8.5,1,1.08,1,4.71,1,562,1,85.2,1,9.96,1
1/3/2022 1:15,8.5,1,1.08,1,4.86,1,565,1,85.4,1,9.98,1
1/3/2022 1:30,8.5,1,1.09,1,3.95,1,567,1,85.3,1,9.97,1
1/3/2022 1:45,8.5,1,1.12,1,3.64,1,568,1,84.9,1,9.93,1
1/3/2022 2:00,8.4,1,1.15,1,4.52,1,567,1,85.3,1,9.98,1
1/3/2022 2:15,8.4,1,1.19,1,4.34,1,565,1,85.3,1,9.98,1
1/3/2022 2:30,8.4,1,1.22,1,4.37,1,560,1,85.1,1,9.96,1
1/3/2022 2:45,8.4,1,1.26,1,4.36,1,557,1,85,1,9.95,1
1/3/2022 3:00,8.4,1,1.29,1,4.73,1,552,1,84.8,1,9.93,1
1/3/2022 3:15,8.4,1,1.32,1,4.82,1,547,1,84.7,1,9.91,1
1/3/2022 3:30,8.4,1,1.36,1,5.05,1,539,1,84.4,1,9.89,1
1/3/2022 3:45,8.4,1,1.4,1,5.58,1,532,1,84.2,1,9.87,1
1/3/2022 4:00,8.4,1,1.43,1,5.52,1,529,1,84.1,1,9.85,1
1/3/2022 4:15,8.4,1,1.47,1,5.63,1,528,1,84,1,9.85,1
1/3/2022 4:30,8.3,1,1.5,1,5.56,1,526,1,83.9,1,9.84,1
1/3/2022 4:45,8.3,1,1.54,1,5.68,1,525,1,83.8,1,9.84,1
1/3/2022 5:00,8.3,1,1.58,1,5.76,1,524,1,83.7,1,9.83,1
1/3/2022 5:15,8.3,1,1.61,1,5.7,1,524,1,83.6,1,9.82,1
1/3/2022 5:30,8.2,1,1.64,1,5.97,1,525,1,83.4,1,9.81,1
1/3/2022 5:45,8.2,1,1.67,1,5.8,1,526,1,83.3,1,9.8,1
1/3/2022 6:00,8.2,1,1.69,1,5.87,1,526,1,83.3,1,9.8,1
1/3/2022 6:15,8.2,1,1.71,1,5.72,1,528,1,83.1,1,9.78,1
1/3/2022 6:30,8.2,1,1.73,1,5.44,1,531,1,83.1,1,9.79,1
1/3/2022 6:45,8.2,1,1.74,1,5.73,1,533,1,83.1,1,9.79,1
1/3/2022 7:00,8.2,1,1.74,1,5.41,1,532,1,83,1,9.78,1
1/3/2022 7:15,8.1,1,1.74,1,5.57,1,534,1,82.9,1,9.77,1
1/3/2022 7:30,8.1,1,1.73,1,5.35,1,535,1,82.9,1,9.77,1
1/3/2022 7:45,8.1,1,1.71,1,5.03,1,538,1,82.7,1,9.75,1
1/3/2022 8:00,8.1,1,1.69,1,5.08,1,537,1,82.8,1,9.76,1
1/3/2022 8:15,8.3,1,1.67,1,8.83,1,427,1,81.6,1,9.59,1
1/3/2022 8:30,8.2,1,1.65,1,6.79,1,488,1,82.6,1,9.73,1
1/3/2022 8:45,8.2,1,1.63,1,5.65,1,523,1,83.2,1,9.8,1
1/3/2022 9:00,8.2,1,1.6,1,5.46,1,523,1,83.3,1,9.81,1
1/3/2022 9:15,8.2,1,1.58,1,6.29,1,494,1,83.3,1,9.8,1
1/3/2022 9:30,8.2,1,1.56,1,5.77,1,517,1,83.4,1,9.81,1
1/3/2022 9:45,8.2,1,1.52,1,5.65,1,515,1,83.6,1,9.83,1
1/3/2022 10:00,8.2,1,1.5,1,5.69,1,511,1,83.6,1,9.82,1
1/3/2022 10:15,8.3,1,1.48,1,5.28,1,498,1,83.7,1,9.83,1
1/3/2022 10:30,8.3,1,1.46,1,5.38,1,494,1,83.8,1,9.83,1
1/3/2022 10:45,8.3,1,1.44,1,5.11,1,495,1,83.6,1,9.81,1
1/3/2022 11:00,8.3,1,1.44,1,5.33,1,501,1,83.5,1,9.81,1
1/3/2022 11:15,8.3,1,1.44,1,5.1,1,505,1,83.5,1,9.8,1
1/3/2022 11:30,8.4,1,1.46,1,5.21,1,504,1,83.6,1,9.8,1
1/3/2022 11:45,8.3,1,1.49,1,5.13,1,501,1,83.8,1,9.83,1
1/3/2022 12:00,8.3,1,1.52,1,5.26,1,499,1,83.8,1,9.83,1
1/3/2022 12:15,8.4,1,1.55,1,4.99,1,497,1,84,1,9.84,1
1/3/2022 12:30,8.4,1,1.59,1,5.09,1,499,1,83.9,1,9.84,1
1/3/2022 12:45,8.3,1,1.62,1,5.47,1,506,1,83.7,1,9.82,1
1/3/2022 13:00,8.3,1,1.66,1,5.98,1,505,1,83.5,1,9.8,1
1/3/2022 13:15,8.3,1,1.7,1,6.13,1,516,1,83.4,1,9.79,1
1/3/2022 13:30,8.3,1,1.74,1,6.16,1,523,1,83.3,1,9.78,1
1/3/2022 13:45,8.3,1,1.78,1,5.9,1,525,1,83.4,1,9.79,1
1/3/2022 14:00,8.3,1,1.82,1,5.95,1,532,1,83.5,1,9.8,1
1/3/2022 14:15,8.3,1,1.86,1,5.97,1,541,1,83.4,1,9.79,1
1/3/2022 14:30,8.3,1,1.9,1,5.93,1,547,1,83.6,1,9.81,1
1/3/2022 14:45,8.3,1,1.94,1,6.24,1,548,1,83.6,1,9.81,1
1/3/2022 15:00,8.3,1,1.98,1,6.03,1,547,1,83.7,1,9.82,1
1/3/2022 15:15,8.3,1,2.02,1,5.88,1,547,1,83.7,1,9.82,1
1/3/2022 15:30,8.3,1,2.06,1,5.68,1,553,1,84,1,9.85,1
1/3/2022 15:45,8.4,1,2.1,1,5.73,1,548,1,84.2,1,9.87,1
1/3/2022 16:00,8.4,1,2.13,1,5.55,1,552,1,84.2,1,9.87,1
1/3/2022 16:15,8.4,1,2.16,1,5.72,1,557,1,84.4,1,9.9,1
1/3/2022 16:30,8.4,1,2.19,1,5.58,1,560,1,84.6,1,9.91,1
1/3/2022 16:45,8.4,1,2.21,1,5.55,1,561,1,84.6,1,9.91,1
1/3/2022 17:00,8.4,1,2.22,1,5.66,1,565,1,84.8,1,9.94,1
1/3/2022 17:15,8.4,1,2.23,1,5.86,1,563,1,84.8,1,9.93,1
1/3/2022 17:30,8.4,1,2.23,1,5.36,1,564,1,84.7,1,9.93,1
1/3/2022 17:45,8.4,1,2.22,1,5.27,1,568,1,84.4,1,9.89,1
1/3/2022 18:00,8.4,1,2.2,1,6.14,1,559,1,84.9,1,9.95,1
1/3/2022 18:15,8.4,1,2.17,1,6.73,1,548,1,84.8,1,9.94,1
1/3/2022 18:30,8.4,1,2.14,1,6.4,1,554,1,84.8,1,9.94,1
1/3/2022 18:45,8.4,1,2.11,1,8.02,1,502,1,84.5,1,9.9,1
1/3/2022 19:00,8.4,1,2.08,1,6.96,1,530,1,84.6,1,9.91,1
1/3/2022 19:15,8.4,1,2.05,1,7.04,1,517,1,84.4,1,9.89,1
1/3/2022 19:30,8.4,1,2.01,1,8.26,1,458,1,84.2,1,9.85,1
1/3/2022 19:45,8.4,1,1.98,1,8.41,1,470,1,84.2,1,9.85,1
1/3/2022 20:00,8.4,1,1.94,1,7.37,1,495,1,84,1,9.84,1
1/3/2022 20:15,8.4,1,1.91,1,7.65,1,492,1,84,1,9.83,1
1/3/2022 20:30,8.4,1,1.88,1,7.15,1,487,1,84,1,9.84,1
1/3/2022 20:45,8.4,1,1.84,1,6.99,1,489,1,84,1,9.84,1
1/3/2022 21:00,8.4,1,1.8,1,7.24,1,492,1,84,1,9.83,1
1/3/2022 21:15,8.4,1,1.76,1,6.94,1,493,1,83.9,1,9.83,1
1/3/2022 21:30,8.4,1,1.72,1,6.72,1,492,1,83.9,1,9.82,1
1/3/2022 21:45,8.4,1,1.69,1,6.73,1,493,1,84,1,9.83,1
1/3/2022 22:00,8.4,1,1.65,1,6.51,1,494,1,83.9,1,9.82,1
1/3/2022 22:15,8.4,1,1.61,1,6.44,1,497,1,83.9,1,9.82,1
1/3/2022 22:30,8.4,1,1.57,1,6.07,1,499,1,83.9,1,9.82,1
1/3/2022 22:45,8.4,1,1.53,1,6.22,1,502,1,83.9,1,9.82,1
1/3/2022 23:00,8.4,1,1.5,1,6.11,1,502,1,83.9,1,9.82,1
1/3/2022 23:15,8.4,1,1.46,1,5.96,1,504,1,83.9,1,9.82,1
1/3/2022 23:30,8.4,1,1.42,1,5.85,1,505,1,83.9,1,9.82,1
1/3/2022 23:45,8.4,1,1.38,1,5.59,1,507,1,84,1,9.83,1
1/4/2022 0:00,8.4,1,1.34,1,5.54,1,508,1,84.1,1,9.84,1
1/4/2022 0:15,8.4,1,1.31,1,5.63,1,509,1,84.1,1,9.84,1
1/4/2022 0:30,8.4,1,1.27,1,5.23,1,510,1,84.2,1,9.84,1
1/4/2022 0:45,8.5,1,1.24,1,5.17,1,512,1,84.2,1,9.84,1
1/4/2022 1:00,8.5,1,1.21,1,5.14,1,513,1,84.3,1,9.86,1
1/4/2022 1:15,8.5,1,1.18,1,5.18,1,515,1,84.3,1,9.86,1
1/4/2022 1:30,8.5,1,1.15,1,4.89,1,516,1,84.4,1,9.86,1
1/4/2022 1:45,8.5,1,1.13,1,4.9,1,518,1,84.5,1,9.88,1
1/4/2022 2:00,8.5,1,1.13,1,4.78,1,520,1,84.5,1,9.88,1
1/4/2022 2:15,8.5,1,1.14,1,4.29,1,520,1,84.4,1,9.86,1
1/4/2022 2:30,8.5,1,1.16,1,4.38,1,521,1,83.2,1,9.72,1
1/4/2022 2:45,8.5,1,1.2,1,4.82,1,520,1,84.4,1,9.86,1
1/4/2022 3:00,8.5,1,1.24,1,4.65,1,518,1,84.5,1,9.88,1
1/4/2022 3:15,8.5,1,1.28,1,4.58,1,516,1,84.3,1,9.86,1
1/4/2022 3:30,8.5,1,1.31,1,4.8,1,514,1,84.1,1,9.83,1
1/4/2022 3:45,8.5,1,1.35,1,4.93,1,511,1,84,1,9.82,1
1/4/2022 4:00,8.4,1,1.38,1,5.03,1,508,1,83.9,1,9.82,1
1/4/2022 4:15,8.4,1,1.42,1,5.39,1,507,1,83.9,1,9.82,1
1/4/2022 4:30,8.4,1,1.46,1,5.61,1,505,1,83.7,1,9.79,1
1/4/2022 4:45,8.4,1,1.49,1,5.9,1,503,1,83.7,1,9.79,1
1/4/2022 5:00,8.4,1,1.53,1,5.88,1,503,1,83.5,1,9.78,1
