Time,B9545800,,B9545800,,B9545800,,B9545800,,B9545800,
10/1/2022 16:45,22.3,1,,,2,1,391,1,2.43,1
10/1/2022 17:00,22.2,1,,,1.89,1,394,1,2.45,1
10/1/2022 17:15,22.1,1,,,1.76,1,393,1,2.47,1
10/1/2022 17:30,22,1,,,1.77,1,390,1,2.53,1
10/1/2022 17:45,22,1,,,1.74,1,392,1,2.6,1
10/1/2022 18:00,22,1,,,1.88,1,390,1,2.66,1
10/1/2022 18:15,21.9,1,,,1.74,1,394,1,2.57,1
10/1/2022 18:30,21.9,1,,,1.95,1,391,1,2.74,1
10/1/2022 18:45,21.9,1,,,1.99,1,392,1,2.76,1
10/1/2022 19:00,21.9,1,,,1.96,1,392,1,2.62,1
10/1/2022 19:15,21.8,1,,,1.96,1,393,1,2.68,1
10/1/2022 19:30,21.8,1,,,1.79,1,395,1,2.88,1
10/1/2022 19:45,21.8,1,,,1.86,1,400,1,2.47,1
10/1/2022 20:00,21.8,1,,,1.93,1,396,1,2.73,1
10/1/2022 20:15,21.8,1,,,1.81,1,395,1,2.43,1
10/1/2022 20:30,21.8,1,,,1.98,1,394,1,2.31,1
10/1/2022 20:45,21.7,1,,,1.84,1,396,1,2.49,1
10/1/2022 21:00,21.7,1,,,2.1,1,396,1,2.66,1
10/1/2022 21:15,21.7,1,,,1.89,1,396,1,2.54,1
10/1/2022 21:30,21.7,1,,,1.74,1,399,1,2.6,1
10/1/2022 21:45,21.7,1,,,1.74,1,397,1,3.18,1
10/1/2022 22:00,21.7,1,,,1.83,1,399,1,2.95,1
10/1/2022 22:15,21.7,1,,,1.94,1,398,1,2.8,1
10/1/2022 22:30,21.7,1,,,1.84,1,396,1,2.63,1
10/1/2022 22:45,21.7,1,,,1.85,1,395,1,2.39,1
10/1/2022 23:00,21.8,1,,,1.93,1,396,1,3.19,1
10/1/2022 23:15,21.7,1,,,1.91,1,394,1,3.18,1
10/1/2022 23:30,21.7,1,,,2.61,1,394,1,2.56,1
10/1/2022 23:45,21.8,1,,,2.18,1,393,1,2.57,1
10/2/2022 0:00,21.7,1,,,2.73,1,394,1,2.61,1
10/2/2022 0:15,21.7,1,,,2.46,1,394,1,2.73,1
10/2/2022 0:30,21.7,1,,,2.2,1,394,1,2.56,1
10/2/2022 0:45,21.7,1,,,2.07,1,395,1,3.04,1
10/2/2022 1:00,21.7,1,,,2.03,1,394,1,2.5,1
10/2/2022 1:15,21.7,1,,,1.95,1,394,1,2.75,1
10/2/2022 1:30,21.7,1,,,1.95,1,394,1,2.63,1
10/2/2022 1:45,21.7,1,,,2.07,1,393,1,2.73,1
10/2/2022 2:00,21.7,1,,,1.97,1,395,1,2.48,1
10/2/2022 2:15,21.7,1,,,1.94,1,389,1,2.58,1
10/2/2022 2:30,21.7,1,,,1.87,1,392,1,2.69,1
10/2/2022 2:45,21.7,1,,,1.71,1,392,1,2.68,1
10/2/2022 3:00,21.7,1,,,1.76,1,391,1,2.51,1
10/2/2022 3:15,21.7,1,,,2.26,1,390,1,2.7,1
10/2/2022 3:30,21.7,1,,,2.21,1,390,1,2.5,1
10/2/2022 3:45,21.7,1,,,1.64,1,392,1,2.63,1
10/2/2022 4:00,21.7,1,,,1.91,1,391,1,2.42,1
10/2/2022 4:15,21.7,1,,,2.03,1,393,1,2.7,1
10/2/2022 4:30,21.7,1,,,2.03,1,395,1,2.48,1
10/2/2022 4:45,21.7,1,,,2.33,1,395,1,2.62,1
10/2/2022 5:00,21.7,1,,,2.11,1,396,1,3.21,1
10/2/2022 5:15,21.7,1,,,1.91,1,397,1,2.84,1
10/2/2022 5:30,21.7,1,,,1.92,1,399,1,2.63,1
10/2/2022 5:45,21.7,1,,,2.09,1,397,1,2.64,1
10/2/2022 6:00,21.6,1,,,2.76,1,393,1,2.81,1
10/2/2022 6:15,21.6,1,,,1.67,1,394,1,2.47,1
10/2/2022 6:30,21.6,1,,,1.47,1,399,1,2.29,1
10/2/2022 6:45,21.6,1,,,1.48,1,399,1,2.42,1
10/2/2022 7:00,21.6,1,,,1.35,1,394,1,2.27,1
10/2/2022 7:15,21.6,1,,,1.29,1,397,1,2.23,1
10/2/2022 7:30,21.6,1,,,1.41,1,397,1,2.31,1
10/2/2022 7:45,21.6,1,,,1.39,1,397,1,2.28,1
10/2/2022 8:00,21.6,1,,,1.48,1,396,1,2.24,1
10/2/2022 8:15,21.6,1,,,1.45,1,397,1,2.32,1
10/2/2022 8:30,21.6,1,,,1.48,1,395,1,2.4,1
10/2/2022 8:45,21.6,1,,,1.59,1,395,1,2.23,1
10/2/2022 9:00,21.6,1,,,1.63,1,396,1,2.24,1
10/2/2022 9:15,21.6,1,,,1.69,1,397,1,2.17,1
10/2/2022 9:30,21.6,1,,,4.1,1,400,1,2.41,1
10/2/2022 9:45,21.6,1,,,3.88,1,397,1,2.22,1
10/2/2022 10:00,21.6,1,,,2.81,1,400,1,2.25,1
10/2/2022 10:15,21.6,1,,,2.06,1,396,1,2.12,1
10/2/2022 10:30,21.6,1,,,2.2,1,399,1,2.17,1
10/2/2022 10:45,21.6,1,,,2.07,1,400,1,1.98,1
10/2/2022 11:00,21.6,1,,,1.98,1,400,1,2.17,1
10/2/2022 11:15,21.6,1,,,2.11,1,399,1,2.29,1
10/2/2022 11:30,21.6,1,,,2.12,1,398,1,2.24,1
10/2/2022 11:45,21.7,1,,,2.16,1,400,1,2.26,1
10/2/2022 12:00,21.7,1,,,1.96,1,398,1,2.17,1
10/2/2022 12:15,21.7,1,,,2.26,1,398,1,2.16,1
10/2/2022 12:30,21.7,1,,,2.01,1,395,1,2.18,1
10/2/2022 12:45,21.7,1,,,1.56,1,397,1,1.91,1
10/2/2022 13:00,21.8,1,,,1.73,1,400,1,2.07,1
10/2/2022 13:15,21.7,1,,,1.9,1,397,1,2.07,1
10/2/2022 13:30,21.7,1,,,1.92,1,398,1,2.1,1
10/2/2022 13:45,21.7,1,,,1.95,1,397,1,2.23,1
10/2/2022 14:00,21.8,1,,,2.04,1,397,1,2.12,1
10/2/2022 14:15,21.8,1,2.27,1,1.93,1,399,1,2.43,1
10/2/2022 14:30,21.8,1,2.25,1,1.84,1,400,1,2.4,1
10/2/2022 14:45,21.9,1,2.23,1,1.71,1,399,1,2.41,1
10/2/2022 15:00,21.9,1,2.22,1,1.55,1,399,1,2.82,1
10/2/2022 15:15,21.9,1,2.2,1,1.64,1,399,1,2.86,1
10/2/2022 15:30,22,1,2.19,1,1.76,1,399,1,2.55,1
10/2/2022 15:45,22,1,2.2,1,1.58,1,396,1,2.62,1
10/2/2022 16:00,21.9,1,2.21,1,1.71,1,400,1,2.72,1
10/2/2022 16:15,22,1,2.21,1,1.78,1,399,1,2.78,1
10/2/2022 16:30,22,1,2.22,1,2.83,1,399,1,2.84,1
10/2/2022 16:45,21.9,1,2.25,1,1.68,1,398,1,2.99,1
10/2/2022 17:00,21.9,1,2.28,1,1.59,1,400,1,2.7,1
10/2/2022 17:15,21.9,1,2.31,1,1.53,1,400,1,2.83,1
10/2/2022 17:30,21.8,1,2.34,1,1.51,1,398,1,2.8,1
10/2/2022 17:45,21.9,1,2.37,1,1.66,1,398,1,2.55,1
10/2/2022 18:00,21.8,1,2.39,1,1.62,1,400,1,2.77,1
10/2/2022 18:15,21.8,1,2.43,1,1.65,1,400,1,2.71,1
10/2/2022 18:30,21.8,1,2.46,1,1.76,1,399,1,2.74,1
10/2/2022 18:45,21.7,1,2.49,1,1.85,1,399,1,2.7,1
10/2/2022 19:00,21.6,1,2.52,1,1.76,1,398,1,2.69,1
10/2/2022 19:15,21.6,1,2.55,1,1.75,1,401,1,2.56,1
10/2/2022 19:30,21.6,1,2.58,1,1.77,1,403,1,2.37,1
10/2/2022 19:45,21.6,1,2.61,1,1.74,1,404,1,2.53,1
10/2/2022 20:00,21.5,1,2.64,1,1.87,1,404,1,2.76,1
10/2/2022 20:15,21.5,1,2.67,1,1.93,1,402,1,2.48,1
10/2/2022 20:30,21.5,1,2.7,1,1.9,1,408,1,2.42,1
10/2/2022 20:45,21.4,1,2.72,1,1.95,1,407,1,2.61,1
10/2/2022 21:00,21.4,1,2.73,1,1.98,1,413,1,2.35,1
10/2/2022 21:15,21.4,1,2.75,1,1.85,1,413,1,2.2,1
10/2/2022 21:30,21.4,1,2.77,1,1.86,1,415,1,2.67,1
10/2/2022 21:45,21.4,1,2.78,1,1.89,1,418,1,2.42,1
10/2/2022 22:00,21.4,1,2.77,1,1.79,1,418,1,2.35,1
10/2/2022 22:15,21.4,1,2.77,1,1.88,1,421,1,2.29,1
10/2/2022 22:30,21.4,1,2.75,1,1.76,1,419,1,2.43,1
10/2/2022 22:45,21.3,1,2.73,1,1.98,1,419,1,2.35,1
10/2/2022 23:00,21.4,1,2.69,1,1.85,1,418,1,2.68,1
10/2/2022 23:15,21.3,1,2.66,1,1.75,1,413,1,2.34,1
10/2/2022 23:30,21.3,1,2.61,1,2.13,1,416,1,2.88,1
10/2/2022 23:45,21.3,1,2.57,1,1.8,1,410,1,2.57,1
10/3/2022 0:00,21.4,1,2.54,1,1.85,1,406,1,2.76,1
10/3/2022 0:15,21.4,1,2.49,1,1.87,1,405,1,2.61,1
10/3/2022 0:30,21.4,1,2.46,1,1.99,1,404,1,3.09,1
10/3/2022 0:45,21.4,1,2.43,1,2.06,1,404,1,2.96,1
10/3/2022 1:00,21.4,1,2.39,1,2.05,1,402,1,2.66,1
10/3/2022 1:15,21.4,1,2.36,1,2.08,1,399,1,3.24,1
10/3/2022 1:30,21.4,1,2.32,1,2.22,1,399,1,2.77,1
10/3/2022 1:45,21.4,1,2.28,1,2.07,1,399,1,2.59,1
10/3/2022 2:00,21.4,1,2.25,1,2.14,1,399,1,2.7,1
10/3/2022 2:15,21.4,1,2.21,1,2.12,1,399,1,2.61,1
10/3/2022 2:30,21.4,1,2.17,1,2.1,1,397,1,2.51,1
10/3/2022 2:45,21.4,1,2.14,1,1.89,1,402,1,3.01,1
10/3/2022 3:00,21.4,1,2.1,1,1.94,1,400,1,2.52,1
10/3/2022 3:15,21.4,1,2.06,1,1.82,1,401,1,2.59,1
10/3/2022 3:30,21.4,1,2.02,1,1.93,1,401,1,2.48,1
10/3/2022 3:45,21.4,1,1.98,1,1.74,1,398,1,2.43,1
10/3/2022 4:00,21.4,1,1.95,1,1.71,1,398,1,2.48,1
10/3/2022 4:15,21.4,1,1.91,1,1.9,1,400,1,2.85,1
10/3/2022 4:30,21.4,1,1.88,1,1.81,1,398,1,2.43,1
10/3/2022 4:45,21.4,1,1.84,1,1.8,1,400,1,2.69,1
10/3/2022 5:00,21.3,1,1.81,1,1.67,1,400,1,2.62,1
10/3/2022 5:15,21.3,1,1.78,1,1.67,1,400,1,4.05,1
10/3/2022 5:30,21.3,1,1.75,1,1.7,1,400,1,3.43,1
10/3/2022 5:45,21.3,1,1.72,1,1.63,1,400,1,2.62,1
10/3/2022 6:00,21.3,1,1.7,1,1.64,1,401,1,2.47,1
10/3/2022 6:15,21.3,1,1.67,1,1.73,1,401,1,2.5,1
10/3/2022 6:30,21.3,1,1.66,1,1.62,1,402,1,2.73,1
10/3/2022 6:45,21.3,1,1.65,1,1.54,1,403,1,2.97,1
10/3/2022 7:00,21.3,1,1.66,1,1.57,1,404,1,2.46,1
10/3/2022 7:15,21.3,1,1.67,1,1.51,1,405,1,2.65,1
10/3/2022 7:30,21.3,1,1.68,1,1.42,1,405,1,2.89,1
10/3/2022 7:45,21.3,1,1.72,1,1.48,1,403,1,2.34,1
10/3/2022 8:00,21.3,1,1.76,1,1.41,1,403,1,2.86,1
10/3/2022 8:15,21.3,1,1.8,1,1.34,1,401,1,2.37,1
10/3/2022 8:30,21.3,1,1.84,1,1.37,1,401,1,2.37,1
10/3/2022 8:45,21.3,1,1.89,1,1.7,1,402,1,2.47,1
10/3/2022 9:00,21.3,1,1.92,1,1.48,1,403,1,2.38,1
10/3/2022 9:15,21.3,1,1.95,1,1.65,1,403,1,2.31,1
10/3/2022 9:30,21.3,1,1.98,1,1.52,1,403,1,2.39,1
10/3/2022 9:45,21.4,1,2.02,1,1.44,1,401,1,2.42,1
10/3/2022 10:00,21.4,1,2.05,1,1.62,1,401,1,2.31,1
10/3/2022 10:15,21.4,1,2.09,1,1.73,1,401,1,2.33,1
10/3/2022 10:30,21.4,1,2.12,1,2.06,1,401,1,2.37,1
10/3/2022 10:45,21.4,1,2.15,1,2.27,1,401,1,2.45,1
10/3/2022 11:00,21.4,1,2.18,1,2.19,1,402,1,2.39,1
10/3/2022 11:15,21.4,1,2.22,1,2.26,1,403,1,2.3,1
10/3/2022 11:30,21.4,1,2.25,1,2.13,1,403,1,2.2,1
10/3/2022 11:45,21.4,1,2.26,1,2.34,1,404,1,2.4,1
10/3/2022 12:00,21.4,1,2.29,1,1.83,1,401,1,2.18,1
10/3/2022 12:15,21.4,1,2.31,1,2.09,1,400,1,2.14,1
10/3/2022 12:30,21.4,1,2.33,1,1.77,1,402,1,2.35,1
10/3/2022 12:45,21.4,1,2.34,1,1.86,1,402,1,2.32,1
10/3/2022 13:00,21.4,1,2.35,1,1.88,1,400,1,2.36,1
10/3/2022 13:15,21.4,1,2.36,1,1.75,1,401,1,2.18,1
10/3/2022 13:30,21.5,1,2.37,1,1.84,1,405,1,2.43,1
10/3/2022 13:45,21.5,1,2.37,1,1.52,1,401,1,2.36,1
10/3/2022 14:00,21.6,1,2.36,1,1.55,1,405,1,2.22,1
10/3/2022 14:15,21.6,1,2.36,1,1.66,1,405,1,2.39,1
10/3/2022 14:30,21.5,1,2.34,1,1.86,1,406,1,2.81,1
10/3/2022 14:45,21.5,1,2.32,1,1.92,1,404,1,2.21,1
10/3/2022 15:00,21.6,1,2.3,1,1.8,1,410,1,2.47,1
10/3/2022 15:15,21.6,1,2.29,1,1.82,1,410,1,2.53,1
10/3/2022 15:30,21.6,1,2.27,1,1.77,1,410,1,2.46,1
10/3/2022 15:45,21.6,1,2.24,1,1.53,1,403,1,2.38,1
10/3/2022 16:00,21.6,1,2.22,1,1.6,1,408,1,2.62,1
10/3/2022 16:15,21.7,1,2.2,1,1.39,1,405,1,3.11,1
10/3/2022 16:30,21.7,1,2.19,1,1.4,1,405,1,3.48,1
10/3/2022 16:45,21.7,1,2.17,1,1.44,1,405,1,2.93,1
10/3/2022 17:00,21.8,1,2.17,1,1.54,1,404,1,2.76,1
10/3/2022 17:15,21.8,1,2.16,1,1.41,1,402,1,3.14,1
10/3/2022 17:30,21.8,1,2.17,1,1.58,1,403,1,3.24,1
10/3/2022 17:45,21.8,1,2.18,1,1.47,1,403,1,3.58,1
10/3/2022 18:00,21.8,1,2.19,1,1.5,1,402,1,4.09,1
10/3/2022 18:15,21.8,1,2.22,1,1.56,1,401,1,3.55,1
10/3/2022 18:30,21.7,1,2.24,1,1.41,1,399,1,3.51,1
10/3/2022 18:45,21.7,1,2.27,1,1.37,1,400,1,3.1,1
10/3/2022 19:00,21.7,1,2.31,1,1.27,1,400,1,2.93,1
10/3/2022 19:15,21.6,1,2.33,1,1.43,1,401,1,2.79,1
10/3/2022 19:30,21.5,1,2.36,1,1.65,1,407,1,2.67,1
10/3/2022 19:45,21.5,1,2.39,1,1.51,1,408,1,2.67,1
10/3/2022 20:00,21.5,1,2.42,1,1.61,1,409,1,2.53,1
10/3/2022 20:15,21.5,1,2.46,1,1.72,1,407,1,2.72,1
10/3/2022 20:30,21.5,1,2.49,1,1.67,1,407,1,2.66,1
10/3/2022 20:45,21.4,1,2.52,1,1.75,1,410,1,2.5,1
10/3/2022 21:00,21.3,1,2.55,1,1.87,1,413,1,2.63,1
10/3/2022 21:15,21.3,1,2.58,1,1.87,1,414,1,2.56,1
10/3/2022 21:30,21.3,1,2.6,1,1.95,1,419,1,2.52,1
10/3/2022 21:45,21.2,1,2.63,1,1.89,1,423,1,2.33,1
10/3/2022 22:00,21.2,1,2.64,1,1.93,1,425,1,2.37,1
10/3/2022 22:15,21.2,1,2.67,1,2.03,1,427,1,2.32,1
10/3/2022 22:30,21.1,1,2.68,1,1.89,1,430,1,2.6,1
10/3/2022 22:45,21.1,1,2.7,1,2.09,1,432,1,2.34,1
10/3/2022 23:00,21.1,1,2.7,1,1.88,1,428,1,2.46,1
10/3/2022 23:15,21.1,1,2.71,1,1.95,1,429,1,2.34,1
10/3/2022 23:30,21.1,1,2.7,1,1.78,1,431,1,2.37,1
10/3/2022 23:45,21.1,1,2.69,1,1.86,1,430,1,2.38,1
10/4/2022 0:00,21.1,1,2.67,1,1.69,1,428,1,2.31,1
10/4/2022 0:15,21.1,1,2.64,1,1.97,1,432,1,3,1
10/4/2022 0:30,21.1,1,2.59,1,1.87,1,428,1,2.23,1
10/4/2022 0:45,21.1,1,2.56,1,2.19,1,434,1,2.63,1
10/4/2022 1:00,21.1,1,2.52,1,2.01,1,427,1,2.46,1
10/4/2022 1:15,21.2,1,2.49,1,2.16,1,422,1,2.53,1
10/4/2022 1:30,21.2,1,2.44,1,2.45,1,420,1,2.39,1
10/4/2022 1:45,21.2,1,2.4,1,2.77,1,418,1,2.43,1
10/4/2022 2:00,21.2,1,2.36,1,2.99,1,413,1,2.65,1
10/4/2022 2:15,21.2,1,2.33,1,2.86,1,412,1,2.4,1
10/4/2022 2:30,21.2,1,2.3,1,2.68,1,412,1,2.74,1
10/4/2022 2:45,21.2,1,2.26,1,2.29,1,413,1,2.51,1
10/4/2022 3:00,21.2,1,2.22,1,2.42,1,411,1,2.63,1
10/4/2022 3:15,21.3,1,2.18,1,2.07,1,410,1,2.44,1
10/4/2022 3:30,21.3,1,2.15,1,2.31,1,409,1,2.38,1
10/4/2022 3:45,21.3,1,2.11,1,2.17,1,408,1,2.51,1
10/4/2022 4:00,21.3,1,2.07,1,1.94,1,408,1,7.56,1
10/4/2022 4:15,21.3,1,2.04,1,1.83,1,407,1,18.89,1
10/4/2022 4:30,21.3,1,2,1,1.84,1,402,1,2.97,1
10/4/2022 4:45,21.3,1,1.96,1,1.77,1,406,1,2.51,1
10/4/2022 5:00,21.3,1,1.92,1,2.01,1,407,1,2.76,1
10/4/2022 5:15,21.3,1,1.89,1,2.01,1,406,1,2.67,1
10/4/2022 5:30,21.3,1,1.86,1,2.15,1,402,1,2.53,1
10/4/2022 5:45,21.3,1,1.82,1,1.97,1,400,1,2.75,1
10/4/2022 6:00,21.3,1,1.79,1,2.12,1,400,1,4.27,1
10/4/2022 6:15,21.3,1,1.75,1,2.03,1,404,1,2.43,1
10/4/2022 6:30,21.3,1,1.72,1,2.05,1,404,1,2.22,1
10/4/2022 6:45,21.3,1,1.7,1,1.89,1,403,1,2.48,1
10/4/2022 7:00,21.3,1,1.67,1,1.82,1,404,1,2.27,1
10/4/2022 7:15,21.3,1,1.65,1,1.84,1,403,1,2.35,1
10/4/2022 7:30,21.3,1,1.63,1,1.86,1,405,1,2.56,1
10/4/2022 7:45,21.3,1,1.62,1,1.92,1,405,1,2.4,1
10/4/2022 8:00,21.3,1,1.61,1,1.59,1,406,1,2.38,1
10/4/2022 8:15,21.3,1,1.62,1,1.81,1,406,1,2.45,1
10/4/2022 8:30,21.3,1,1.65,1,1.68,1,406,1,2.33,1
10/4/2022 8:45,21.3,1,1.67,1,1.62,1,404,1,2.46,1
10/4/2022 9:00,21.3,1,1.71,1,1.58,1,406,1,2.54,1
10/4/2022 9:15,21.3,1,1.75,1,1.73,1,404,1,3.07,1
10/4/2022 9:30,21.3,1,1.79,1,1.55,1,404,1,2.94,1
10/4/2022 9:45,21.3,1,1.83,1,1.66,1,404,1,2.22,1
10/4/2022 10:00,21.3,1,1.87,1,1.68,1,404,1,2.4,1
10/4/2022 10:15,21.4,1,1.9,1,1.78,1,404,1,2.56,1
10/4/2022 10:30,21.5,1,1.94,1,1.5,1,404,1,2.58,1
10/4/2022 10:45,21.4,1,1.98,1,1.93,1,404,1,2.45,1
10/4/2022 11:00,21.4,1,2.01,1,1.69,1,404,1,2.43,1
10/4/2022 11:15,21.4,1,2.06,1,2.06,1,405,1,2.37,1
10/4/2022 11:30,21.5,1,2.08,1,2.02,1,405,1,2.34,1
10/4/2022 11:45,21.4,1,2.11,1,2.31,1,406,1,2.58,1
10/4/2022 12:00,21.4,1,2.14,1,2.41,1,404,1,2.38,1
10/4/2022 12:15,21.4,1,2.17,1,2.4,1,403,1,2.33,1
10/4/2022 12:30,21.4,1,2.2,1,2.3,1,404,1,2.57,1
10/4/2022 12:45,21.4,1,2.23,1,2.46,1,405,1,2.46,1
10/4/2022 13:00,21.5,1,2.25,1,2.22,1,406,1,2.48,1
10/4/2022 13:15,21.5,1,2.26,1,2.28,1,409,1,2.51,1
10/4/2022 13:30,21.4,1,2.3,1,2.49,1,414,1,2.41,1
10/4/2022 13:45,21.5,1,2.32,1,2.17,1,415,1,3.92,1
10/4/2022 14:00,21.5,1,2.33,1,2.36,1,415,1,12.22,1
10/4/2022 14:15,21.5,1,2.34,1,2.01,1,417,1,2.19,1
10/4/2022 14:30,21.5,1,2.34,1,1.97,1,418,1,3.55,1
10/4/2022 14:45,21.6,1,2.34,1,1.9,1,417,1,2.51,1
10/4/2022 15:00,21.5,1,2.33,1,1.73,1,419,1,3.36,1
10/4/2022 15:15,21.5,1,2.32,1,1.73,1,413,1,2.52,1
10/4/2022 15:30,21.5,1,2.3,1,1.86,1,413,1,2.31,1
10/4/2022 15:45,21.5,1,2.28,1,2.08,1,415,1,2.23,1
10/4/2022 16:00,21.5,1,2.25,1,1.89,1,414,1,2.37,1
10/4/2022 16:15,21.5,1,2.22,1,1.8,1,412,1,2.26,1
10/4/2022 16:30,21.5,1,2.19,1,1.68,1,413,1,2.37,1
10/4/2022 16:45,21.5,1,2.16,1,1.81,1,409,1,2.36,1
10/4/2022 17:00,21.7,1,2.13,1,1.43,1,407,1,2.59,1
10/4/2022 17:15,21.7,1,2.1,1,1.59,1,407,1,3.24,1
10/4/2022 17:30,21.6,1,2.08,1,2.17,1,405,1,2.78,1
10/4/2022 17:45,21.7,1,2.06,1,2.12,1,405,1,2.87,1
10/4/2022 18:00,21.7,1,2.05,1,2.14,1,403,1,3,1
10/4/2022 18:15,21.7,1,2.03,1,1.79,1,407,1,3.14,1
10/4/2022 18:30,21.7,1,2.02,1,1.76,1,407,1,3.28,1
10/4/2022 18:45,21.7,1,2.02,1,1.71,1,401,1,3.36,1
10/4/2022 19:00,21.7,1,2.02,1,1.61,1,401,1,3.19,1
10/4/2022 19:15,21.7,1,2.02,1,1.52,1,401,1,4.55,1
10/4/2022 19:30,21.7,1,2.04,1,1.64,1,402,1,3.34,1
10/4/2022 19:45,21.7,1,2.08,1,1.7,1,404,1,3.46,1
10/4/2022 20:00,21.6,1,2.1,1,1.6,1,403,1,3.07,1
10/4/2022 20:15,21.7,1,2.14,1,1.58,1,403,1,2.96,1
10/4/2022 20:30,21.7,1,2.17,1,1.84,1,406,1,2.95,1
10/4/2022 20:45,21.7,1,2.21,1,1.58,1,407,1,2.73,1
