agency_cd,site_no,date_time,wtemp_inst,wtemp_inst_cd,spec_cond_inst,spec_cond_inst_cd,ts213_ysi_exo_turb_inst,ts213_ysi_exo_turb_inst_cd,tz_cd
USGS,11313433,2022-01-01T08:00:00Z,8.6,P,808,P,5.3,P,Etc/GMT+8
USGS,11313433,2022-01-01T08:15:00Z,8.6,P,805,P,5.6,P,Etc/GMT+8
USGS,11313433,2022-01-01T08:30:00Z,8.6,P,808,P,6.2,P,Etc/GMT+8
USGS,11313433,2022-01-01T08:45:00Z,8.5,P,812,P,6.2,P,Etc/GMT+8
USGS,11313433,2022-01-01T09:00:00Z,8.5,P,817,P,6.5,P,Etc/GMT+8
USGS,11313433,2022-01-01T09:15:00Z,8.5,P,821,P,6.8,P,Etc/GMT+8
USGS,11313433,2022-01-01T09:30:00Z,8.5,P,823,P,6.9,P,Etc/GMT+8
USGS,11313433,2022-01-01T09:45:00Z,8.4,P,823,P,6.8,P,Etc/GMT+8
USGS,11313433,2022-01-01T10:00:00Z,8.4,P,822,P,6.7,P,Etc/GMT+8
USGS,11313433,2022-01-01T10:15:00Z,8.4,P,819,P,6.8,P,Etc/GMT+8
USGS,11313433,2022-01-01T10:30:00Z,8.4,P,816,P,7.3,P,Etc/GMT+8
USGS,11313433,2022-01-01T10:45:00Z,8.4,P,812,P,7.5,P,Etc/GMT+8
USGS,11313433,2022-01-01T11:00:00Z,8.4,P,806,P,7.8,P,Etc/GMT+8
USGS,11313433,2022-01-01T11:15:00Z,8.3,P,797,P,7.9,P,Etc/GMT+8
USGS,11313433,2022-01-01T11:30:00Z,8.3,P,787,P,8.2,P,Etc/GMT+8
USGS,11313433,2022-01-01T11:45:00Z,8.3,P,779,P,8.6,P,Etc/GMT+8
USGS,11313433,2022-01-01T12:00:00Z,8.3,P,764,P,8.5,P,Etc/GMT+8
USGS,11313433,2022-01-01T12:15:00Z,8.3,P,760,P,8.3,P,Etc/GMT+8
USGS,11313433,2022-01-01T12:30:00Z,8.3,P,755,P,8.3,P,Etc/GMT+8
USGS,11313433,2022-01-01T12:45:00Z,8.3,P,754,P,8.6,P,Etc/GMT+8
USGS,11313433,2022-01-01T13:00:00Z,8.3,P,759,P,8.8,P,Etc/GMT+8
USGS,11313433,2022-01-01T13:15:00Z,8.2,P,767,P,8.2,P,Etc/GMT+8
USGS,11313433,2022-01-01T13:30:00Z,8.2,P,775,P,8.1,P,Etc/GMT+8
USGS,11313433,2022-01-01T13:45:00Z,8.2,P,786,P,7.8,P,Etc/GMT+8
USGS,11313433,2022-01-01T14:00:00Z,8.2,P,798,P,7.8,P,Etc/GMT+8
USGS,11313433,2022-01-01T14:15:00Z,8.2,P,806,P,7.3,P,Etc/GMT+8
USGS,11313433,2022-01-01T14:30:00Z,8.2,P,808,P,7,P,Etc/GMT+8
USGS,11313433,2022-01-01T14:45:00Z,8.2,P,811,P,6.8,P,Etc/GMT+8
USGS,11313433,2022-01-01T15:00:00Z,8.2,P,812,P,6.6,P,Etc/GMT+8
USGS,11313433,2022-01-01T15:15:00Z,8.2,P,814,P,6.3,P,Etc/GMT+8
USGS,11313433,2022-01-01T15:30:00Z,8.2,P,816,P,6.4,P,Etc/GMT+8
USGS,11313433,2022-01-01T15:45:00Z,8.2,P,817,P,6.1,P,Etc/GMT+8
USGS,11313433,2022-01-01T16:00:00Z,8.2,P,818,P,6.1,P,Etc/GMT+8
USGS,11313433,2022-01-01T16:15:00Z,8.2,P,819,P,5.9,P,Etc/GMT+8
USGS,11313433,2022-01-01T16:30:00Z,8.2,P,820,P,5.6,P,Etc/GMT+8
USGS,11313433,2022-01-01T16:45:00Z,8.2,P,819,P,5.5,P,Etc/GMT+8
USGS,11313433,2022-01-01T17:00:00Z,8.2,P,821,P,5.3,P,Etc/GMT+8
USGS,11313433,2022-01-01T17:15:00Z,8.2,P,816,P,5.4,P,Etc/GMT+8
USGS,11313433,2022-01-01T17:30:00Z,8.2,P,817,P,5.6,P,Etc/GMT+8
USGS,11313433,2022-01-01T17:45:00Z,8.2,P,816,P,5.9,P,Etc/GMT+8
USGS,11313433,2022-01-01T18:00:00Z,8.2,P,810,P,6.7,P,Etc/GMT+8
USGS,11313433,2022-01-01T18:15:00Z,8.2,P,811,P,6.9,P,Etc/GMT+8
USGS,11313433,2022-01-01T18:30:00Z,8.2,P,806,P,7.4,P,Etc/GMT+8
USGS,11313433,2022-01-01T18:45:00Z,8.1,P,789,P,7.8,P,Etc/GMT+8
USGS,11313433,2022-01-01T19:00:00Z,8.1,P,777,P,7.9,P,Etc/GMT+8
USGS,11313433,2022-01-01T19:15:00Z,8.2,P,762,P,8.2,P,Etc/GMT+8
USGS,11313433,2022-01-01T19:30:00Z,8.2,P,744,P,9,P,Etc/GMT+8
USGS,11313433,2022-01-01T19:45:00Z,8.2,P,724,P,9.3,P,Etc/GMT+8
USGS,11313433,2022-01-01T20:00:00Z,8.2,P,693,P,10,P,Etc/GMT+8
USGS,11313433,2022-01-01T20:15:00Z,8.2,P,667,P,10.3,P,Etc/GMT+8
USGS,11313433,2022-01-01T20:30:00Z,8.2,P,636,P,11,P,Etc/GMT+8
USGS,11313433,2022-01-01T20:45:00Z,8.3,P,598,P,11.6,P,Etc/GMT+8
USGS,11313433,2022-01-01T21:00:00Z,8.3,P,559,P,12.3,P,Etc/GMT+8
USGS,11313433,2022-01-01T21:15:00Z,8.4,P,534,P,12.7,P,Etc/GMT+8
USGS,11313433,2022-01-01T21:30:00Z,8.4,P,510,P,12.8,P,Etc/GMT+8
USGS,11313433,2022-01-01T21:45:00Z,8.5,P,484,P,13.4,P,Etc/GMT+8
USGS,11313433,2022-01-01T22:00:00Z,8.5,P,472,P,13.6,P,Etc/GMT+8
USGS,11313433,2022-01-01T22:15:00Z,8.5,P,458,P,16.1,P,Etc/GMT+8
USGS,11313433,2022-01-01T22:30:00Z,8.6,P,459,P,13.6,P,Etc/GMT+8
USGS,11313433,2022-01-01T22:45:00Z,8.6,P,448,P,14.7,P,Etc/GMT+8
USGS,11313433,2022-01-01T23:00:00Z,8.6,P,449,P,13.4,P,Etc/GMT+8
USGS,11313433,2022-01-01T23:15:00Z,8.6,P,444,P,13.6,P,Etc/GMT+8
USGS,11313433,2022-01-01T23:30:00Z,8.6,P,450,P,13.6,P,Etc/GMT+8
USGS,11313433,2022-01-01T23:45:00Z,8.6,P,451,P,13.4,P,Etc/GMT+8
USGS,11313433,2022-01-02T00:00:00Z,8.6,P,457,P,13.2,P,Etc/GMT+8
USGS,11313433,2022-01-02T00:15:00Z,8.6,P,464,P,13.2,P,Etc/GMT+8
USGS,11313433,2022-01-02T00:30:00Z,8.5,P,480,P,13.4,P,Etc/GMT+8
USGS,11313433,2022-01-02T00:45:00Z,8.5,P,517,P,12.4,P,Etc/GMT+8
USGS,11313433,2022-01-02T01:00:00Z,8.5,P,560,P,11.7,P,Etc/GMT+8
USGS,11313433,2022-01-02T01:15:00Z,8.4,P,582,P,11.3,P,Etc/GMT+8
USGS,11313433,2022-01-02T01:30:00Z,8.4,P,610,P,11,P,Etc/GMT+8
USGS,11313433,2022-01-02T01:45:00Z,8.4,P,637,P,10.5,P,Etc/GMT+8
USGS,11313433,2022-01-02T02:00:00Z,8.4,P,666,P,10.3,P,Etc/GMT+8
USGS,11313433,2022-01-02T02:15:00Z,8.4,P,689,P,9.8,P,Etc/GMT+8
USGS,11313433,2022-01-02T02:30:00Z,8.4,P,708,P,9.7,P,Etc/GMT+8
USGS,11313433,2022-01-02T02:45:00Z,8.4,P,728,P,9.2,P,Etc/GMT+8
USGS,11313433,2022-01-02T03:00:00Z,8.4,P,740,P,9,P,Etc/GMT+8
USGS,11313433,2022-01-02T03:15:00Z,8.4,P,752,P,8.7,P,Etc/GMT+8
USGS,11313433,2022-01-02T03:30:00Z,8.4,P,762,P,8.5,P,Etc/GMT+8
USGS,11313433,2022-01-02T03:45:00Z,8.4,P,771,P,8.6,P,Etc/GMT+8
USGS,11313433,2022-01-02T04:00:00Z,8.4,P,779,P,8,P,Etc/GMT+8
USGS,11313433,2022-01-02T04:15:00Z,8.4,P,786,P,8,P,Etc/GMT+8
USGS,11313433,2022-01-02T04:30:00Z,8.4,P,796,P,7.8,P,Etc/GMT+8
USGS,11313433,2022-01-02T04:45:00Z,8.4,P,802,P,7.5,P,Etc/GMT+8
USGS,11313433,2022-01-02T05:00:00Z,8.4,P,809,P,7.3,P,Etc/GMT+8
USGS,11313433,2022-01-02T05:15:00Z,8.4,P,815,P,7,P,Etc/GMT+8
USGS,11313433,2022-01-02T05:30:00Z,8.4,P,820,P,7,P,Etc/GMT+8
USGS,11313433,2022-01-02T05:45:00Z,8.4,P,828,P,6.9,P,Etc/GMT+8
USGS,11313433,2022-01-02T06:00:00Z,8.4,P,828,P,6.6,P,Etc/GMT+8
USGS,11313433,2022-01-02T06:15:00Z,8.4,P,828,P,6.4,P,Etc/GMT+8
USGS,11313433,2022-01-02T06:30:00Z,8.4,P,830,P,6.1,P,Etc/GMT+8
USGS,11313433,2022-01-02T06:45:00Z,8.4,P,835,P,6.1,P,Etc/GMT+8
USGS,11313433,2022-01-02T07:00:00Z,8.4,P,837,P,5.8,P,Etc/GMT+8
USGS,11313433,2022-01-02T07:15:00Z,8.4,P,840,P,5.7,P,Etc/GMT+8
USGS,11313433,2022-01-02T07:30:00Z,8.4,P,833,P,5.4,P,Etc/GMT+8
USGS,11313433,2022-01-02T07:45:00Z,8.4,P,821,P,5.2,P,Etc/GMT+8
USGS,11313433,2022-01-02T08:00:00Z,8.3,P,790,P,5,P,Etc/GMT+8
USGS,11313433,2022-01-02T08:15:00Z,8.3,P,810,P,4.4,P,Etc/GMT+8
USGS,11313433,2022-01-02T08:30:00Z,8.3,P,790,P,5.2,P,Etc/GMT+8
USGS,11313433,2022-01-02T08:45:00Z,8.3,P,755,P,5.4,P,Etc/GMT+8
USGS,11313433,2022-01-02T09:00:00Z,8.3,P,775,P,5.9,P,Etc/GMT+8
USGS,11313433,2022-01-02T09:15:00Z,8.3,P,773,P,6.2,P,Etc/GMT+8
USGS,11313433,2022-01-02T09:30:00Z,8.2,P,776,P,6.2,P,Etc/GMT+8
USGS,11313433,2022-01-02T09:45:00Z,8.2,P,780,P,6.4,P,Etc/GMT+8
USGS,11313433,2022-01-02T10:00:00Z,8.2,P,785,P,6.6,P,Etc/GMT+8
USGS,11313433,2022-01-02T10:15:00Z,8.1,P,792,P,6.5,P,Etc/GMT+8
USGS,11313433,2022-01-02T10:30:00Z,8.1,P,793,P,6.5,P,Etc/GMT+8
USGS,11313433,2022-01-02T10:45:00Z,8.1,P,794,P,6.7,P,Etc/GMT+8
USGS,11313433,2022-01-02T11:00:00Z,8.1,P,792,P,6.6,P,Etc/GMT+8
USGS,11313433,2022-01-02T11:15:00Z,8.1,P,788,P,7,P,Etc/GMT+8
USGS,11313433,2022-01-02T11:30:00Z,8,P,781,P,7.3,P,Etc/GMT+8
USGS,11313433,2022-01-02T11:45:00Z,8,P,773,P,7.7,P,Etc/GMT+8
USGS,11313433,2022-01-02T12:00:00Z,8,P,756,P,8.1,P,Etc/GMT+8
USGS,11313433,2022-01-02T12:15:00Z,8,P,737,P,8.6,P,Etc/GMT+8
USGS,11313433,2022-01-02T12:30:00Z,8,P,720,P,9,P,Etc/GMT+8
USGS,11313433,2022-01-02T12:45:00Z,8,P,708,P,9.4,P,Etc/GMT+8
USGS,11313433,2022-01-02T13:00:00Z,8,P,692,P,9.7,P,Etc/GMT+8
USGS,11313433,2022-01-02T13:15:00Z,8,P,681,P,9.8,P,Etc/GMT+8
USGS,11313433,2022-01-02T13:30:00Z,8,P,682,P,9.7,P,Etc/GMT+8
USGS,11313433,2022-01-02T13:45:00Z,8,P,680,P,9.8,P,Etc/GMT+8
USGS,11313433,2022-01-02T14:00:00Z,8,P,682,P,10.3,P,Etc/GMT+8
USGS,11313433,2022-01-02T14:15:00Z,7.9,P,691,P,9.2,P,Etc/GMT+8
USGS,11313433,2022-01-02T14:30:00Z,7.9,P,701,P,9.3,P,Etc/GMT+8
USGS,11313433,2022-01-02T14:45:00Z,7.9,P,718,P,8.8,P,Etc/GMT+8
USGS,11313433,2022-01-02T15:00:00Z,7.9,P,730,P,8.8,P,Etc/GMT+8
USGS,11313433,2022-01-02T15:15:00Z,7.9,P,747,P,8.2,P,Etc/GMT+8
USGS,11313433,2022-01-02T15:30:00Z,7.9,P,762,P,7.4,P,Etc/GMT+8
USGS,11313433,2022-01-02T15:45:00Z,7.9,P,771,P,6.7,P,Etc/GMT+8
USGS,11313433,2022-01-02T16:00:00Z,7.9,P,777,P,6.5,P,Etc/GMT+8
USGS,11313433,2022-01-02T16:15:00Z,7.9,P,782,P,6.3,P,Etc/GMT+8
USGS,11313433,2022-01-02T16:30:00Z,7.9,P,785,P,6.2,P,Etc/GMT+8
USGS,11313433,2022-01-02T16:45:00Z,7.9,P,785,P,6,P,Etc/GMT+8
USGS,11313433,2022-01-02T17:00:00Z,8,P,787,P,6,P,Etc/GMT+8
USGS,11313433,2022-01-02T17:15:00Z,8,P,788,P,6,P,Etc/GMT+8
USGS,11313433,2022-01-02T17:30:00Z,8,P,789,P,5.8,P,Etc/GMT+8
USGS,11313433,2022-01-02T17:45:00Z,8,P,789,P,5.6,P,Etc/GMT+8
USGS,11313433,2022-01-02T18:00:00Z,8,P,789,P,5.3,P,Etc/GMT+8
USGS,11313433,2022-01-02T18:15:00Z,8,P,787,P,5.6,P,Etc/GMT+8
USGS,11313433,2022-01-02T18:30:00Z,8,P,786,P,5.7,P,Etc/GMT+8
USGS,11313433,2022-01-02T18:45:00Z,8,P,783,P,6.4,P,Etc/GMT+8
USGS,11313433,2022-01-02T19:00:00Z,8,P,762,P,7.2,P,Etc/GMT+8
USGS,11313433,2022-01-02T19:15:00Z,8,P,759,P,7.4,P,Etc/GMT+8
USGS,11313433,2022-01-02T19:30:00Z,8,P,736,P,7.9,P,Etc/GMT+8
USGS,11313433,2022-01-02T19:45:00Z,8,P,716,P,8.7,P,Etc/GMT+8
USGS,11313433,2022-01-02T20:00:00Z,8,P,701,P,9.1,P,Etc/GMT+8
USGS,11313433,2022-01-02T20:15:00Z,8,P,685,P,9.2,P,Etc/GMT+8
USGS,11313433,2022-01-02T20:30:00Z,8.1,P,662,P,9.7,P,Etc/GMT+8
USGS,11313433,2022-01-02T20:45:00Z,8.1,P,633,P,10.3,P,Etc/GMT+8
USGS,11313433,2022-01-02T21:00:00Z,8.2,P,595,P,10.9,P,Etc/GMT+8
USGS,11313433,2022-01-02T21:15:00Z,8.2,P,565,P,11.4,P,Etc/GMT+8
USGS,11313433,2022-01-02T21:30:00Z,8.3,P,532,P,12.4,P,Etc/GMT+8
USGS,11313433,2022-01-02T21:45:00Z,8.3,P,503,P,12.7,P,Etc/GMT+8
USGS,11313433,2022-01-02T22:00:00Z,8.4,P,481,P,13,P,Etc/GMT+8
USGS,11313433,2022-01-02T22:15:00Z,8.4,P,465,P,13.7,P,Etc/GMT+8
USGS,11313433,2022-01-02T22:30:00Z,8.5,P,447,P,14,P,Etc/GMT+8
USGS,11313433,2022-01-02T22:45:00Z,8.5,P,435,P,14,P,Etc/GMT+8
USGS,11313433,2022-01-02T23:00:00Z,8.5,P,426,P,14,P,Etc/GMT+8
USGS,11313433,2022-01-02T23:15:00Z,8.5,P,422,P,13.8,P,Etc/GMT+8
USGS,11313433,2022-01-02T23:30:00Z,8.6,P,421,P,14,P,Etc/GMT+8
USGS,11313433,2022-01-02T23:45:00Z,8.6,P,420,P,14,P,Etc/GMT+8
USGS,11313433,2022-01-03T00:00:00Z,8.6,P,417,P,13.9,P,Etc/GMT+8
USGS,11313433,2022-01-03T00:15:00Z,8.6,P,420,P,13.2,P,Etc/GMT+8
USGS,11313433,2022-01-03T00:30:00Z,8.6,P,421,P,13.7,P,Etc/GMT+8
USGS,11313433,2022-01-03T00:45:00Z,8.5,P,420,P,13.7,P,Etc/GMT+8
USGS,11313433,2022-01-03T01:00:00Z,8.5,P,425,P,13.7,P,Etc/GMT+8
USGS,11313433,2022-01-03T01:15:00Z,8.5,P,429,P,14.2,P,Etc/GMT+8
USGS,11313433,2022-01-03T01:30:00Z,8.5,P,438,P,13.6,P,Etc/GMT+8
USGS,11313433,2022-01-03T01:45:00Z,8.4,P,484,P,12.7,P,Etc/GMT+8
USGS,11313433,2022-01-03T02:00:00Z,8.4,P,506,P,12.2,P,Etc/GMT+8
USGS,11313433,2022-01-03T02:15:00Z,8.4,P,523,P,12,P,Etc/GMT+8
USGS,11313433,2022-01-03T02:30:00Z,8.3,P,548,P,11.8,P,Etc/GMT+8
USGS,11313433,2022-01-03T02:45:00Z,8.3,P,571,P,11.2,P,Etc/GMT+8
USGS,11313433,2022-01-03T03:00:00Z,8.3,P,597,P,10.5,P,Etc/GMT+8
USGS,11313433,2022-01-03T03:15:00Z,8.2,P,626,P,10.3,P,Etc/GMT+8
USGS,11313433,2022-01-03T03:30:00Z,8.2,P,649,P,9.9,P,Etc/GMT+8
USGS,11313433,2022-01-03T03:45:00Z,8.2,P,663,P,9.7,P,Etc/GMT+8
USGS,11313433,2022-01-03T04:00:00Z,8.2,P,684,P,9.3,P,Etc/GMT+8
USGS,11313433,2022-01-03T04:15:00Z,8.2,P,697,P,9,P,Etc/GMT+8
USGS,11313433,2022-01-03T04:30:00Z,8.2,P,712,P,8.8,P,Etc/GMT+8
USGS,11313433,2022-01-03T04:45:00Z,8.2,P,723,P,8.4,P,Etc/GMT+8
USGS,11313433,2022-01-03T05:00:00Z,8.2,P,733,P,8.1,P,Etc/GMT+8
USGS,11313433,2022-01-03T05:15:00Z,8.2,P,743,P,8,P,Etc/GMT+8
USGS,11313433,2022-01-03T05:30:00Z,8.2,P,752,P,7.7,P,Etc/GMT+8
USGS,11313433,2022-01-03T05:45:00Z,8.2,P,762,P,7.2,P,Etc/GMT+8
USGS,11313433,2022-01-03T06:00:00Z,8.2,P,770,P,7.1,P,Etc/GMT+8
USGS,11313433,2022-01-03T06:15:00Z,8.2,P,776,P,6.9,P,Etc/GMT+8
USGS,11313433,2022-01-03T06:30:00Z,8.2,P,782,P,6.8,P,Etc/GMT+8
USGS,11313433,2022-01-03T06:45:00Z,8.2,P,788,P,6.6,P,Etc/GMT+8
USGS,11313433,2022-01-03T07:00:00Z,8.2,P,793,P,6.4,P,Etc/GMT+8
USGS,11313433,2022-01-03T07:15:00Z,8.2,P,800,P,6.1,P,Etc/GMT+8
USGS,11313433,2022-01-03T07:30:00Z,8.2,P,801,P,5.9,P,Etc/GMT+8
USGS,11313433,2022-01-03T07:45:00Z,8.2,P,806,P,5.9,P,Etc/GMT+8
USGS,11313433,2022-01-03T08:00:00Z,8.2,P,804,P,7.8,P,Etc/GMT+8
USGS,11313433,2022-01-03T08:15:00Z,8.2,P,810,P,7.1,P,Etc/GMT+8
USGS,11313433,2022-01-03T08:30:00Z,8.2,P,796,P,5.8,P,Etc/GMT+8
USGS,11313433,2022-01-03T08:45:00Z,8.2,P,793,P,5.4,P,Etc/GMT+8
USGS,11313433,2022-01-03T09:00:00Z,8.2,P,780,P,4.5,P,Etc/GMT+8
USGS,11313433,2022-01-03T09:15:00Z,8.2,P,767,P,5.4,P,Etc/GMT+8
USGS,11313433,2022-01-03T09:30:00Z,8.2,P,752,P,6,P,Etc/GMT+8
USGS,11313433,2022-01-03T09:45:00Z,8.1,P,753,P,6.2,P,Etc/GMT+8
USGS,11313433,2022-01-03T10:00:00Z,8.1,P,752,P,6.1,P,Etc/GMT+8
USGS,11313433,2022-01-03T10:15:00Z,8.1,P,754,P,6.5,P,Etc/GMT+8
USGS,11313433,2022-01-03T10:30:00Z,8,P,756,P,6.8,P,Etc/GMT+8
USGS,11313433,2022-01-03T10:45:00Z,8,P,758,P,6.8,P,Etc/GMT+8
USGS,11313433,2022-01-03T11:00:00Z,8,P,756,P,6.8,P,Etc/GMT+8
USGS,11313433,2022-01-03T11:15:00Z,8,P,754,P,6.9,P,Etc/GMT+8
USGS,11313433,2022-01-03T11:30:00Z,8,P,751,P,7.1,P,Etc/GMT+8
USGS,11313433,2022-01-03T11:45:00Z,8,P,745,P,7.3,P,Etc/GMT+8
USGS,11313433,2022-01-03T12:00:00Z,8,P,735,P,7.7,P,Etc/GMT+8
USGS,11313433,2022-01-03T12:15:00Z,8,P,717,P,12.3,P,Etc/GMT+8
USGS,11313433,2022-01-03T12:30:00Z,8,P,699,P,10.4,P,Etc/GMT+8
USGS,11313433,2022-01-03T12:45:00Z,8,P,671,P,10.2,P,Etc/GMT+8
USGS,11313433,2022-01-03T13:00:00Z,8,P,644,P,11.3,P,Etc/GMT+8
USGS,11313433,2022-01-03T13:15:00Z,8,P,619,P,11.6,P,Etc/GMT+8
USGS,11313433,2022-01-03T13:30:00Z,8,P,604,P,11.9,P,Etc/GMT+8
USGS,11313433,2022-01-03T13:45:00Z,8,P,583,P,12.6,P,Etc/GMT+8
USGS,11313433,2022-01-03T14:00:00Z,8,P,571,P,12.8,P,Etc/GMT+8
USGS,11313433,2022-01-03T14:15:00Z,8,P,559,P,12.5,P,Etc/GMT+8
USGS,11313433,2022-01-03T14:30:00Z,8,P,555,P,12.6,P,Etc/GMT+8
USGS,11313433,2022-01-03T14:45:00Z,8,P,555,P,11.7,P,Etc/GMT+8
USGS,11313433,2022-01-03T15:00:00Z,8,P,557,P,12.4,P,Etc/GMT+8
USGS,11313433,2022-01-03T15:15:00Z,8,P,559,P,12.8,P,Etc/GMT+8
USGS,11313433,2022-01-03T15:30:00Z,8,P,575,P,11.9,P,Etc/GMT+8
USGS,11313433,2022-01-03T15:45:00Z,8,P,583,P,11.9,P,Etc/GMT+8
USGS,11313433,2022-01-03T16:00:00Z,8,P,602,P,11.8,P,Etc/GMT+8
USGS,11313433,2022-01-03T16:15:00Z,7.9,P,621,P,11,P,Etc/GMT+8
USGS,11313433,2022-01-03T16:30:00Z,7.9,P,645,P,10.3,P,Etc/GMT+8
USGS,11313433,2022-01-03T16:45:00Z,7.9,P,672,P,9.1,P,Etc/GMT+8
USGS,11313433,2022-01-03T17:00:00Z,7.9,P,693,P,8.5,P,Etc/GMT+8
USGS,11313433,2022-01-03T17:15:00Z,7.9,P,705,P,8.1,P,Etc/GMT+8
USGS,11313433,2022-01-03T17:30:00Z,7.9,P,715,P,7.4,P,Etc/GMT+8
USGS,11313433,2022-01-03T17:45:00Z,7.9,P,726,P,7.2,P,Etc/GMT+8
USGS,11313433,2022-01-03T18:00:00Z,7.9,P,731,P,7.1,P,Etc/GMT+8
USGS,11313433,2022-01-03T18:15:00Z,7.9,P,736,P,6.7,P,Etc/GMT+8
USGS,11313433,2022-01-03T18:30:00Z,7.9,P,739,P,6.6,P,Etc/GMT+8
USGS,11313433,2022-01-03T18:45:00Z,8,P,739,P,5.7,P,Etc/GMT+8
USGS,11313433,2022-01-03T19:00:00Z,8,P,736,P,6.4,P,Etc/GMT+8
USGS,11313433,2022-01-03T19:15:00Z,8,P,728,P,7.1,P,Etc/GMT+8
USGS,11313433,2022-01-03T19:30:00Z,8,P,707,P,8,P,Etc/GMT+8
USGS,11313433,2022-01-03T19:45:00Z,8,P,671,P,9.2,P,Etc/GMT+8
USGS,11313433,2022-01-03T20:00:00Z,8,P,654,P,9.5,P,Etc/GMT+8
USGS,11313433,2022-01-03T20:15:00Z,8,P,635,P,10,P,Etc/GMT+8
USGS,11313433,2022-01-03T20:30:00Z,8.1,P,607,P,10.9,P,Etc/GMT+8
USGS,11313433,2022-01-03T20:45:00Z,8.1,P,591,P,11.1,P,Etc/GMT+8
USGS,11313433,2022-01-03T21:00:00Z,8.2,P,572,P,11.2,P,Etc/GMT+8
USGS,11313433,2022-01-03T21:15:00Z,8.2,P,542,P,11.7,P,Etc/GMT+8
USGS,11313433,2022-01-03T21:30:00Z,8.2,P,518,P,12.7,P,Etc/GMT+8
USGS,11313433,2022-01-03T21:45:00Z,8.3,P,492,P,12.7,P,Etc/GMT+8
USGS,11313433,2022-01-03T22:00:00Z,8.3,P,463,P,13.2,P,Etc/GMT+8
USGS,11313433,2022-01-03T22:15:00Z,8.4,P,444,P,13.7,P,Etc/GMT+8
USGS,11313433,2022-01-03T22:30:00Z,8.4,P,431,P,14.4,P,Etc/GMT+8
USGS,11313433,2022-01-03T22:45:00Z,8.4,P,423,P,14.6,P,Etc/GMT+8
USGS,11313433,2022-01-03T23:00:00Z,8.5,P,411,P,15.5,P,Etc/GMT+8
USGS,11313433,2022-01-03T23:15:00Z,8.5,P,404,P,15.4,P,Etc/GMT+8
USGS,11313433,2022-01-03T23:30:00Z,8.5,P,402,P,15.3,P,Etc/GMT+8
USGS,11313433,2022-01-03T23:45:00Z,8.5,P,399,P,15.4,P,Etc/GMT+8
USGS,11313433,2022-01-04T00:00:00Z,8.5,P,396,P,15.4,P,Etc/GMT+8
USGS,11313433,2022-01-04T00:15:00Z,8.5,P,396,P,15.5,P,Etc/GMT+8
USGS,11313433,2022-01-04T00:30:00Z,8.5,P,394,P,15.2,P,Etc/GMT+8
USGS,11313433,2022-01-04T00:45:00Z,8.6,P,394,P,15,P,Etc/GMT+8
USGS,11313433,2022-01-04T01:00:00Z,8.6,P,394,P,14.5,P,Etc/GMT+8
USGS,11313433,2022-01-04T01:15:00Z,8.6,P,395,P,14.9,P,Etc/GMT+8
USGS,11313433,2022-01-04T01:30:00Z,8.6,P,394,P,14.2,P,Etc/GMT+8
USGS,11313433,2022-01-04T01:45:00Z,8.5,P,394,P,14.9,P,Etc/GMT+8
USGS,11313433,2022-01-04T02:00:00Z,8.5,P,396,P,14.9,P,Etc/GMT+8
USGS,11313433,2022-01-04T02:15:00Z,8.5,P,396,P,15.2,P,Etc/GMT+8
USGS,11313433,2022-01-04T02:30:00Z,8.5,P,400,P,14.8,P,Etc/GMT+8
USGS,11313433,2022-01-04T02:45:00Z,8.5,P,426,P,14,P,Etc/GMT+8
USGS,11313433,2022-01-04T03:00:00Z,8.5,P,435,P,13.9,P,Etc/GMT+8
USGS,11313433,2022-01-04T03:15:00Z,8.5,P,445,P,13.8,P,Etc/GMT+8
USGS,11313433,2022-01-04T03:30:00Z,8.5,P,460,P,13.6,P,Etc/GMT+8
USGS,11313433,2022-01-04T03:45:00Z,8.4,P,480,P,12.9,P,Etc/GMT+8
USGS,11313433,2022-01-04T04:00:00Z,8.4,P,507,P,12.5,P,Etc/GMT+8
USGS,11313433,2022-01-04T04:15:00Z,8.4,P,527,P,12.2,P,Etc/GMT+8
USGS,11313433,2022-01-04T04:30:00Z,8.4,P,552,P,11.6,P,Etc/GMT+8
USGS,11313433,2022-01-04T04:45:00Z,8.4,P,574,P,11.4,P,Etc/GMT+8
USGS,11313433,2022-01-04T05:00:00Z,8.4,P,586,P,11.1,P,Etc/GMT+8
USGS,11313433,2022-01-04T05:15:00Z,8.3,P,602,P,10.7,P,Etc/GMT+8
USGS,11313433,2022-01-04T05:30:00Z,8.3,P,620,P,10.4,P,Etc/GMT+8
USGS,11313433,2022-01-04T05:45:00Z,8.3,P,634,P,10.1,P,Etc/GMT+8
USGS,11313433,2022-01-04T06:00:00Z,8.3,P,649,P,9.7,P,Etc/GMT+8
USGS,11313433,2022-01-04T06:15:00Z,8.3,P,666,P,9.1,P,Etc/GMT+8
USGS,11313433,2022-01-04T06:30:00Z,8.3,P,675,P,8.9,P,Etc/GMT+8
USGS,11313433,2022-01-04T06:45:00Z,8.3,P,687,P,8.4,P,Etc/GMT+8
USGS,11313433,2022-01-04T07:00:00Z,8.3,P,701,P,8.1,P,Etc/GMT+8
USGS,11313433,2022-01-04T07:15:00Z,8.3,P,713,P,7.7,P,Etc/GMT+8
USGS,11313433,2022-01-04T07:30:00Z,8.3,P,721,P,7.4,P,Etc/GMT+8
