Datetime,Cyanobacteria
8/11/2022 6:00:00 PM,4.02
8/11/2022 6:15:00 PM,4.18
8/11/2022 6:30:00 PM,4.06
8/11/2022 6:45:00 PM,3.94
8/11/2022 7:00:00 PM,4.43
8/11/2022 7:15:00 PM,3.96
8/11/2022 7:30:00 PM,3.52
8/11/2022 7:45:00 PM,3.24
8/11/2022 8:00:00 PM,3.70
8/11/2022 8:15:00 PM,3.68
8/11/2022 8:30:00 PM,3.58
8/11/2022 8:45:00 PM,3.06
8/11/2022 9:00:00 PM,3.41
8/11/2022 9:15:00 PM,3.24
8/11/2022 9:30:00 PM,3.35
8/11/2022 9:45:00 PM,3.38
8/11/2022 10:00:00 PM,3.14
8/11/2022 10:15:00 PM,3.47
8/11/2022 10:30:00 PM,3.26
8/11/2022 10:45:00 PM,3.25
8/11/2022 11:00:00 PM,3.16
8/11/2022 11:15:00 PM,2.99
8/11/2022 11:30:00 PM,3.15
8/11/2022 11:45:00 PM,4.02
8/12/2022 12:00:00 AM,2.99
8/12/2022 12:15:00 AM,3.25
8/12/2022 12:30:00 AM,3.03
8/12/2022 12:45:00 AM,3.12
8/12/2022 1:00:00 AM,3.13
8/12/2022 1:15:00 AM,3.32
8/12/2022 1:30:00 AM,3.73
8/12/2022 1:45:00 AM,3.54
8/12/2022 2:00:00 AM,3.62
8/12/2022 2:15:00 AM,3.85
8/12/2022 2:30:00 AM,3.71
8/12/2022 2:45:00 AM,3.87
8/12/2022 3:00:00 AM,3.74
8/12/2022 3:15:00 AM,4.27
8/12/2022 3:30:00 AM,3.81
8/12/2022 3:45:00 AM,3.86
8/12/2022 4:00:00 AM,4.31
8/12/2022 4:15:00 AM,4.01
8/12/2022 4:30:00 AM,4.21
8/12/2022 4:45:00 AM,4.55
8/12/2022 5:00:00 AM,4.25
8/12/2022 5:15:00 AM,4.12
8/12/2022 5:30:00 AM,3.66
8/12/2022 5:45:00 AM,3.58
8/12/2022 6:00:00 AM,4.31
8/12/2022 6:15:00 AM,2.52
8/12/2022 6:30:00 AM,4.18
8/12/2022 6:45:00 AM,3.11
8/12/2022 7:00:00 AM,3.68
8/12/2022 7:15:00 AM,3.62
8/12/2022 7:30:00 AM,3.73
8/12/2022 7:45:00 AM,3.73
8/12/2022 8:00:00 AM,3.60
8/12/2022 8:15:00 AM,3.15
8/12/2022 8:30:00 AM,3.55
8/12/2022 8:45:00 AM,3.57
8/12/2022 9:00:00 AM,3.56
8/12/2022 9:15:00 AM,3.33
8/12/2022 9:30:00 AM,3.10
8/12/2022 9:45:00 AM,2.72
8/12/2022 10:00:00 AM,2.49
8/12/2022 10:15:00 AM,2.87
8/12/2022 10:30:00 AM,2.96
8/12/2022 10:45:00 AM,2.77
8/12/2022 11:00:00 AM,2.66
8/12/2022 11:15:00 AM,2.48
8/12/2022 11:30:00 AM,2.53
8/12/2022 11:45:00 AM,2.24
8/12/2022 12:00:00 PM,2.39
8/12/2022 12:15:00 PM,2.11
8/12/2022 12:30:00 PM,2.48
8/12/2022 12:45:00 PM,2.28
8/12/2022 1:00:00 PM,2.32
8/12/2022 1:15:00 PM,2.36
8/12/2022 1:30:00 PM,2.39
8/12/2022 1:45:00 PM,2.37
8/12/2022 2:00:00 PM,2.54
8/12/2022 2:15:00 PM,2.81
8/12/2022 2:30:00 PM,2.79
8/12/2022 2:45:00 PM,2.47
8/12/2022 3:00:00 PM,2.80
8/12/2022 3:15:00 PM,3.05
8/12/2022 3:30:00 PM,3.13
8/12/2022 3:45:00 PM,3.19
8/12/2022 4:00:00 PM,3.49
8/12/2022 4:15:00 PM,3.39
8/12/2022 4:30:00 PM,3.38
8/12/2022 4:45:00 PM,4.00
8/12/2022 5:00:00 PM,3.89
8/12/2022 5:15:00 PM,4.28
8/12/2022 5:30:00 PM,3.87
8/12/2022 5:45:00 PM,4.14
8/12/2022 6:00:00 PM,4.15
8/12/2022 6:15:00 PM,3.99
8/12/2022 6:30:00 PM,4.10
8/12/2022 6:45:00 PM,4.10
8/12/2022 7:00:00 PM,4.10
8/12/2022 7:15:00 PM,4.37
8/12/2022 7:30:00 PM,3.86
8/12/2022 7:45:00 PM,4.36
8/12/2022 8:00:00 PM,4.20
8/12/2022 8:15:00 PM,4.28
8/12/2022 8:30:00 PM,3.56
8/12/2022 8:45:00 PM,3.82
8/12/2022 9:00:00 PM,3.68
8/12/2022 9:15:00 PM,3.59
8/12/2022 9:30:00 PM,3.95
8/12/2022 9:45:00 PM,3.53
8/12/2022 10:00:00 PM,3.48
8/12/2022 10:15:00 PM,3.78
8/12/2022 10:30:00 PM,3.35
8/12/2022 10:45:00 PM,3.75
8/12/2022 11:00:00 PM,3.32
8/12/2022 11:15:00 PM,3.46
8/12/2022 11:30:00 PM,3.13
8/12/2022 11:45:00 PM,3.66
8/13/2022 12:00:00 AM,2.90
8/13/2022 12:15:00 AM,3.05
8/13/2022 12:30:00 AM,2.82
8/13/2022 12:45:00 AM,2.95
8/13/2022 1:00:00 AM,3.01
8/13/2022 1:15:00 AM,2.88
8/13/2022 1:30:00 AM,3.03
8/13/2022 1:45:00 AM,2.96
8/13/2022 2:00:00 AM,3.06
8/13/2022 2:15:00 AM,3.36
8/13/2022 2:30:00 AM,3.27
8/13/2022 2:45:00 AM,3.32
8/13/2022 3:00:00 AM,3.35
8/13/2022 3:15:00 AM,3.55
8/13/2022 3:30:00 AM,3.78
8/13/2022 3:45:00 AM,3.63
8/13/2022 4:00:00 AM,3.95
8/13/2022 4:15:00 AM,3.48
8/13/2022 4:30:00 AM,3.79
8/13/2022 4:45:00 AM,3.63
8/13/2022 5:00:00 AM,3.93
8/13/2022 5:15:00 AM,3.95
8/13/2022 5:30:00 AM,3.69
8/13/2022 5:45:00 AM,3.61
8/13/2022 6:00:00 AM,3.67
8/13/2022 6:15:00 AM,3.67
8/13/2022 6:30:00 AM,3.60
8/13/2022 6:45:00 AM,3.49
8/13/2022 7:00:00 AM,3.40
8/13/2022 7:15:00 AM,3.29
8/13/2022 7:30:00 AM,3.64
8/13/2022 7:45:00 AM,3.44
8/13/2022 8:00:00 AM,3.31
8/13/2022 8:15:00 AM,3.10
8/13/2022 8:30:00 AM,3.68
8/13/2022 8:45:00 AM,3.58
8/13/2022 9:00:00 AM,3.49
8/13/2022 9:15:00 AM,2.90
8/13/2022 9:30:00 AM,3.57
8/13/2022 9:45:00 AM,3.24
8/13/2022 10:00:00 AM,3.45
8/13/2022 10:15:00 AM,3.26
8/13/2022 10:30:00 AM,2.76
8/13/2022 10:45:00 AM,2.83
8/13/2022 11:00:00 AM,2.73
8/13/2022 11:15:00 AM,2.72
8/13/2022 11:30:00 AM,2.76
8/13/2022 11:45:00 AM,2.54
8/13/2022 12:00:00 PM,2.47
8/13/2022 12:15:00 PM,2.50
8/13/2022 12:30:00 PM,2.49
8/13/2022 12:45:00 PM,2.59
8/13/2022 1:00:00 PM,2.40
8/13/2022 1:15:00 PM,2.15
8/13/2022 1:30:00 PM,2.41
8/13/2022 1:45:00 PM,2.39
8/13/2022 2:00:00 PM,2.41
8/13/2022 2:15:00 PM,2.40
8/13/2022 2:30:00 PM,2.59
8/13/2022 2:45:00 PM,2.47
8/13/2022 3:00:00 PM,2.83
8/13/2022 3:15:00 PM,2.88
8/13/2022 3:30:00 PM,3.22
8/13/2022 3:45:00 PM,3.19
8/13/2022 4:00:00 PM,3.30
8/13/2022 4:15:00 PM,3.44
8/13/2022 4:30:00 PM,3.44
8/13/2022 4:45:00 PM,3.65
8/13/2022 5:00:00 PM,3.81
8/13/2022 5:15:00 PM,3.84
8/13/2022 5:30:00 PM,3.99
8/13/2022 5:45:00 PM,3.92
8/13/2022 6:00:00 PM,4.14
8/13/2022 6:15:00 PM,4.25
8/13/2022 6:30:00 PM,3.90
8/13/2022 6:45:00 PM,4.02
8/13/2022 7:00:00 PM,4.25
8/13/2022 7:15:00 PM,3.96
8/13/2022 7:30:00 PM,4.13
8/13/2022 7:45:00 PM,3.94
8/13/2022 8:00:00 PM,3.99
8/13/2022 8:15:00 PM,4.12
8/13/2022 8:30:00 PM,3.71
8/13/2022 8:45:00 PM,3.80
8/13/2022 9:00:00 PM,3.57
8/13/2022 9:15:00 PM,3.36
8/13/2022 9:30:00 PM,3.65
8/13/2022 9:45:00 PM,3.35
8/13/2022 10:00:00 PM,3.11
8/13/2022 10:15:00 PM,3.46
8/13/2022 10:30:00 PM,3.22
8/13/2022 10:45:00 PM,3.27
8/13/2022 11:00:00 PM,3.46
8/13/2022 11:15:00 PM,3.43
8/13/2022 11:30:00 PM,3.45
8/13/2022 11:45:00 PM,3.34
8/14/2022 12:00:00 AM,3.12
8/14/2022 12:15:00 AM,3.00
8/14/2022 12:30:00 AM,2.92
8/14/2022 12:45:00 AM,3.06
8/14/2022 1:00:00 AM,3.37
8/14/2022 1:15:00 AM,2.78
8/14/2022 1:30:00 AM,2.47
8/14/2022 1:45:00 AM,2.87
8/14/2022 2:00:00 AM,2.88
8/14/2022 2:15:00 AM,2.83
8/14/2022 2:30:00 AM,2.83
8/14/2022 2:45:00 AM,2.97
8/14/2022 3:00:00 AM,3.26
8/14/2022 3:15:00 AM,3.07
8/14/2022 3:30:00 AM,3.33
8/14/2022 3:45:00 AM,3.13
8/14/2022 4:00:00 AM,3.50
8/14/2022 4:15:00 AM,3.40
8/14/2022 4:30:00 AM,3.26
8/14/2022 4:45:00 AM,3.49
8/14/2022 5:00:00 AM,3.73
8/14/2022 5:15:00 AM,3.70
8/14/2022 5:30:00 AM,3.41
8/14/2022 5:45:00 AM,3.10
8/14/2022 6:00:00 AM,3.38
8/14/2022 6:15:00 AM,3.35
8/14/2022 6:30:00 AM,3.10
8/14/2022 6:45:00 AM,3.29
8/14/2022 7:00:00 AM,3.89
8/14/2022 7:15:00 AM,3.44
8/14/2022 7:30:00 AM,3.78
8/14/2022 7:45:00 AM,2.57
8/14/2022 8:00:00 AM,3.72
8/14/2022 8:15:00 AM,3.25
8/14/2022 8:30:00 AM,2.88
8/14/2022 8:45:00 AM,3.13
8/14/2022 9:00:00 AM,3.27
8/14/2022 9:15:00 AM,3.27
8/14/2022 9:30:00 AM,3.15
8/14/2022 9:45:00 AM,3.24
8/14/2022 10:00:00 AM,3.07
8/14/2022 10:15:00 AM,2.86
8/14/2022 10:30:00 AM,2.94
8/14/2022 10:45:00 AM,2.90
8/14/2022 11:00:00 AM,2.78
8/14/2022 11:15:00 AM,2.65
8/14/2022 11:30:00 AM,2.79
8/14/2022 11:45:00 AM,2.48
8/14/2022 12:00:00 PM,2.72
8/14/2022 12:15:00 PM,2.76
8/14/2022 12:30:00 PM,2.61
8/14/2022 12:45:00 PM,2.29
8/14/2022 1:00:00 PM,2.60
8/14/2022 1:15:00 PM,2.34
8/14/2022 1:30:00 PM,2.73
8/14/2022 1:45:00 PM,2.24
8/14/2022 2:00:00 PM,2.50
8/14/2022 2:15:00 PM,2.09
8/14/2022 2:30:00 PM,2.66
8/14/2022 2:45:00 PM,2.15
8/14/2022 3:00:00 PM,2.09
8/14/2022 3:15:00 PM,2.54
8/14/2022 3:30:00 PM,2.46
8/14/2022 3:45:00 PM,2.88
8/14/2022 4:00:00 PM,2.79
8/14/2022 4:15:00 PM,2.75
8/14/2022 4:30:00 PM,2.89
8/14/2022 4:45:00 PM,3.00
8/14/2022 5:00:00 PM,3.22
8/14/2022 5:15:00 PM,3.04
8/14/2022 5:30:00 PM,3.20
8/14/2022 5:45:00 PM,3.62
8/14/2022 6:00:00 PM,3.67
8/14/2022 6:15:00 PM,3.55
8/14/2022 6:30:00 PM,3.56
8/14/2022 6:45:00 PM,3.62
8/14/2022 7:00:00 PM,3.01
8/14/2022 7:15:00 PM,3.39
8/14/2022 7:30:00 PM,3.40
8/14/2022 7:45:00 PM,3.17
8/14/2022 8:00:00 PM,3.61
8/14/2022 8:15:00 PM,3.12
8/14/2022 8:30:00 PM,3.25
8/14/2022 8:45:00 PM,3.17
8/14/2022 9:00:00 PM,3.21
8/14/2022 9:15:00 PM,3.63
8/14/2022 9:30:00 PM,3.85
8/14/2022 9:45:00 PM,2.88
8/14/2022 10:00:00 PM,3.26
8/14/2022 10:15:00 PM,2.78
8/14/2022 10:30:00 PM,2.72
8/14/2022 10:45:00 PM,2.69
8/14/2022 11:00:00 PM,2.97
8/14/2022 11:15:00 PM,2.91
8/14/2022 11:30:00 PM,2.55
8/14/2022 11:45:00 PM,2.86
8/15/2022 12:00:00 AM,2.56
8/15/2022 12:15:00 AM,2.67
8/15/2022 12:30:00 AM,2.60
8/15/2022 12:45:00 AM,2.55
8/15/2022 1:00:00 AM,2.45
8/15/2022 1:15:00 AM,2.76
8/15/2022 1:30:00 AM,2.59
8/15/2022 1:45:00 AM,2.52
8/15/2022 2:00:00 AM,2.41
8/15/2022 2:15:00 AM,2.54
8/15/2022 2:30:00 AM,2.63
8/15/2022 2:45:00 AM,2.50
8/15/2022 3:00:00 AM,2.38
8/15/2022 3:15:00 AM,2.49
8/15/2022 3:30:00 AM,2.47
8/15/2022 3:45:00 AM,2.39
8/15/2022 4:00:00 AM,2.60
8/15/2022 4:15:00 AM,2.91
8/15/2022 4:30:00 AM,2.69
8/15/2022 4:45:00 AM,2.75
8/15/2022 5:00:00 AM,2.44
8/15/2022 5:15:00 AM,2.55
8/15/2022 5:30:00 AM,3.38
8/15/2022 5:45:00 AM,2.93
8/15/2022 6:00:00 AM,2.62
8/15/2022 6:15:00 AM,2.75
8/15/2022 6:30:00 AM,2.90
8/15/2022 6:45:00 AM,2.59
8/15/2022 7:00:00 AM,2.89
8/15/2022 7:15:00 AM,2.67
8/15/2022 7:30:00 AM,2.98
8/15/2022 7:45:00 AM,2.71
8/15/2022 8:00:00 AM,2.69
8/15/2022 8:15:00 AM,2.55
8/15/2022 8:30:00 AM,3.18
8/15/2022 8:45:00 AM,2.52
8/15/2022 9:00:00 AM,2.58
8/15/2022 9:15:00 AM,2.51
8/15/2022 9:30:00 AM,2.69
8/15/2022 9:45:00 AM,2.52
8/15/2022 10:00:00 AM,2.49
8/15/2022 10:15:00 AM,2.73
8/15/2022 10:30:00 AM,2.64
8/15/2022 10:45:00 AM,2.51
8/15/2022 11:00:00 AM,2.58
8/15/2022 11:15:00 AM,2.32
8/15/2022 11:30:00 AM,2.45
8/15/2022 11:45:00 AM,2.54
8/15/2022 12:00:00 PM,2.48
8/15/2022 12:15:00 PM,2.23
8/15/2022 12:30:00 PM,2.25
8/15/2022 12:45:00 PM,2.09
8/15/2022 1:00:00 PM,2.10
8/15/2022 1:15:00 PM,2.15
8/15/2022 1:30:00 PM,1.99
8/15/2022 1:45:00 PM,2.14
8/15/2022 2:00:00 PM,2.06
8/15/2022 2:15:00 PM,2.12
8/15/2022 2:30:00 PM,2.21
8/15/2022 2:45:00 PM,2.07
8/15/2022 3:00:00 PM,2.06
8/15/2022 3:15:00 PM,2.02
8/15/2022 3:30:00 PM,1.90
8/15/2022 3:45:00 PM,2.30
8/15/2022 4:00:00 PM,2.63
8/15/2022 4:15:00 PM,2.54
8/15/2022 4:30:00 PM,2.59
8/15/2022 4:45:00 PM,2.64
8/15/2022 5:00:00 PM,2.75
8/15/2022 5:15:00 PM,2.90
8/15/2022 5:30:00 PM,2.94
8/15/2022 5:45:00 PM,2.99
8/15/2022 6:00:00 PM,2.93
8/15/2022 6:15:00 PM,3.07
8/15/2022 6:30:00 PM,3.11
8/15/2022 6:45:00 PM,2.88
8/15/2022 7:00:00 PM,2.93
8/15/2022 7:15:00 PM,2.88
8/15/2022 7:30:00 PM,2.92
8/15/2022 7:45:00 PM,3.14
8/15/2022 8:00:00 PM,2.92
8/15/2022 8:15:00 PM,2.88
8/15/2022 8:30:00 PM,2.83
8/15/2022 8:45:00 PM,2.97
8/15/2022 9:00:00 PM,2.76
8/15/2022 9:15:00 PM,2.94
8/15/2022 9:30:00 PM,2.79
8/15/2022 9:45:00 PM,2.89
8/15/2022 10:00:00 PM,2.81
8/15/2022 10:15:00 PM,2.64
8/15/2022 10:30:00 PM,3.14
8/15/2022 10:45:00 PM,2.63
8/15/2022 11:00:00 PM,2.35
8/15/2022 11:15:00 PM,2.47
8/15/2022 11:30:00 PM,2.25
8/15/2022 11:45:00 PM,2.27
8/16/2022 12:00:00 AM,2.39
8/16/2022 12:15:00 AM,2.55
8/16/2022 12:30:00 AM,2.33
8/16/2022 12:45:00 AM,2.34
8/16/2022 1:00:00 AM,2.41
8/16/2022 1:15:00 AM,2.22
8/16/2022 1:30:00 AM,2.24
8/16/2022 1:45:00 AM,2.08
8/16/2022 2:00:00 AM,2.05
8/16/2022 2:15:00 AM,2.16
8/16/2022 2:30:00 AM,2.11
8/16/2022 2:45:00 AM,2.31
8/16/2022 3:00:00 AM,1.89
8/16/2022 3:15:00 AM,2.05
8/16/2022 3:30:00 AM,2.32
8/16/2022 3:45:00 AM,2.17
8/16/2022 4:00:00 AM,1.93
8/16/2022 4:15:00 AM,2.12
8/16/2022 4:30:00 AM,2.11
8/16/2022 4:45:00 AM,2.26
8/16/2022 5:00:00 AM,1.96
8/16/2022 5:15:00 AM,2.37
8/16/2022 5:30:00 AM,2.26
8/16/2022 5:45:00 AM,2.23
8/16/2022 6:00:00 AM,2.24
8/16/2022 6:15:00 AM,2.23
8/16/2022 6:30:00 AM,2.41
8/16/2022 6:45:00 AM,2.29
8/16/2022 7:00:00 AM,2.53
8/16/2022 7:15:00 AM,2.35
8/16/2022 7:30:00 AM,2.54
8/16/2022 7:45:00 AM,2.53
8/16/2022 8:00:00 AM,2.48
8/16/2022 8:15:00 AM,2.44
8/16/2022 8:30:00 AM,2.41
8/16/2022 8:45:00 AM,2.53
8/16/2022 9:00:00 AM,2.48
8/16/2022 9:15:00 AM,2.27
8/16/2022 9:30:00 AM,2.41
8/16/2022 9:45:00 AM,2.25
8/16/2022 10:00:00 AM,2.20
8/16/2022 10:15:00 AM,2.79
8/16/2022 10:30:00 AM,1.90
8/16/2022 10:45:00 AM,1.99
8/16/2022 11:00:00 AM,2.13
8/16/2022 11:15:00 AM,2.06
8/16/2022 11:30:00 AM,2.12
8/16/2022 11:45:00 AM,2.07
8/16/2022 12:00:00 PM,2.11
8/16/2022 12:15:00 PM,2.23
8/16/2022 12:30:00 PM,2.02
8/16/2022 12:45:00 PM,2.07
8/16/2022 1:00:00 PM,2.03
8/16/2022 1:15:00 PM,2.31
8/16/2022 1:30:00 PM,2.39
8/16/2022 1:45:00 PM,2.11
8/16/2022 2:00:00 PM,2.03
8/16/2022 2:15:00 PM,2.26
8/16/2022 2:30:00 PM,2.25
8/16/2022 2:45:00 PM,2.04
8/16/2022 3:00:00 PM,2.02
8/16/2022 3:15:00 PM,1.99
8/16/2022 3:30:00 PM,2.10
8/16/2022 3:45:00 PM,1.77
8/16/2022 4:00:00 PM,2.37
8/16/2022 4:15:00 PM,2.28
8/16/2022 4:30:00 PM,2.41
8/16/2022 4:45:00 PM,2.59
8/16/2022 5:00:00 PM,2.50
8/16/2022 5:15:00 PM,2.51
8/16/2022 5:30:00 PM,2.66
8/16/2022 5:45:00 PM,2.62
8/16/2022 6:00:00 PM,2.62
8/16/2022 6:15:00 PM,2.68
8/16/2022 6:30:00 PM,2.69
8/16/2022 6:45:00 PM,3.08
8/16/2022 7:00:00 PM,3.00
8/16/2022 7:15:00 PM,2.63
8/16/2022 7:30:00 PM,2.73
8/16/2022 7:45:00 PM,2.75
8/16/2022 8:00:00 PM,2.64
8/16/2022 8:15:00 PM,2.85
8/16/2022 8:30:00 PM,2.61
8/16/2022 8:45:00 PM,2.80
8/16/2022 9:00:00 PM,2.66
8/16/2022 9:15:00 PM,2.86
8/16/2022 9:30:00 PM,2.86
8/16/2022 9:45:00 PM,2.82
8/16/2022 10:00:00 PM,2.92
8/16/2022 10:15:00 PM,2.79
8/16/2022 10:30:00 PM,2.71
8/16/2022 10:45:00 PM,2.83
8/16/2022 11:00:00 PM,2.99
8/16/2022 11:15:00 PM,2.14
8/16/2022 11:30:00 PM,2.57
8/16/2022 11:45:00 PM,2.18
8/17/2022 12:00:00 AM,2.15
8/17/2022 12:15:00 AM,2.30
8/17/2022 12:30:00 AM,2.16
8/17/2022 12:45:00 AM,2.25
8/17/2022 1:00:00 AM,2.36
8/17/2022 1:15:00 AM,2.26
8/17/2022 1:30:00 AM,2.28
8/17/2022 1:45:00 AM,2.51
8/17/2022 2:00:00 AM,2.48
8/17/2022 2:15:00 AM,2.13
8/17/2022 2:30:00 AM,2.13
8/17/2022 2:45:00 AM,1.98
8/17/2022 3:00:00 AM,1.93
8/17/2022 3:15:00 AM,1.94
8/17/2022 3:30:00 AM,1.98
8/17/2022 3:45:00 AM,1.96
8/17/2022 4:00:00 AM,1.91
8/17/2022 4:15:00 AM,1.71
8/17/2022 4:30:00 AM,1.85
8/17/2022 4:45:00 AM,1.85
8/17/2022 5:00:00 AM,1.92
8/17/2022 5:15:00 AM,2.13
8/17/2022 5:30:00 AM,2.09
8/17/2022 5:45:00 AM,1.99
8/17/2022 6:00:00 AM,2.07
8/17/2022 6:15:00 AM,2.13
8/17/2022 6:30:00 AM,2.05
8/17/2022 6:45:00 AM,2.16
8/17/2022 7:00:00 AM,2.29
8/17/2022 7:15:00 AM,2.15
8/17/2022 7:30:00 AM,2.20
8/17/2022 7:45:00 AM,2.01
8/17/2022 8:00:00 AM,2.15
8/17/2022 8:15:00 AM,2.23
8/17/2022 8:30:00 AM,2.16
8/17/2022 8:45:00 AM,2.00
8/17/2022 9:00:00 AM,2.42
8/17/2022 9:15:00 AM,2.29
8/17/2022 9:30:00 AM,2.18
8/17/2022 9:45:00 AM,2.10
8/17/2022 10:00:00 AM,2.10
8/17/2022 10:15:00 AM,2.16
8/17/2022 10:30:00 AM,2.01
8/17/2022 10:45:00 AM,1.77
8/17/2022 11:00:00 AM,1.82
8/17/2022 11:15:00 AM,2.35
8/17/2022 11:30:00 AM,2.24
8/17/2022 11:45:00 AM,2.16
8/17/2022 12:00:00 PM,2.05
8/17/2022 12:15:00 PM,2.19
8/17/2022 12:30:00 PM,1.92
8/17/2022 12:45:00 PM,1.97
8/17/2022 1:00:00 PM,1.89
8/17/2022 1:15:00 PM,1.92
8/17/2022 1:30:00 PM,2.22
8/17/2022 1:45:00 PM,2.19
8/17/2022 2:00:00 PM,2.00
8/17/2022 2:15:00 PM,2.13
8/17/2022 2:30:00 PM,2.05
8/17/2022 2:45:00 PM,2.33
8/17/2022 3:00:00 PM,2.02
8/17/2022 3:15:00 PM,2.10
8/17/2022 3:30:00 PM,2.15
8/17/2022 3:45:00 PM,2.05
8/17/2022 4:00:00 PM,1.85
8/17/2022 4:15:00 PM,2.41
8/17/2022 4:30:00 PM,2.69
8/17/2022 4:45:00 PM,2.46
8/17/2022 5:00:00 PM,2.24
8/17/2022 5:15:00 PM,2.48
8/17/2022 5:30:00 PM,2.59
8/17/2022 5:45:00 PM,2.48
8/17/2022 6:00:00 PM,2.29
8/17/2022 6:15:00 PM,2.33
8/17/2022 6:30:00 PM,2.39
8/17/2022 6:45:00 PM,2.36
8/17/2022 7:00:00 PM,2.43
8/17/2022 7:15:00 PM,2.25
8/17/2022 7:30:00 PM,2.22
8/17/2022 7:45:00 PM,2.39
8/17/2022 8:00:00 PM,2.47
8/17/2022 8:15:00 PM,2.52
8/17/2022 8:30:00 PM,2.31
8/17/2022 8:45:00 PM,2.56
8/17/2022 9:00:00 PM,2.55
8/17/2022 9:15:00 PM,2.38
8/17/2022 9:30:00 PM,2.55
8/17/2022 9:45:00 PM,2.54
8/17/2022 10:00:00 PM,2.76
8/17/2022 10:15:00 PM,2.49
8/17/2022 10:30:00 PM,2.47
8/17/2022 10:45:00 PM,2.49
8/17/2022 11:00:00 PM,2.27
8/17/2022 11:15:00 PM,2.67
8/17/2022 11:30:00 PM,2.17
8/17/2022 11:45:00 PM,2.18
8/18/2022 12:00:00 AM,2.46
8/18/2022 12:15:00 AM,2.01
8/18/2022 12:30:00 AM,2.13
8/18/2022 12:45:00 AM,2.42
8/18/2022 1:00:00 AM,2.08
8/18/2022 1:15:00 AM,2.09
8/18/2022 1:30:00 AM,2.08
8/18/2022 1:45:00 AM,2.02
8/18/2022 2:00:00 AM,2.17
8/18/2022 2:15:00 AM,2.14
8/18/2022 2:30:00 AM,2.03
8/18/2022 2:45:00 AM,1.95
8/18/2022 3:00:00 AM,1.96
8/18/2022 3:15:00 AM,1.91
8/18/2022 3:30:00 AM,1.82
8/18/2022 3:45:00 AM,1.79
8/18/2022 4:00:00 AM,1.78
8/18/2022 4:15:00 AM,1.79
8/18/2022 4:30:00 AM,1.79
8/18/2022 4:45:00 AM,1.88
8/18/2022 5:00:00 AM,1.79
8/18/2022 5:15:00 AM,1.74
8/18/2022 5:30:00 AM,1.82
8/18/2022 5:45:00 AM,1.85
8/18/2022 6:00:00 AM,1.66
8/18/2022 6:15:00 AM,1.97
8/18/2022 6:30:00 AM,1.64
8/18/2022 6:45:00 AM,1.68
8/18/2022 7:00:00 AM,1.74
8/18/2022 7:15:00 AM,1.77
8/18/2022 7:30:00 AM,1.72
8/18/2022 7:45:00 AM,1.82
8/18/2022 8:00:00 AM,1.81
8/18/2022 8:15:00 AM,1.81
8/18/2022 8:30:00 AM,1.98
8/18/2022 8:45:00 AM,1.85
8/18/2022 9:00:00 AM,2.18
8/18/2022 9:15:00 AM,2.09
8/18/2022 9:30:00 AM,1.92
8/18/2022 9:45:00 AM,1.86
8/18/2022 10:00:00 AM,2.01
8/18/2022 10:15:00 AM,1.95
8/18/2022 10:30:00 AM,1.89
8/18/2022 10:45:00 AM,1.77
8/18/2022 11:00:00 AM,2.01
8/18/2022 11:15:00 AM,1.89
8/18/2022 11:30:00 AM,2.05
8/18/2022 11:45:00 AM,1.71
8/18/2022 12:00:00 PM,1.66
8/18/2022 12:15:00 PM,1.86
8/18/2022 12:30:00 PM,1.61
8/18/2022 12:45:00 PM,1.68
8/18/2022 1:00:00 PM,1.50
8/18/2022 1:15:00 PM,2.02
8/18/2022 1:30:00 PM,1.97
8/18/2022 1:45:00 PM,1.97
8/18/2022 2:00:00 PM,2.05
8/18/2022 2:15:00 PM,1.98
8/18/2022 2:30:00 PM,2.22
8/18/2022 2:45:00 PM,2.02
8/18/2022 3:00:00 PM,1.94
8/18/2022 3:15:00 PM,2.03
8/18/2022 3:30:00 PM,1.94
8/18/2022 3:45:00 PM,2.06
8/18/2022 4:00:00 PM,2.05
8/18/2022 4:15:00 PM,2.00
8/18/2022 4:30:00 PM,2.08
8/18/2022 4:45:00 PM,1.94
8/18/2022 5:00:00 PM,2.28
8/18/2022 5:15:00 PM,2.32
8/18/2022 5:30:00 PM,2.38
8/18/2022 5:45:00 PM,2.43
8/18/2022 6:00:00 PM,2.49
8/18/2022 6:15:00 PM,2.46
8/18/2022 6:30:00 PM,2.43
8/18/2022 6:45:00 PM,2.54
8/18/2022 7:00:00 PM,2.50
8/18/2022 7:15:00 PM,2.37
8/18/2022 7:30:00 PM,2.41
8/18/2022 7:45:00 PM,2.33
8/18/2022 8:00:00 PM,2.44
8/18/2022 8:15:00 PM,2.35
8/18/2022 8:30:00 PM,2.31
8/18/2022 8:45:00 PM,2.31
8/18/2022 9:00:00 PM,2.48
8/18/2022 9:15:00 PM,2.56
8/18/2022 9:30:00 PM,2.55
8/18/2022 9:45:00 PM,2.45
8/18/2022 10:00:00 PM,2.42
8/18/2022 10:15:00 PM,2.32
8/18/2022 10:30:00 PM,2.54
8/18/2022 10:45:00 PM,2.47
8/18/2022 11:00:00 PM,2.55
8/18/2022 11:15:00 PM,2.45
8/18/2022 11:30:00 PM,2.33
8/18/2022 11:45:00 PM,2.07
8/19/2022 12:00:00 AM,2.27
8/19/2022 12:15:00 AM,2.18
8/19/2022 12:30:00 AM,2.08
