agency_cd,site_no,date_time,wtemp_inst,wtemp_inst_cd,spec_cond_inst,spec_cond_inst_cd,do_inst,do_inst_cd,p_h_inst,p_h_inst_cd,x_32316_inst,x_32316_inst_cd,ts213_ysi_exo_turb_inst,ts213_ysi_exo_turb_inst_cd,tz_cd
USGS,11312676,2022-01-25T22:30:00Z,10.5,A,318,A,9.8,P,7.4,P,2.15,P,4.3,P,Etc/GMT+8
USGS,11312676,2022-01-25T22:45:00Z,10.5,A,318,A,9.9,P,7.4,P,2.21,P,4.5,P,Etc/GMT+8
USGS,11312676,2022-01-25T23:00:00Z,10.6,A,319,A,9.9,P,7.4,P,2.2,P,4.4,P,Etc/GMT+8
USGS,11312676,2022-01-25T23:15:00Z,10.6,A,320,A,9.9,P,7.4,P,2.2,P,4.2,P,Etc/GMT+8
USGS,11312676,2022-01-25T23:30:00Z,10.6,A,320,A,9.9,P,7.4,P,2.17,P,4.2,P,Etc/GMT+8
USGS,11312676,2022-01-25T23:45:00Z,10.6,A,321,A,9.9,P,7.4,P,2.19,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-26T00:00:00Z,10.6,A,322,A,10,P,7.4,P,2.21,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-26T00:15:00Z,10.6,A,323,A,10,P,7.4,P,2.2,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-26T00:30:00Z,10.6,A,324,A,10,P,7.4,P,2.2,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-26T00:45:00Z,10.6,A,325,A,10,P,7.4,P,2.17,P,4,P,Etc/GMT+8
USGS,11312676,2022-01-26T01:00:00Z,10.6,A,326,A,10,P,7.4,P,2.18,P,3.9,P,Etc/GMT+8
USGS,11312676,2022-01-26T01:15:00Z,10.7,A,326,A,10,P,7.4,P,2.28,P,3.9,P,Etc/GMT+8
USGS,11312676,2022-01-26T01:30:00Z,10.6,A,328,A,10,P,7.4,P,2.28,P,3.9,P,Etc/GMT+8
USGS,11312676,2022-01-26T01:45:00Z,10.7,A,328,A,10,P,7.4,P,2.31,P,3.9,P,Etc/GMT+8
USGS,11312676,2022-01-26T02:00:00Z,10.6,A,329,A,10.1,P,7.4,P,2.3,P,4,P,Etc/GMT+8
USGS,11312676,2022-01-26T02:15:00Z,10.6,A,329,A,10,P,7.4,P,2.28,P,3.9,P,Etc/GMT+8
USGS,11312676,2022-01-26T02:30:00Z,10.6,A,331,A,10.1,P,7.4,P,2.32,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-26T02:45:00Z,10.5,A,332,A,10.1,P,7.4,P,2.25,P,4.3,P,Etc/GMT+8
USGS,11312676,2022-01-26T03:00:00Z,10.5,A,332,A,10.1,P,7.4,P,2.46,P,4.4,P,Etc/GMT+8
USGS,11312676,2022-01-26T03:15:00Z,10.5,A,332,A,10.1,P,7.4,P,2.59,P,4.5,P,Etc/GMT+8
USGS,11312676,2022-01-26T03:30:00Z,10.5,A,333,A,10.1,P,7.4,P,2.42,P,4.4,P,Etc/GMT+8
USGS,11312676,2022-01-26T03:45:00Z,10.5,A,332,A,10,P,7.4,P,2.26,P,4.4,P,Etc/GMT+8
USGS,11312676,2022-01-26T04:00:00Z,10.5,A,332,A,9.9,P,7.4,P,2.24,P,4.2,P,Etc/GMT+8
USGS,11312676,2022-01-26T04:15:00Z,10.4,A,333,A,9.8,P,7.4,P,2.08,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-26T04:30:00Z,10.4,A,334,A,9.7,P,7.4,P,2.13,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-26T04:45:00Z,10.4,A,333,A,9.8,P,7.3,P,2.13,P,4.4,P,Etc/GMT+8
USGS,11312676,2022-01-26T05:00:00Z,10.4,A,333,A,9.7,P,7.3,P,2.13,P,4.2,P,Etc/GMT+8
USGS,11312676,2022-01-26T05:15:00Z,10.4,A,332,A,9.7,P,7.3,P,2.1,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-26T05:30:00Z,10.4,A,332,A,9.7,P,7.3,P,2.11,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-26T05:45:00Z,10.4,A,330,A,9.7,P,7.3,P,2.12,P,4.2,P,Etc/GMT+8
USGS,11312676,2022-01-26T06:00:00Z,10.4,A,331,A,9.7,P,7.3,P,2.03,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-26T06:15:00Z,10.4,A,331,A,9.7,P,7.3,P,2.04,P,4,P,Etc/GMT+8
USGS,11312676,2022-01-26T06:30:00Z,10.4,A,331,A,9.7,P,7.3,P,2.14,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-26T06:45:00Z,10.4,A,331,A,9.7,P,7.3,P,2.08,P,4.2,P,Etc/GMT+8
USGS,11312676,2022-01-26T07:00:00Z,10.4,A,331,A,9.7,P,7.3,P,2.08,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-26T07:15:00Z,10.3,A,330,A,9.7,P,7.3,P,2.05,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-26T07:30:00Z,10.3,A,330,A,9.7,P,7.3,P,2.11,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-26T07:45:00Z,10.3,A,330,A,9.7,P,7.3,P,2.02,P,4.2,P,Etc/GMT+8
USGS,11312676,2022-01-26T08:00:00Z,10.3,A,330,A,9.6,P,7.3,P,2.05,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-26T08:15:00Z,10.3,A,330,A,9.6,P,7.3,P,2.15,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-26T08:30:00Z,10.3,A,330,A,9.6,P,7.3,P,2.16,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-26T08:45:00Z,10.3,A,329,A,9.6,P,7.3,P,2.2,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-26T09:00:00Z,10.3,A,328,A,9.6,P,7.3,P,2.29,P,4,P,Etc/GMT+8
USGS,11312676,2022-01-26T09:15:00Z,10.3,A,329,A,9.6,P,7.3,P,2.25,P,3.9,P,Etc/GMT+8
USGS,11312676,2022-01-26T09:30:00Z,10.3,A,328,A,9.6,P,7.3,P,2.28,P,3.9,P,Etc/GMT+8
USGS,11312676,2022-01-26T09:45:00Z,10.2,A,327,A,9.7,P,7.3,P,2.34,P,3.8,P,Etc/GMT+8
USGS,11312676,2022-01-26T10:00:00Z,10.3,A,330,A,9.6,P,7.3,P,2.36,P,3.8,P,Etc/GMT+8
USGS,11312676,2022-01-26T10:15:00Z,10.3,A,329,A,9.6,P,7.3,P,2.32,P,3.5,P,Etc/GMT+8
USGS,11312676,2022-01-26T10:30:00Z,10.3,A,328,A,9.5,P,7.3,P,2.3,P,3.7,P,Etc/GMT+8
USGS,11312676,2022-01-26T10:45:00Z,10.2,A,328,A,9.6,P,7.3,P,2.4,P,3.6,P,Etc/GMT+8
USGS,11312676,2022-01-26T11:00:00Z,10.2,A,331,A,9.6,P,7.3,P,2.33,P,3.7,P,Etc/GMT+8
USGS,11312676,2022-01-26T11:15:00Z,10.2,A,330,A,9.6,P,7.3,P,2.28,P,3.6,P,Etc/GMT+8
USGS,11312676,2022-01-26T11:30:00Z,10.2,A,330,A,9.6,P,7.3,P,2.32,P,3.6,P,Etc/GMT+8
USGS,11312676,2022-01-26T11:45:00Z,10.2,A,330,A,9.6,P,7.3,P,2.28,P,3.6,P,Etc/GMT+8
USGS,11312676,2022-01-26T12:00:00Z,10.2,A,330,A,9.6,P,7.3,P,2.16,P,3.6,P,Etc/GMT+8
USGS,11312676,2022-01-26T12:15:00Z,10.2,A,330,A,9.6,P,7.3,P,2.23,P,3.6,P,Etc/GMT+8
USGS,11312676,2022-01-26T12:30:00Z,10.1,A,331,A,9.6,P,7.3,P,2.3,P,3.6,P,Etc/GMT+8
USGS,11312676,2022-01-26T12:45:00Z,10.1,A,331,A,9.6,P,7.4,P,2.25,P,3.5,P,Etc/GMT+8
USGS,11312676,2022-01-26T13:00:00Z,10.1,A,331,A,9.6,P,7.4,P,2.32,P,3.6,P,Etc/GMT+8
USGS,11312676,2022-01-26T13:15:00Z,10.1,A,331,A,9.6,P,7.4,P,2.26,P,3.6,P,Etc/GMT+8
USGS,11312676,2022-01-26T13:30:00Z,10.1,A,331,A,9.6,P,7.4,P,2.29,P,3.6,P,Etc/GMT+8
USGS,11312676,2022-01-26T13:45:00Z,10.1,A,331,A,9.5,P,7.3,P,2.17,P,3.6,P,Etc/GMT+8
USGS,11312676,2022-01-26T14:00:00Z,10.1,A,331,A,9.6,P,7.4,P,2.16,P,3.8,P,Etc/GMT+8
USGS,11312676,2022-01-26T14:15:00Z,10.1,A,332,A,9.6,P,7.3,P,2.12,P,3.8,P,Etc/GMT+8
USGS,11312676,2022-01-26T14:30:00Z,10.1,A,331,A,9.6,P,7.3,P,2.08,P,3.9,P,Etc/GMT+8
USGS,11312676,2022-01-26T14:45:00Z,10.2,A,336,A,9.6,P,7.3,P,2.16,P,4,P,Etc/GMT+8
USGS,11312676,2022-01-26T15:00:00Z,10.2,A,336,A,9.5,P,7.3,P,2.11,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-26T15:15:00Z,10.2,A,338,A,9.5,P,7.3,P,2.16,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-26T15:30:00Z,10.2,A,341,A,9.5,P,7.3,P,2.27,P,4.2,P,Etc/GMT+8
USGS,11312676,2022-01-26T15:45:00Z,10.2,A,335,A,9.6,P,7.3,P,2.16,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-26T16:00:00Z,10.1,A,327,A,9.6,P,7.3,P,2.05,P,4.2,P,Etc/GMT+8
USGS,11312676,2022-01-26T16:15:00Z,10.1,A,325,A,9.6,P,7.3,P,2.08,P,4,P,Etc/GMT+8
USGS,11312676,2022-01-26T16:30:00Z,10.1,A,324,A,9.6,P,7.3,P,2.08,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-26T16:45:00Z,10.1,A,322,A,9.7,P,7.3,P,2.02,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-26T17:00:00Z,10.1,A,319,A,9.7,P,7.3,P,1.98,P,4.3,P,Etc/GMT+8
USGS,11312676,2022-01-26T17:15:00Z,10.1,A,318,A,9.7,P,7.3,P,2,P,4.3,P,Etc/GMT+8
USGS,11312676,2022-01-26T17:30:00Z,10.1,A,317,A,9.7,P,7.3,P,1.98,P,4.4,P,Etc/GMT+8
USGS,11312676,2022-01-26T17:45:00Z,10.1,A,317,A,9.7,P,7.3,P,2,P,4.5,P,Etc/GMT+8
USGS,11312676,2022-01-26T18:00:00Z,10.1,A,317,A,9.7,P,7.3,P,2.02,P,4.5,P,Etc/GMT+8
USGS,11312676,2022-01-26T18:15:00Z,10.1,A,316,A,9.7,P,7.3,P,2.08,P,4.6,P,Etc/GMT+8
USGS,11312676,2022-01-26T18:30:00Z,10.1,A,316,A,9.7,P,7.3,P,2.07,P,4.6,P,Etc/GMT+8
USGS,11312676,2022-01-26T18:45:00Z,10.2,A,315,A,9.7,P,7.3,P,2.02,P,4.6,P,Etc/GMT+8
USGS,11312676,2022-01-26T19:00:00Z,10.2,A,314,A,9.7,P,7.3,P,2.04,P,4.7,P,Etc/GMT+8
USGS,11312676,2022-01-26T19:15:00Z,10.2,A,312,A,9.7,P,7.3,P,2.06,P,4.8,P,Etc/GMT+8
USGS,11312676,2022-01-26T19:30:00Z,10.2,A,312,A,9.7,P,7.3,P,2.04,P,4.8,P,Etc/GMT+8
USGS,11312676,2022-01-26T19:45:00Z,10.2,A,311,A,9.7,P,7.3,P,2.04,P,4.9,P,Etc/GMT+8
USGS,11312676,2022-01-26T20:00:00Z,10.2,A,310,A,9.7,P,7.3,P,2.01,P,4.8,P,Etc/GMT+8
USGS,11312676,2022-01-26T20:15:00Z,10.3,A,310,A,9.7,P,7.3,P,2.06,P,4.8,P,Etc/GMT+8
USGS,11312676,2022-01-26T20:30:00Z,10.3,A,310,A,9.7,P,7.3,P,2.04,P,4.7,P,Etc/GMT+8
USGS,11312676,2022-01-26T20:45:00Z,10.3,A,310,A,9.7,P,7.3,P,2.04,P,4.7,P,Etc/GMT+8
USGS,11312676,2022-01-26T21:00:00Z,10.3,A,311,A,9.7,P,7.3,P,2.16,P,4.7,P,Etc/GMT+8
USGS,11312676,2022-01-26T21:15:00Z,10.3,A,312,A,9.7,P,7.4,P,2.17,P,4.6,P,Etc/GMT+8
USGS,11312676,2022-01-26T21:30:00Z,10.3,A,312,A,9.7,P,7.4,P,2.08,P,4.4,P,Etc/GMT+8
USGS,11312676,2022-01-26T21:45:00Z,10.4,A,311,A,9.7,P,7.4,P,2.18,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-26T22:00:00Z,10.4,A,315,A,9.7,P,7.4,P,2.16,P,4.2,P,Etc/GMT+8
USGS,11312676,2022-01-26T22:15:00Z,10.4,A,318,A,9.7,P,7.4,P,2.14,P,4.3,P,Etc/GMT+8
USGS,11312676,2022-01-26T22:30:00Z,10.4,A,318,A,9.7,P,7.4,P,2.22,P,4.2,P,Etc/GMT+8
USGS,11312676,2022-01-26T22:45:00Z,10.5,A,315,A,9.8,P,7.4,P,2.12,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-26T23:00:00Z,10.5,A,315,A,9.8,P,7.4,P,2.15,P,4.2,P,Etc/GMT+8
USGS,11312676,2022-01-26T23:15:00Z,10.5,A,318,A,9.8,P,7.4,P,2.15,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-26T23:30:00Z,10.5,A,316,A,9.8,P,7.4,P,2.12,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-26T23:45:00Z,10.5,A,316,A,9.8,P,7.4,P,2.2,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-27T00:00:00Z,10.5,A,317,A,9.8,P,7.4,P,2.1,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-27T00:15:00Z,10.5,A,318,A,9.8,P,7.4,P,2.16,P,4,P,Etc/GMT+8
USGS,11312676,2022-01-27T00:30:00Z,10.6,A,318,A,9.8,P,7.4,P,2.08,P,4,P,Etc/GMT+8
USGS,11312676,2022-01-27T00:45:00Z,10.6,A,319,A,9.9,P,7.4,P,2.12,P,4,P,Etc/GMT+8
USGS,11312676,2022-01-27T01:00:00Z,10.6,A,319,A,9.9,P,7.4,P,2.15,P,4,P,Etc/GMT+8
USGS,11312676,2022-01-27T01:15:00Z,10.6,A,320,A,9.9,P,7.4,P,2.17,P,4.2,P,Etc/GMT+8
USGS,11312676,2022-01-27T01:30:00Z,10.6,A,320,A,9.9,P,7.4,P,2.17,P,4,P,Etc/GMT+8
USGS,11312676,2022-01-27T01:45:00Z,10.6,A,321,A,10,P,7.4,P,2.22,P,4,P,Etc/GMT+8
USGS,11312676,2022-01-27T02:00:00Z,10.6,A,322,A,10,P,7.4,P,2.33,P,4.2,P,Etc/GMT+8
USGS,11312676,2022-01-27T02:15:00Z,10.6,A,323,A,10,P,7.4,P,2.24,P,4.2,P,Etc/GMT+8
USGS,11312676,2022-01-27T02:30:00Z,10.5,A,324,A,10,P,7.4,P,2.33,P,4.3,P,Etc/GMT+8
USGS,11312676,2022-01-27T02:45:00Z,10.5,A,326,A,10,P,7.4,P,2.33,P,4.5,P,Etc/GMT+8
USGS,11312676,2022-01-27T03:00:00Z,10.5,A,328,A,10,P,7.4,P,2.3,P,4.7,P,Etc/GMT+8
USGS,11312676,2022-01-27T03:15:00Z,10.4,A,330,A,10,P,7.4,P,2.34,P,4.9,P,Etc/GMT+8
USGS,11312676,2022-01-27T03:30:00Z,10.4,A,334,A,10,P,7.4,P,2.34,P,5,P,Etc/GMT+8
USGS,11312676,2022-01-27T03:45:00Z,10.4,A,335,A,10,P,7.4,P,2.41,P,5.1,P,Etc/GMT+8
USGS,11312676,2022-01-27T04:00:00Z,10.4,A,336,A,9.9,P,7.4,P,2.39,P,5.1,P,Etc/GMT+8
USGS,11312676,2022-01-27T04:15:00Z,10.3,A,336,A,10,P,7.4,P,2.36,P,5.3,P,Etc/GMT+8
USGS,11312676,2022-01-27T04:30:00Z,10.3,A,335,A,10,P,7.4,P,2.46,P,5,P,Etc/GMT+8
USGS,11312676,2022-01-27T04:45:00Z,10.3,A,335,A,9.9,P,7.4,P,2.43,P,5,P,Etc/GMT+8
USGS,11312676,2022-01-27T05:00:00Z,10.3,A,335,A,9.9,P,7.4,P,2.59,P,4.8,P,Etc/GMT+8
USGS,11312676,2022-01-27T05:15:00Z,10.3,A,335,A,9.9,P,7.4,P,2.22,P,5.1,P,Etc/GMT+8
USGS,11312676,2022-01-27T05:30:00Z,10.3,A,335,A,9.9,P,7.4,P,2.08,P,4.9,P,Etc/GMT+8
USGS,11312676,2022-01-27T05:45:00Z,10.4,A,336,A,9.7,P,7.4,P,2.16,P,4.6,P,Etc/GMT+8
USGS,11312676,2022-01-27T06:00:00Z,10.4,A,336,A,9.7,P,7.4,P,2.18,P,4.4,P,Etc/GMT+8
USGS,11312676,2022-01-27T06:15:00Z,10.4,A,335,A,9.7,P,7.3,P,2.14,P,4.6,P,Etc/GMT+8
USGS,11312676,2022-01-27T06:30:00Z,10.4,A,335,A,9.7,P,7.3,P,2.21,P,4.6,P,Etc/GMT+8
USGS,11312676,2022-01-27T06:45:00Z,10.4,A,333,A,9.7,P,7.3,P,2.13,P,4.7,P,Etc/GMT+8
USGS,11312676,2022-01-27T07:00:00Z,10.4,A,333,A,9.7,P,7.3,P,2.14,P,4.4,P,Etc/GMT+8
USGS,11312676,2022-01-27T07:15:00Z,10.4,A,330,A,9.7,P,7.3,P,2.08,P,4.3,P,Etc/GMT+8
USGS,11312676,2022-01-27T07:30:00Z,10.4,A,330,A,9.7,P,7.3,P,2.06,P,4.2,P,Etc/GMT+8
USGS,11312676,2022-01-27T07:45:00Z,10.3,A,330,A,9.7,P,7.3,P,2.1,P,4.2,P,Etc/GMT+8
USGS,11312676,2022-01-27T08:00:00Z,10.3,A,329,A,9.7,P,7.3,P,2.08,P,4.2,P,Etc/GMT+8
USGS,11312676,2022-01-27T08:15:00Z,10.3,A,329,A,9.7,P,7.3,P,2.08,P,4.4,P,Etc/GMT+8
USGS,11312676,2022-01-27T08:30:00Z,10.3,A,329,A,9.7,P,7.3,P,2.06,P,4.2,P,Etc/GMT+8
USGS,11312676,2022-01-27T08:45:00Z,10.3,A,328,A,9.6,P,7.3,P,2.04,P,4.2,P,Etc/GMT+8
USGS,11312676,2022-01-27T09:00:00Z,10.3,A,328,A,9.6,P,7.3,P,2.06,P,4.3,P,Etc/GMT+8
USGS,11312676,2022-01-27T09:15:00Z,10.3,A,328,A,9.6,P,7.3,P,2.02,P,4.3,P,Etc/GMT+8
USGS,11312676,2022-01-27T09:30:00Z,10.3,A,328,A,9.6,P,7.3,P,2.09,P,4.2,P,Etc/GMT+8
USGS,11312676,2022-01-27T09:45:00Z,10.3,A,327,A,9.6,P,7.3,P,2.04,P,4.2,P,Etc/GMT+8
USGS,11312676,2022-01-27T10:00:00Z,10.3,A,327,A,9.6,P,7.3,P,2.11,P,4.2,P,Etc/GMT+8
USGS,11312676,2022-01-27T10:15:00Z,10.3,A,327,A,9.6,P,7.3,P,2.1,P,4.2,P,Etc/GMT+8
USGS,11312676,2022-01-27T10:30:00Z,10.3,A,327,A,9.6,P,7.3,P,2.06,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-27T10:45:00Z,10.3,A,327,A,9.6,P,7.3,P,2.05,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-27T11:00:00Z,10.3,A,327,A,9.6,P,7.3,P,2.1,P,4,P,Etc/GMT+8
USGS,11312676,2022-01-27T11:15:00Z,10.3,A,327,A,9.6,P,7.3,P,2.1,P,4,P,Etc/GMT+8
USGS,11312676,2022-01-27T11:30:00Z,10.3,A,326,A,9.6,P,7.3,P,2.17,P,4,P,Etc/GMT+8
USGS,11312676,2022-01-27T11:45:00Z,10.3,A,326,A,9.6,P,7.3,P,2.16,P,3.9,P,Etc/GMT+8
USGS,11312676,2022-01-27T12:00:00Z,10.3,A,326,A,9.6,P,7.3,P,2.19,P,3.8,P,Etc/GMT+8
USGS,11312676,2022-01-27T12:15:00Z,10.3,A,326,A,9.6,P,7.3,P,2.39,P,3.5,P,Etc/GMT+8
USGS,11312676,2022-01-27T12:30:00Z,10.2,A,327,A,9.6,P,7.3,P,2.29,P,3.8,P,Etc/GMT+8
USGS,11312676,2022-01-27T12:45:00Z,10.2,A,327,A,9.6,P,7.3,P,2.29,P,3.6,P,Etc/GMT+8
USGS,11312676,2022-01-27T13:00:00Z,10.2,A,327,A,9.6,P,7.3,P,2.26,P,3.6,P,Etc/GMT+8
USGS,11312676,2022-01-27T13:15:00Z,10.2,A,328,A,9.6,P,7.3,P,2.22,P,3.7,P,Etc/GMT+8
USGS,11312676,2022-01-27T13:30:00Z,10.2,A,327,A,9.6,P,7.4,P,2.29,P,3.6,P,Etc/GMT+8
USGS,11312676,2022-01-27T13:45:00Z,10.2,A,327,A,9.6,P,7.3,P,2.32,P,3.6,P,Etc/GMT+8
USGS,11312676,2022-01-27T14:00:00Z,10.2,A,328,A,9.6,P,7.3,P,2.38,P,3.6,P,Etc/GMT+8
USGS,11312676,2022-01-27T14:15:00Z,10.2,A,328,A,9.6,P,7.3,P,2.33,P,3.5,P,Etc/GMT+8
USGS,11312676,2022-01-27T14:30:00Z,10.2,A,328,A,9.5,P,7.3,P,2.22,P,3.7,P,Etc/GMT+8
USGS,11312676,2022-01-27T14:45:00Z,10.1,A,328,A,9.6,P,7.4,P,2.18,P,3.8,P,Etc/GMT+8
USGS,11312676,2022-01-27T15:00:00Z,10.2,A,336,A,9.5,P,7.3,P,2.3,P,4,P,Etc/GMT+8
USGS,11312676,2022-01-27T15:15:00Z,10.2,A,333,A,9.5,P,7.3,P,2.16,P,3.9,P,Etc/GMT+8
USGS,11312676,2022-01-27T15:30:00Z,10.2,A,328,A,9.6,P,7.3,P,2.12,P,3.8,P,Etc/GMT+8
USGS,11312676,2022-01-27T15:45:00Z,10.2,A,331,A,9.6,P,7.3,P,2.11,P,3.8,P,Etc/GMT+8
USGS,11312676,2022-01-27T16:00:00Z,10.2,A,330,A,9.6,P,7.3,P,2.11,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-27T16:15:00Z,10.2,A,325,A,9.6,P,7.3,P,2.09,P,4,P,Etc/GMT+8
USGS,11312676,2022-01-27T16:30:00Z,10.2,A,324,A,9.6,P,7.3,P,2.06,P,3.9,P,Etc/GMT+8
USGS,11312676,2022-01-27T16:45:00Z,10.2,A,322,A,9.6,P,7.3,P,2.08,P,4,P,Etc/GMT+8
USGS,11312676,2022-01-27T17:00:00Z,10.1,A,322,A,9.6,P,7.3,P,2.02,P,4,P,Etc/GMT+8
USGS,11312676,2022-01-27T17:15:00Z,10.1,A,321,A,9.6,P,7.3,P,2,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-27T17:30:00Z,10.2,A,320,A,9.6,P,7.3,P,2.07,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-27T17:45:00Z,10.2,A,318,A,9.7,P,7.3,P,2.06,P,4.3,P,Etc/GMT+8
USGS,11312676,2022-01-27T18:00:00Z,10.2,A,317,A,9.7,P,7.3,P,2.07,P,4.2,P,Etc/GMT+8
USGS,11312676,2022-01-27T18:15:00Z,10.2,A,316,A,9.7,P,7.3,P,1.97,P,4.3,P,Etc/GMT+8
USGS,11312676,2022-01-27T18:30:00Z,10.2,A,316,A,9.7,P,7.3,P,2.07,P,4.3,P,Etc/GMT+8
USGS,11312676,2022-01-27T18:45:00Z,10.2,A,316,A,9.7,P,7.3,P,2.16,P,4.4,P,Etc/GMT+8
USGS,11312676,2022-01-27T19:00:00Z,10.3,A,314,A,9.7,P,7.3,P,2.12,P,4.4,P,Etc/GMT+8
USGS,11312676,2022-01-27T19:15:00Z,10.3,A,313,A,9.7,P,7.3,P,2.14,P,4.5,P,Etc/GMT+8
USGS,11312676,2022-01-27T19:30:00Z,10.3,A,311,A,9.7,P,7.3,P,2.06,P,4.5,P,Etc/GMT+8
USGS,11312676,2022-01-27T19:45:00Z,10.3,A,310,A,9.7,P,7.3,P,2.26,P,4.6,P,Etc/GMT+8
USGS,11312676,2022-01-27T20:00:00Z,10.3,A,309,A,9.7,P,7.3,P,2.38,P,4.6,P,Etc/GMT+8
USGS,11312676,2022-01-27T20:15:00Z,10.3,A,308,A,9.7,P,7.3,P,2.38,P,4.8,P,Etc/GMT+8
USGS,11312676,2022-01-27T20:30:00Z,10.3,A,308,A,9.7,P,7.3,P,2.34,P,4.8,P,Etc/GMT+8
USGS,11312676,2022-01-27T20:45:00Z,10.4,A,307,A,9.7,P,7.3,P,2.35,P,4.8,P,Etc/GMT+8
USGS,11312676,2022-01-27T21:00:00Z,10.4,A,307,A,9.7,P,7.3,P,2.34,P,4.8,P,Etc/GMT+8
USGS,11312676,2022-01-27T21:15:00Z,10.4,A,307,A,9.7,P,7.3,P,2.4,P,4.7,P,Etc/GMT+8
USGS,11312676,2022-01-27T21:30:00Z,10.4,A,306,A,9.7,P,7.3,P,2.53,P,4.6,P,Etc/GMT+8
USGS,11312676,2022-01-27T21:45:00Z,10.4,A,307,A,9.7,P,7.3,P,3.02,P,4.5,P,Etc/GMT+8
USGS,11312676,2022-01-27T22:00:00Z,10.4,A,306,A,9.7,P,7.4,P,NA,NA,4.4,P,Etc/GMT+8
USGS,11312676,2022-01-27T22:15:00Z,10.5,A,306,A,9.8,P,7.4,P,2.06,P,4,P,Etc/GMT+8
USGS,11312676,2022-01-27T22:30:00Z,10.5,A,307,A,9.7,P,7.4,P,2.21,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-27T22:45:00Z,10.4,A,314,A,9.7,P,7.4,P,2.24,P,4.4,P,Etc/GMT+8
USGS,11312676,2022-01-27T23:00:00Z,10.5,A,315,A,9.7,P,7.4,P,2.19,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-27T23:15:00Z,10.6,A,312,A,9.8,P,7.4,P,2.16,P,4.2,P,Etc/GMT+8
USGS,11312676,2022-01-27T23:30:00Z,10.6,A,312,A,9.8,P,7.4,P,2.2,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-27T23:45:00Z,10.6,A,312,A,9.8,P,7.4,P,2.2,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-28T00:00:00Z,10.6,A,310,A,9.8,P,7.4,P,2.14,P,4,P,Etc/GMT+8
USGS,11312676,2022-01-28T00:15:00Z,10.6,A,311,A,9.8,P,7.4,P,2.16,P,4,P,Etc/GMT+8
USGS,11312676,2022-01-28T00:30:00Z,10.6,A,311,A,9.9,P,7.4,P,2.21,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-01-28T00:45:00Z,10.6,A,312,A,9.9,P,7.4,P,2.13,P,4,P,Etc/GMT+8
USGS,11312676,2022-01-28T01:00:00Z,10.7,A,312,A,9.9,P,7.4,P,2.2,P,3.9,P,Etc/GMT+8
USGS,11312676,2022-01-28T01:15:00Z,10.6,A,314,A,9.9,P,7.4,P,2.24,P,4,P,Etc/GMT+8
USGS,11312676,2022-01-28T01:30:00Z,10.6,A,314,A,9.9,P,7.4,P,2.28,P,4,P,Etc/GMT+8
USGS,11312676,2022-01-28T01:45:00Z,10.6,A,315,A,9.9,P,7.4,P,2.26,P,3.9,P,Etc/GMT+8
USGS,11312676,2022-01-28T02:00:00Z,10.6,A,315,A,9.9,P,7.4,P,2.3,P,4,P,Etc/GMT+8
USGS,11312676,2022-01-28T02:15:00Z,10.6,A,316,A,9.9,P,7.4,P,2.31,P,4,P,Etc/GMT+8
