BGC_ID	Mapping	Date	Time	Year	Month	Site	NWIS_site_no	Method	Lab	Tox_class	Analyte	Result	detect_tox	SiteDateID	UniqueID
BGC006662	N	2022-05-18	12:22:00	2022	May	MDM	11312676	LC-MS/MS	Lumigen	Microcystins	MC-WR	N/A	NA	MDM_2022-05-18	MDM_2022-05-18_12:22:00
BGC006662	N	2022-05-18	12:22:00	2022	May	MDM	11312676	LC-MS/MS	Lumigen	Anabaenopeptins	Anabaenopeptin B	ND	No	MDM_2022-05-18	MDM_2022-05-18_12:22:00
BGC006662	N	2022-05-18	12:22:00	2022	May	MDM	11312676	LC-MS/MS	Lumigen	Anabaenopeptins	Anabaenopeptin F	ND	No	MDM_2022-05-18	MDM_2022-05-18_12:22:00
BGC006662	N	2022-05-18	12:22:00	2022	May	MDM	11312676	LC-MS/MS	Lumigen	Anabaenopeptins	Anabaenopeptin A	ND	No	MDM_2022-05-18	MDM_2022-05-18_12:22:00
BGC006662	N	2022-05-18	12:22:00	2022	May	MDM	11312676	LC-MS/MS	Lumigen	Anabaenopeptins	Oscillamide Y	ND	No	MDM_2022-05-18	MDM_2022-05-18_12:22:00
BGC006662	N	2022-05-18	12:22:00	2022	May	MDM	11312676	LC-MS/MS	Lumigen	Nodularin	Nodularin	ND	No	MDM_2022-05-18	MDM_2022-05-18_12:22:00
BGC006662	N	2022-05-18	12:22:00	2022	May	MDM	11312676	LC-MS/MS	Lumigen	Anatoxins	Dihydroanatoxin	ND	No	MDM_2022-05-18	MDM_2022-05-18_12:22:00
BGC006662	N	2022-05-18	12:22:00	2022	May	MDM	11312676	LC-MS/MS	Lumigen	Anatoxins	Anatoxin-a	ND	No	MDM_2022-05-18	MDM_2022-05-18_12:22:00
BGC006662	N	2022-05-18	12:22:00	2022	May	MDM	11312676	LC-MS/MS	Lumigen	Anatoxins	Homoanatoxin-a	ND	No	MDM_2022-05-18	MDM_2022-05-18_12:22:00
BGC006662	N	2022-05-18	12:22:00	2022	May	MDM	11312676	LC-MS/MS	Lumigen	Cylindrospermopsins	Cylindrospermopsin	ND	No	MDM_2022-05-18	MDM_2022-05-18_12:22:00
BGC006662	N	2022-05-18	12:22:00	2022	May	MDM	11312676	LC-MS/MS	Lumigen	Cylindrospermopsins	7-epi-Cylindrospermopsin	ND	No	MDM_2022-05-18	MDM_2022-05-18_12:22:00
BGC006662	N	2022-05-18	12:22:00	2022	May	MDM	11312676	LC-MS/MS	Lumigen	Cylindrospermopsins	7-deoxy-Cylindrospermopsin	ND	No	MDM_2022-05-18	MDM_2022-05-18_12:22:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Microcystins	D-Asp3-Dhb7-RR	ND	No	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Microcystins	MC- RR	ND	No	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Microcystins	dMC-RR	N/A	NA	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Microcystins	MC-YR	ND	No	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Microcystins	MC-HtyR	ND	No	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Microcystins	MC-LR	ND	No	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Microcystins	Dha-LR	ND	No	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Microcystins	D-Asp3-LR	ND	No	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Microcystins	(Asp3)MC-LR	N/A	NA	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Microcystins	Leu1 LR	ND	No	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Microcystins	(Leu)MC-LR	N/A	NA	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Microcystins	MC-HilR	ND	No	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Microcystins	dMC-HtyR	N/A	NA	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Microcystins	MC-LA	ND	No	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Microcystins	MC-LY/E	N/A	NA	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Microcystins	MC-LY	ND	No	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Microcystins	MC-LW	ND	No	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Microcystins	MC-LF	ND	No	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Microcystins	MC-WR	N/A	NA	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Anabaenopeptins	Anabaenopeptin B	ND	No	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Anabaenopeptins	Anabaenopeptin F	ND	No	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Anabaenopeptins	Anabaenopeptin A	ND	No	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Anabaenopeptins	Oscillamide Y	ND	No	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Nodularin	Nodularin	ND	No	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Anatoxins	Dihydroanatoxin	ND	No	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Anatoxins	Anatoxin-a	ND	No	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Anatoxins	Homoanatoxin-a	ND	No	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Cylindrospermopsins	Cylindrospermopsin	ND	No	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Cylindrospermopsins	7-epi-Cylindrospermopsin	ND	No	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006663	N	2022-05-18	13:15:00	2022	May	MRB	11312674	LC-MS/MS	Lumigen	Cylindrospermopsins	7-deoxy-Cylindrospermopsin	ND	No	MRB_2022-05-18	MRB_2022-05-18_13:15:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Microcystins	D-Asp3-Dhb7-RR	ND	No	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Microcystins	MC- RR	ND	No	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Microcystins	dMC-RR	N/A	NA	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Microcystins	MC-YR	ND	No	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Microcystins	MC-HtyR	ND	No	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Microcystins	MC-LR	ND	No	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Microcystins	Dha-LR	ND	No	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Microcystins	D-Asp3-LR	ND	No	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Microcystins	(Asp3)MC-LR	N/A	NA	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Microcystins	Leu1 LR	ND	No	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Microcystins	(Leu)MC-LR	N/A	NA	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Microcystins	MC-HilR	ND	No	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Microcystins	dMC-HtyR	N/A	NA	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Microcystins	MC-LA	ND	No	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Microcystins	MC-LY/E	N/A	NA	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Microcystins	MC-LY	ND	No	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Microcystins	MC-LW	ND	No	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Microcystins	MC-LF	ND	No	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Microcystins	MC-WR	N/A	NA	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Anabaenopeptins	Anabaenopeptin B	ND	No	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Anabaenopeptins	Anabaenopeptin F	ND	No	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Anabaenopeptins	Anabaenopeptin A	ND	No	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Anabaenopeptins	Oscillamide Y	ND	No	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Nodularin	Nodularin	ND	No	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Anatoxins	Dihydroanatoxin	ND	No	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Anatoxins	Anatoxin-a	ND	No	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Anatoxins	Homoanatoxin-a	ND	No	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Cylindrospermopsins	Cylindrospermopsin	ND	No	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Cylindrospermopsins	7-epi-Cylindrospermopsin	ND	No	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006664	N	2022-05-18	13:39:00	2022	May	ORCC	11313250	LC-MS/MS	Lumigen	Cylindrospermopsins	7-deoxy-Cylindrospermopsin	ND	No	ORCC_2022-05-18	ORCC_2022-05-18_13:39:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Microcystins	D-Asp3-Dhb7-RR	ND	No	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Microcystins	MC- RR	ND	No	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Microcystins	dMC-RR	N/A	NA	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Microcystins	MC-YR	ND	No	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Microcystins	MC-HtyR	ND	No	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Microcystins	MC-LR	ND	No	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Microcystins	Dha-LR	ND	No	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Microcystins	D-Asp3-LR	ND	No	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Microcystins	(Asp3)MC-LR	N/A	NA	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Microcystins	Leu1 LR	ND	No	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Microcystins	(Leu)MC-LR	N/A	NA	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Microcystins	MC-HilR	ND	No	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Microcystins	dMC-HtyR	N/A	NA	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Microcystins	MC-LA	ND	No	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Microcystins	MC-LY/E	N/A	NA	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Microcystins	MC-LY	ND	No	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Microcystins	MC-LW	ND	No	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Microcystins	MC-LF	ND	No	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Microcystins	MC-WR	N/A	NA	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Anabaenopeptins	Anabaenopeptin B	ND	No	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Anabaenopeptins	Anabaenopeptin F	ND	No	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Anabaenopeptins	Anabaenopeptin A	ND	No	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Anabaenopeptins	Oscillamide Y	ND	No	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Nodularin	Nodularin	ND	No	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Anatoxins	Dihydroanatoxin	ND	No	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Anatoxins	Anatoxin-a	ND	No	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Anatoxins	Homoanatoxin-a	ND	No	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Cylindrospermopsins	Cylindrospermopsin	ND	No	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Cylindrospermopsins	7-epi-Cylindrospermopsin	ND	No	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006665	N	2022-05-18	14:07:00	2022	May	ORI	11313325	LC-MS/MS	Lumigen	Cylindrospermopsins	7-deoxy-Cylindrospermopsin	ND	No	ORI_2022-05-18	ORI_2022-05-18_14:07:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Microcystins	D-Asp3-Dhb7-RR	ND	No	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Microcystins	MC- RR	ND	No	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Microcystins	dMC-RR	N/A	NA	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Microcystins	MC-YR	ND	No	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Microcystins	MC-HtyR	ND	No	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Microcystins	MC-LR	ND	No	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Microcystins	Dha-LR	ND	No	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Microcystins	D-Asp3-LR	ND	No	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Microcystins	(Asp3)MC-LR	N/A	NA	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Microcystins	Leu1 LR	ND	No	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Microcystins	(Leu)MC-LR	N/A	NA	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Microcystins	MC-HilR	ND	No	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Microcystins	dMC-HtyR	N/A	NA	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Microcystins	MC-LA	ND	No	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Microcystins	MC-LY/E	N/A	NA	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Microcystins	MC-LY	ND	No	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Microcystins	MC-LW	ND	No	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Microcystins	MC-LF	ND	No	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Microcystins	MC-WR	N/A	NA	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Anabaenopeptins	Anabaenopeptin B	ND	No	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Anabaenopeptins	Anabaenopeptin F	ND	No	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Anabaenopeptins	Anabaenopeptin A	ND	No	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Anabaenopeptins	Oscillamide Y	ND	No	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Nodularin	Nodularin	ND	No	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Anatoxins	Dihydroanatoxin	ND	No	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Anatoxins	Anatoxin-a	ND	No	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Anatoxins	Homoanatoxin-a	ND	No	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Cylindrospermopsins	Cylindrospermopsin	ND	No	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Cylindrospermopsins	7-epi-Cylindrospermopsin	ND	No	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006666	N	2022-05-18	14:30:00	2022	May	OLD	11313405	LC-MS/MS	Lumigen	Cylindrospermopsins	7-deoxy-Cylindrospermopsin	ND	No	OLD_2022-05-18	OLD_2022-05-18_14:30:00
BGC006667	N	2022-05-18	15:00:00	2022	May	ORF	380300121344801	LC-MS/MS	Lumigen	Microcystins	D-Asp3-Dhb7-RR	ND	No	ORF_2022-05-18	ORF_2022-05-18_15:00:00
BGC006667	N	2022-05-18	15:00:00	2022	May	ORF	380300121344801	LC-MS/MS	Lumigen	Microcystins	MC- RR	ND	No	ORF_2022-05-18	ORF_2022-05-18_15:00:00
BGC006667	N	2022-05-18	15:00:00	2022	May	ORF	380300121344801	LC-MS/MS	Lumigen	Microcystins	dMC-RR	N/A	NA	ORF_2022-05-18	ORF_2022-05-18_15:00:00
BGC006667	N	2022-05-18	15:00:00	2022	May	ORF	380300121344801	LC-MS/MS	Lumigen	Microcystins	MC-YR	ND	No	ORF_2022-05-18	ORF_2022-05-18_15:00:00
BGC006667	N	2022-05-18	15:00:00	2022	May	ORF	380300121344801	LC-MS/MS	Lumigen	Microcystins	MC-HtyR	ND	No	ORF_2022-05-18	ORF_2022-05-18_15:00:00
BGC006667	N	2022-05-18	15:00:00	2022	May	ORF	380300121344801	LC-MS/MS	Lumigen	Microcystins	MC-LR	ND	No	ORF_2022-05-18	ORF_2022-05-18_15:00:00
BGC006667	N	2022-05-18	15:00:00	2022	May	ORF	380300121344801	LC-MS/MS	Lumigen	Microcystins	Dha-LR	ND	No	ORF_2022-05-18	ORF_2022-05-18_15:00:00
