"station","parameter","time","value","unit","qaqc_flag_id"
"FRK","WaterTemperature",2022-09-01 07:30:00,21.92,"°C","G"
"FRK","WaterTemperature",2022-09-01 07:45:00,21.94,"°C","G"
"FRK","WaterTemperature",2022-09-01 08:00:00,21.96,"°C","G"
"FRK","WaterTemperature",2022-09-01 08:15:00,21.99,"°C","G"
"FRK","WaterTemperature",2022-09-01 08:30:00,22.01,"°C","G"
"FRK","WaterTemperature",2022-09-01 08:45:00,22.02,"°C","G"
"FRK","WaterTemperature",2022-09-01 09:00:00,22.04,"°C","G"
"FRK","WaterTemperature",2022-09-01 09:15:00,22.07,"°C","G"
"FRK","WaterTemperature",2022-09-01 09:30:00,22.1,"°C","G"
"FRK","WaterTemperature",2022-09-01 09:45:00,22.15,"°C","G"
"FRK","WaterTemperature",2022-09-01 10:00:00,22.24,"°C","G"
"FRK","WaterTemperature",2022-09-01 10:15:00,22.37,"°C","G"
"FRK","WaterTemperature",2022-09-01 10:30:00,22.43,"°C","G"
"FRK","WaterTemperature",2022-09-01 10:45:00,22.5,"°C","G"
"FRK","WaterTemperature",2022-09-01 11:00:00,22.57,"°C","G"
"FRK","WaterTemperature",2022-09-01 11:15:00,22.66,"°C","G"
"FRK","WaterTemperature",2022-09-01 11:30:00,22.75,"°C","G"
"FRK","WaterTemperature",2022-09-01 11:45:00,22.85,"°C","G"
"FRK","WaterTemperature",2022-09-01 12:00:00,22.96,"°C","G"
"FRK","WaterTemperature",2022-09-01 12:15:00,23.07,"°C","G"
"FRK","WaterTemperature",2022-09-01 12:30:00,23.16,"°C","G"
"FRK","WaterTemperature",2022-09-01 12:45:00,23.24,"°C","G"
"FRK","WaterTemperature",2022-09-01 13:00:00,23.26,"°C","G"
"FRK","WaterTemperature",2022-09-01 13:15:00,23.32,"°C","G"
"FRK","WaterTemperature",2022-09-01 13:30:00,23.16,"°C","G"
"FRK","WaterTemperature",2022-09-01 13:45:00,22.6,"°C","G"
"FRK","WaterTemperature",2022-09-01 14:00:00,22.61,"°C","G"
"FRK","WaterTemperature",2022-09-01 14:15:00,22.9,"°C","G"
"FRK","WaterTemperature",2022-09-01 14:30:00,23.31,"°C","G"
"FRK","WaterTemperature",2022-09-01 14:45:00,23.57,"°C","G"
"FRK","WaterTemperature",2022-09-01 15:00:00,23.83,"°C","G"
"FRK","WaterTemperature",2022-09-01 15:15:00,24.04,"°C","G"
"FRK","WaterTemperature",2022-09-01 15:30:00,24.22,"°C","G"
"FRK","WaterTemperature",2022-09-01 15:45:00,24.27,"°C","G"
"FRK","WaterTemperature",2022-09-01 16:00:00,24.28,"°C","G"
"FRK","WaterTemperature",2022-09-01 16:15:00,24.22,"°C","G"
"FRK","WaterTemperature",2022-09-01 16:30:00,24.2,"°C","G"
"FRK","WaterTemperature",2022-09-01 16:45:00,24.2,"°C","G"
"FRK","WaterTemperature",2022-09-01 17:00:00,24.21,"°C","G"
"FRK","WaterTemperature",2022-09-01 17:15:00,24.21,"°C","G"
"FRK","WaterTemperature",2022-09-01 17:30:00,24.2,"°C","G"
"FRK","WaterTemperature",2022-09-01 17:45:00,24.19,"°C","G"
"FRK","WaterTemperature",2022-09-01 18:00:00,24.15,"°C","G"
"FRK","WaterTemperature",2022-09-01 18:15:00,24.1,"°C","G"
"FRK","WaterTemperature",2022-09-01 18:30:00,24.07,"°C","G"
"FRK","WaterTemperature",2022-09-01 18:45:00,24.05,"°C","G"
"FRK","WaterTemperature",2022-09-01 19:00:00,24.04,"°C","G"
"FRK","WaterTemperature",2022-09-01 19:15:00,24.03,"°C","G"
"FRK","WaterTemperature",2022-09-01 19:30:00,24,"°C","G"
"FRK","WaterTemperature",2022-09-01 19:45:00,23.99,"°C","G"
"FRK","WaterTemperature",2022-09-01 20:00:00,23.97,"°C","G"
"FRK","WaterTemperature",2022-09-01 20:15:00,23.96,"°C","G"
"FRK","WaterTemperature",2022-09-01 20:30:00,23.95,"°C","G"
"FRK","WaterTemperature",2022-09-01 20:45:00,23.92,"°C","G"
"FRK","WaterTemperature",2022-09-01 21:00:00,23.91,"°C","G"
"FRK","WaterTemperature",2022-09-01 21:15:00,23.89,"°C","G"
"FRK","WaterTemperature",2022-09-01 21:30:00,23.87,"°C","G"
"FRK","WaterTemperature",2022-09-01 21:45:00,23.84,"°C","G"
"FRK","WaterTemperature",2022-09-01 22:00:00,23.82,"°C","G"
"FRK","WaterTemperature",2022-09-01 22:15:00,23.81,"°C","G"
"FRK","WaterTemperature",2022-09-01 22:30:00,23.84,"°C","G"
"FRK","WaterTemperature",2022-09-01 22:45:00,23.87,"°C","G"
"FRK","WaterTemperature",2022-09-01 23:00:00,23.89,"°C","G"
"FRK","WaterTemperature",2022-09-01 23:15:00,23.91,"°C","G"
"FRK","WaterTemperature",2022-09-01 23:30:00,23.94,"°C","G"
"FRK","WaterTemperature",2022-09-01 23:45:00,23.95,"°C","G"
"FRK","WaterTemperature",2022-09-02 00:00:00,23.94,"°C","G"
"FRK","WaterTemperature",2022-09-02 00:15:00,23.9,"°C","G"
"FRK","WaterTemperature",2022-09-02 00:30:00,23.87,"°C","G"
"FRK","WaterTemperature",2022-09-02 00:45:00,23.82,"°C","G"
"FRK","WaterTemperature",2022-09-02 01:00:00,23.78,"°C","G"
"FRK","WaterTemperature",2022-09-02 01:15:00,23.72,"°C","G"
"FRK","WaterTemperature",2022-09-02 01:30:00,23.66,"°C","G"
"FRK","WaterTemperature",2022-09-02 01:45:00,23.62,"°C","G"
"FRK","WaterTemperature",2022-09-02 02:00:00,23.55,"°C","G"
"FRK","WaterTemperature",2022-09-02 02:15:00,23.5,"°C","G"
"FRK","WaterTemperature",2022-09-02 02:30:00,23.44,"°C","G"
"FRK","WaterTemperature",2022-09-02 02:45:00,23.4,"°C","G"
"FRK","WaterTemperature",2022-09-02 03:00:00,23.35,"°C","G"
"FRK","WaterTemperature",2022-09-02 03:15:00,23.28,"°C","G"
"FRK","WaterTemperature",2022-09-02 03:30:00,23.19,"°C","G"
"FRK","WaterTemperature",2022-09-02 03:45:00,23.12,"°C","G"
"FRK","WaterTemperature",2022-09-02 04:00:00,23.03,"°C","G"
"FRK","WaterTemperature",2022-09-02 04:15:00,22.95,"°C","G"
"FRK","WaterTemperature",2022-09-02 04:30:00,22.9,"°C","G"
"FRK","WaterTemperature",2022-09-02 04:45:00,22.87,"°C","G"
"FRK","WaterTemperature",2022-09-02 05:00:00,22.82,"°C","G"
"FRK","WaterTemperature",2022-09-02 05:15:00,22.72,"°C","G"
"FRK","WaterTemperature",2022-09-02 05:30:00,22.54,"°C","G"
"FRK","WaterTemperature",2022-09-02 05:45:00,22.49,"°C","G"
"FRK","WaterTemperature",2022-09-02 06:00:00,22.49,"°C","G"
"FRK","WaterTemperature",2022-09-02 06:15:00,22.52,"°C","G"
"FRK","WaterTemperature",2022-09-02 06:30:00,22.54,"°C","G"
"FRK","WaterTemperature",2022-09-02 06:45:00,22.56,"°C","G"
"FRK","WaterTemperature",2022-09-02 07:00:00,22.57,"°C","G"
"FRK","WaterTemperature",2022-09-02 07:15:00,22.59,"°C","G"
"FRK","WaterTemperature",2022-09-02 07:30:00,22.61,"°C","G"
"FRK","WaterTemperature",2022-09-02 07:45:00,22.67,"°C","G"
"FRK","WaterTemperature",2022-09-02 08:00:00,22.74,"°C","G"
"FRK","WaterTemperature",2022-09-02 08:15:00,22.81,"°C","G"
"FRK","WaterTemperature",2022-09-02 08:30:00,22.84,"°C","G"
"FRK","WaterTemperature",2022-09-02 08:45:00,22.87,"°C","G"
"FRK","WaterTemperature",2022-09-02 09:00:00,22.9,"°C","G"
"FRK","WaterTemperature",2022-09-02 09:15:00,22.93,"°C","G"
"FRK","WaterTemperature",2022-09-02 09:30:00,22.95,"°C","G"
"FRK","WaterTemperature",2022-09-02 09:45:00,22.97,"°C","G"
"FRK","WaterTemperature",2022-09-02 10:00:00,23.02,"°C","G"
"FRK","WaterTemperature",2022-09-02 10:15:00,23.06,"°C","G"
"FRK","WaterTemperature",2022-09-02 10:30:00,23.08,"°C","G"
"FRK","WaterTemperature",2022-09-02 10:45:00,23.18,"°C","G"
"FRK","WaterTemperature",2022-09-02 11:00:00,23.3,"°C","G"
"FRK","WaterTemperature",2022-09-02 11:15:00,23.35,"°C","G"
"FRK","WaterTemperature",2022-09-02 11:30:00,23.37,"°C","G"
"FRK","WaterTemperature",2022-09-02 11:45:00,23.43,"°C","G"
"FRK","WaterTemperature",2022-09-02 12:00:00,23.49,"°C","G"
"FRK","WaterTemperature",2022-09-02 12:15:00,23.55,"°C","G"
"FRK","WaterTemperature",2022-09-02 12:30:00,23.6,"°C","G"
"FRK","WaterTemperature",2022-09-02 12:45:00,23.66,"°C","G"
"FRK","WaterTemperature",2022-09-02 13:00:00,23.7,"°C","G"
"FRK","WaterTemperature",2022-09-02 13:15:00,23.7,"°C","G"
"FRK","WaterTemperature",2022-09-02 13:30:00,23.75,"°C","G"
"FRK","WaterTemperature",2022-09-02 13:45:00,23.69,"°C","G"
"FRK","WaterTemperature",2022-09-02 14:00:00,23.78,"°C","G"
"FRK","WaterTemperature",2022-09-02 14:15:00,23.76,"°C","G"
"FRK","WaterTemperature",2022-09-02 14:30:00,23.58,"°C","G"
"FRK","WaterTemperature",2022-09-02 14:45:00,23.57,"°C","G"
"FRK","WaterTemperature",2022-09-02 15:00:00,23.81,"°C","G"
"FRK","WaterTemperature",2022-09-02 15:15:00,24.01,"°C","G"
"FRK","WaterTemperature",2022-09-02 15:30:00,24.12,"°C","G"
"FRK","WaterTemperature",2022-09-02 15:45:00,24.16,"°C","G"
"FRK","WaterTemperature",2022-09-02 16:00:00,24.24,"°C","G"
"FRK","WaterTemperature",2022-09-02 16:15:00,24.2,"°C","G"
"FRK","WaterTemperature",2022-09-02 16:30:00,24.18,"°C","G"
"FRK","WaterTemperature",2022-09-02 16:45:00,24.19,"°C","G"
"FRK","WaterTemperature",2022-09-02 17:00:00,24.2,"°C","G"
"FRK","WaterTemperature",2022-09-02 17:15:00,24.19,"°C","G"
"FRK","WaterTemperature",2022-09-02 17:30:00,24.17,"°C","G"
"FRK","WaterTemperature",2022-09-02 17:45:00,24.15,"°C","G"
"FRK","WaterTemperature",2022-09-02 18:00:00,24.11,"°C","G"
"FRK","WaterTemperature",2022-09-02 18:15:00,24.08,"°C","G"
"FRK","WaterTemperature",2022-09-02 18:30:00,24.04,"°C","G"
"FRK","WaterTemperature",2022-09-02 18:45:00,24.01,"°C","G"
"FRK","WaterTemperature",2022-09-02 19:00:00,23.96,"°C","G"
"FRK","WaterTemperature",2022-09-02 19:15:00,23.91,"°C","G"
"FRK","WaterTemperature",2022-09-02 19:30:00,23.88,"°C","G"
"FRK","WaterTemperature",2022-09-02 19:45:00,23.84,"°C","G"
"FRK","WaterTemperature",2022-09-02 20:00:00,23.8,"°C","G"
"FRK","WaterTemperature",2022-09-02 20:15:00,23.78,"°C","G"
"FRK","WaterTemperature",2022-09-02 20:30:00,23.75,"°C","G"
"FRK","WaterTemperature",2022-09-02 20:45:00,23.74,"°C","G"
"FRK","WaterTemperature",2022-09-02 21:00:00,23.72,"°C","G"
"FRK","WaterTemperature",2022-09-02 21:15:00,23.71,"°C","G"
"FRK","WaterTemperature",2022-09-02 21:30:00,23.69,"°C","G"
"FRK","WaterTemperature",2022-09-02 21:45:00,23.69,"°C","G"
"FRK","WaterTemperature",2022-09-02 22:00:00,23.68,"°C","G"
"FRK","WaterTemperature",2022-09-02 22:15:00,23.67,"°C","G"
"FRK","WaterTemperature",2022-09-02 22:30:00,23.61,"°C","G"
"FRK","WaterTemperature",2022-09-02 22:45:00,23.53,"°C","G"
"FRK","WaterTemperature",2022-09-02 23:00:00,23.5,"°C","G"
"FRK","WaterTemperature",2022-09-02 23:15:00,23.48,"°C","G"
"FRK","WaterTemperature",2022-09-02 23:30:00,23.46,"°C","G"
"FRK","WaterTemperature",2022-09-02 23:45:00,23.41,"°C","G"
"FRK","WaterTemperature",2022-09-03 00:00:00,23.36,"°C","G"
"FRK","WaterTemperature",2022-09-03 00:15:00,23.31,"°C","G"
"FRK","WaterTemperature",2022-09-03 00:30:00,23.23,"°C","G"
"FRK","WaterTemperature",2022-09-03 00:45:00,23.14,"°C","G"
"FRK","WaterTemperature",2022-09-03 01:00:00,23.06,"°C","G"
"FRK","WaterTemperature",2022-09-03 01:15:00,23.01,"°C","G"
"FRK","WaterTemperature",2022-09-03 01:30:00,22.92,"°C","G"
"FRK","WaterTemperature",2022-09-03 01:45:00,22.85,"°C","G"
"FRK","WaterTemperature",2022-09-03 02:00:00,22.78,"°C","G"
"FRK","WaterTemperature",2022-09-03 02:15:00,22.73,"°C","G"
"FRK","WaterTemperature",2022-09-03 02:30:00,22.7,"°C","G"
"FRK","WaterTemperature",2022-09-03 02:45:00,22.63,"°C","G"
"FRK","WaterTemperature",2022-09-03 03:00:00,22.58,"°C","G"
"FRK","WaterTemperature",2022-09-03 03:15:00,22.54,"°C","G"
"FRK","WaterTemperature",2022-09-03 03:30:00,22.47,"°C","G"
"FRK","WaterTemperature",2022-09-03 03:45:00,22.42,"°C","G"
"FRK","WaterTemperature",2022-09-03 04:00:00,22.36,"°C","G"
"FRK","WaterTemperature",2022-09-03 04:15:00,22.29,"°C","G"
"FRK","WaterTemperature",2022-09-03 04:30:00,22.23,"°C","G"
"FRK","WaterTemperature",2022-09-03 04:45:00,22.19,"°C","G"
"FRK","WaterTemperature",2022-09-03 05:00:00,22.14,"°C","G"
"FRK","WaterTemperature",2022-09-03 05:15:00,22.07,"°C","G"
"FRK","WaterTemperature",2022-09-03 05:30:00,22.05,"°C","G"
"FRK","WaterTemperature",2022-09-03 05:45:00,22.01,"°C","G"
"FRK","WaterTemperature",2022-09-03 06:00:00,21.93,"°C","G"
"FRK","WaterTemperature",2022-09-03 06:15:00,21.9,"°C","G"
"FRK","WaterTemperature",2022-09-03 06:30:00,21.87,"°C","G"
"FRK","WaterTemperature",2022-09-03 06:45:00,21.86,"°C","G"
"FRK","WaterTemperature",2022-09-03 07:00:00,21.85,"°C","G"
"FRK","WaterTemperature",2022-09-03 07:15:00,21.84,"°C","G"
"FRK","WaterTemperature",2022-09-03 07:30:00,21.87,"°C","G"
"FRK","WaterTemperature",2022-09-03 07:45:00,21.9,"°C","G"
"FRK","WaterTemperature",2022-09-03 08:00:00,21.94,"°C","G"
"FRK","WaterTemperature",2022-09-03 08:15:00,21.97,"°C","G"
"FRK","WaterTemperature",2022-09-03 08:30:00,22.03,"°C","G"
"FRK","WaterTemperature",2022-09-03 08:45:00,22.08,"°C","G"
"FRK","WaterTemperature",2022-09-03 09:00:00,22.14,"°C","G"
"FRK","WaterTemperature",2022-09-03 09:15:00,22.2,"°C","G"
"FRK","WaterTemperature",2022-09-03 09:30:00,22.26,"°C","G"
"FRK","WaterTemperature",2022-09-03 09:45:00,22.34,"°C","G"
"FRK","WaterTemperature",2022-09-03 10:00:00,22.38,"°C","G"
"FRK","WaterTemperature",2022-09-03 10:15:00,22.44,"°C","G"
"FRK","WaterTemperature",2022-09-03 10:30:00,22.51,"°C","G"
"FRK","WaterTemperature",2022-09-03 10:45:00,22.56,"°C","G"
"FRK","WaterTemperature",2022-09-03 11:00:00,22.65,"°C","G"
"FRK","WaterTemperature",2022-09-03 11:15:00,22.69,"°C","G"
"FRK","WaterTemperature",2022-09-03 11:30:00,22.78,"°C","G"
"FRK","WaterTemperature",2022-09-03 11:45:00,22.82,"°C","G"
"FRK","WaterTemperature",2022-09-03 12:00:00,22.86,"°C","G"
"FRK","WaterTemperature",2022-09-03 12:15:00,22.87,"°C","G"
"FRK","WaterTemperature",2022-09-03 12:30:00,22.9,"°C","G"
"FRK","WaterTemperature",2022-09-03 12:45:00,22.92,"°C","G"
"FRK","WaterTemperature",2022-09-03 13:00:00,22.97,"°C","G"
"FRK","WaterTemperature",2022-09-03 13:15:00,22.95,"°C","G"
"FRK","WaterTemperature",2022-09-03 13:30:00,22.91,"°C","G"
"FRK","WaterTemperature",2022-09-03 13:45:00,22.9,"°C","G"
"FRK","WaterTemperature",2022-09-03 14:00:00,22.89,"°C","G"
"FRK","WaterTemperature",2022-09-03 14:15:00,22.92,"°C","G"
"FRK","WaterTemperature",2022-09-03 14:30:00,23,"°C","G"
"FRK","WaterTemperature",2022-09-03 14:45:00,22.94,"°C","G"
"FRK","WaterTemperature",2022-09-03 15:00:00,22.93,"°C","G"
"FRK","WaterTemperature",2022-09-03 15:15:00,22.95,"°C","G"
"FRK","WaterTemperature",2022-09-03 15:30:00,22.92,"°C","G"
"FRK","WaterTemperature",2022-09-03 15:45:00,23.03,"°C","G"
"FRK","WaterTemperature",2022-09-03 16:00:00,23.2,"°C","G"
"FRK","WaterTemperature",2022-09-03 16:15:00,23.34,"°C","G"
"FRK","WaterTemperature",2022-09-03 16:30:00,23.57,"°C","G"
"FRK","WaterTemperature",2022-09-03 16:45:00,23.66,"°C","G"
"FRK","WaterTemperature",2022-09-03 17:00:00,24.03,"°C","G"
"FRK","WaterTemperature",2022-09-03 17:15:00,24.42,"°C","G"
"FRK","WaterTemperature",2022-09-03 17:30:00,24.45,"°C","G"
"FRK","WaterTemperature",2022-09-03 17:45:00,24.46,"°C","G"
"FRK","WaterTemperature",2022-09-03 18:00:00,24.43,"°C","G"
"FRK","WaterTemperature",2022-09-03 18:15:00,24.37,"°C","G"
"FRK","WaterTemperature",2022-09-03 18:30:00,24.32,"°C","G"
"FRK","WaterTemperature",2022-09-03 18:45:00,24.26,"°C","G"
"FRK","WaterTemperature",2022-09-03 19:00:00,24.19,"°C","G"
"FRK","WaterTemperature",2022-09-03 19:15:00,24.14,"°C","G"
"FRK","WaterTemperature",2022-09-03 19:30:00,24.04,"°C","G"
"FRK","WaterTemperature",2022-09-03 19:45:00,23.97,"°C","G"
"FRK","WaterTemperature",2022-09-03 20:00:00,23.93,"°C","G"
"FRK","WaterTemperature",2022-09-03 20:15:00,23.89,"°C","G"
"FRK","WaterTemperature",2022-09-03 20:30:00,23.86,"°C","G"
"FRK","WaterTemperature",2022-09-03 20:45:00,23.84,"°C","G"
"FRK","WaterTemperature",2022-09-03 21:00:00,23.82,"°C","G"
"FRK","WaterTemperature",2022-09-03 21:15:00,23.78,"°C","G"
"FRK","WaterTemperature",2022-09-03 21:30:00,23.74,"°C","G"
"FRK","WaterTemperature",2022-09-03 21:45:00,23.72,"°C","G"
"FRK","WaterTemperature",2022-09-03 22:00:00,23.69,"°C","G"
"FRK","WaterTemperature",2022-09-03 22:15:00,23.66,"°C","G"
"FRK","WaterTemperature",2022-09-03 22:30:00,23.64,"°C","G"
"FRK","WaterTemperature",2022-09-03 22:45:00,23.62,"°C","G"
"FRK","WaterTemperature",2022-09-03 23:00:00,23.6,"°C","G"
"FRK","WaterTemperature",2022-09-03 23:15:00,23.61,"°C","G"
"FRK","WaterTemperature",2022-09-03 23:30:00,23.62,"°C","G"
"FRK","WaterTemperature",2022-09-03 23:45:00,23.62,"°C","G"
"FRK","WaterTemperature",2022-09-04 00:00:00,23.62,"°C","G"
"FRK","WaterTemperature",2022-09-04 00:15:00,23.6,"°C","G"
"FRK","WaterTemperature",2022-09-04 00:30:00,23.59,"°C","G"
"FRK","WaterTemperature",2022-09-04 00:45:00,23.58,"°C","G"
"FRK","WaterTemperature",2022-09-04 01:00:00,23.58,"°C","G"
"FRK","WaterTemperature",2022-09-04 01:15:00,23.58,"°C","G"
"FRK","WaterTemperature",2022-09-04 01:30:00,23.57,"°C","G"
"FRK","WaterTemperature",2022-09-04 01:45:00,23.56,"°C","G"
"FRK","WaterTemperature",2022-09-04 02:00:00,23.54,"°C","G"
"FRK","WaterTemperature",2022-09-04 02:15:00,23.51,"°C","G"
"FRK","WaterTemperature",2022-09-04 02:30:00,23.48,"°C","G"
"FRK","WaterTemperature",2022-09-04 02:45:00,23.44,"°C","G"
"FRK","WaterTemperature",2022-09-04 03:00:00,23.4,"°C","G"
"FRK","WaterTemperature",2022-09-04 03:15:00,23.35,"°C","G"
"FRK","WaterTemperature",2022-09-04 03:30:00,23.31,"°C","G"
"FRK","WaterTemperature",2022-09-04 03:45:00,23.25,"°C","G"
"FRK","WaterTemperature",2022-09-04 04:00:00,23.21,"°C","G"
"FRK","WaterTemperature",2022-09-04 04:15:00,23.16,"°C","G"
"FRK","WaterTemperature",2022-09-04 04:30:00,23.13,"°C","G"
"FRK","WaterTemperature",2022-09-04 04:45:00,23.1,"°C","G"
"FRK","WaterTemperature",2022-09-04 05:00:00,23.06,"°C","G"
"FRK","WaterTemperature",2022-09-04 05:15:00,23.03,"°C","G"
"FRK","WaterTemperature",2022-09-04 05:30:00,23,"°C","G"
"FRK","WaterTemperature",2022-09-04 05:45:00,22.97,"°C","G"
"FRK","WaterTemperature",2022-09-04 06:00:00,22.95,"°C","G"
"FRK","WaterTemperature",2022-09-04 06:15:00,22.93,"°C","G"
"FRK","WaterTemperature",2022-09-04 06:30:00,22.9,"°C","G"
"FRK","WaterTemperature",2022-09-04 06:45:00,22.9,"°C","G"
"FRK","WaterTemperature",2022-09-04 07:00:00,22.88,"°C","G"
"FRK","WaterTemperature",2022-09-04 07:15:00,22.86,"°C","G"
"FRK","WaterTemperature",2022-09-04 07:30:00,22.83,"°C","G"
"FRK","WaterTemperature",2022-09-04 07:45:00,22.83,"°C","G"
"FRK","WaterTemperature",2022-09-04 08:00:00,22.86,"°C","G"
"FRK","WaterTemperature",2022-09-04 08:15:00,22.86,"°C","G"
"FRK","WaterTemperature",2022-09-04 08:30:00,22.88,"°C","G"
"FRK","WaterTemperature",2022-09-04 08:45:00,22.96,"°C","G"
"FRK","WaterTemperature",2022-09-04 09:00:00,23.02,"°C","G"
"FRK","WaterTemperature",2022-09-04 09:15:00,23.11,"°C","G"
"FRK","WaterTemperature",2022-09-04 09:30:00,23.18,"°C","G"
"FRK","WaterTemperature",2022-09-04 09:45:00,23.27,"°C","G"
"FRK","WaterTemperature",2022-09-04 10:00:00,23.36,"°C","G"
"FRK","WaterTemperature",2022-09-04 10:15:00,23.41,"°C","G"
"FRK","WaterTemperature",2022-09-04 10:30:00,23.5,"°C","G"
"FRK","WaterTemperature",2022-09-04 10:45:00,23.57,"°C","G"
"FRK","WaterTemperature",2022-09-04 11:00:00,23.66,"°C","G"
"FRK","WaterTemperature",2022-09-04 11:15:00,23.71,"°C","G"
"FRK","WaterTemperature",2022-09-04 11:30:00,23.77,"°C","G"
"FRK","WaterTemperature",2022-09-04 11:45:00,23.83,"°C","G"
"FRK","WaterTemperature",2022-09-04 12:00:00,23.87,"°C","G"
"FRK","WaterTemperature",2022-09-04 12:15:00,23.93,"°C","G"
"FRK","WaterTemperature",2022-09-04 12:30:00,23.96,"°C","G"
"FRK","WaterTemperature",2022-09-04 12:45:00,24.02,"°C","G"
"FRK","WaterTemperature",2022-09-04 13:00:00,24.06,"°C","G"
"FRK","WaterTemperature",2022-09-04 13:15:00,24.08,"°C","G"
"FRK","WaterTemperature",2022-09-04 13:30:00,24.12,"°C","G"
"FRK","WaterTemperature",2022-09-04 13:45:00,24.14,"°C","G"
"FRK","WaterTemperature",2022-09-04 14:00:00,24.19,"°C","G"
"FRK","WaterTemperature",2022-09-04 14:15:00,24.2,"°C","G"
"FRK","WaterTemperature",2022-09-04 14:30:00,24.23,"°C","G"
"FRK","WaterTemperature",2022-09-04 14:45:00,24.25,"°C","G"
"FRK","WaterTemperature",2022-09-04 15:00:00,24.26,"°C","G"
"FRK","WaterTemperature",2022-09-04 15:15:00,24.27,"°C","G"
"FRK","WaterTemperature",2022-09-04 15:30:00,24.24,"°C","G"
"FRK","WaterTemperature",2022-09-04 15:45:00,24.22,"°C","G"
"FRK","WaterTemperature",2022-09-04 16:00:00,24.24,"°C","G"
"FRK","WaterTemperature",2022-09-04 16:15:00,24.16,"°C","G"
"FRK","WaterTemperature",2022-09-04 16:30:00,24.16,"°C","G"
"FRK","WaterTemperature",2022-09-04 16:45:00,24.18,"°C","G"
"FRK","WaterTemperature",2022-09-04 17:00:00,24.15,"°C","G"
"FRK","WaterTemperature",2022-09-04 17:15:00,24.21,"°C","G"
"FRK","WaterTemperature",2022-09-04 17:30:00,24.26,"°C","G"
"FRK","WaterTemperature",2022-09-04 17:45:00,24.34,"°C","G"
"FRK","WaterTemperature",2022-09-04 18:00:00,24.43,"°C","G"
"FRK","WaterTemperature",2022-09-04 18:15:00,24.5,"°C","G"
"FRK","WaterTemperature",2022-09-04 18:30:00,24.59,"°C","G"
"FRK","WaterTemperature",2022-09-04 18:45:00,24.6,"°C","G"
"FRK","WaterTemperature",2022-09-04 19:00:00,24.65,"°C","G"
"FRK","WaterTemperature",2022-09-04 19:15:00,24.72,"°C","G"
"FRK","WaterTemperature",2022-09-04 19:30:00,24.74,"°C","G"
"FRK","WaterTemperature",2022-09-04 19:45:00,24.82,"°C","G"
"FRK","WaterTemperature",2022-09-04 20:00:00,24.83,"°C","G"
"FRK","WaterTemperature",2022-09-04 20:15:00,24.85,"°C","G"
"FRK","WaterTemperature",2022-09-04 20:30:00,24.88,"°C","G"
"FRK","WaterTemperature",2022-09-04 20:45:00,24.91,"°C","G"
"FRK","WaterTemperature",2022-09-04 21:00:00,24.92,"°C","G"
"FRK","WaterTemperature",2022-09-04 21:15:00,24.87,"°C","G"
"FRK","WaterTemperature",2022-09-04 21:30:00,24.84,"°C","G"
"FRK","WaterTemperature",2022-09-04 21:45:00,24.78,"°C","G"
"FRK","WaterTemperature",2022-09-04 22:00:00,24.73,"°C","G"
